Sat Nov  5 20:37:18 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4651
  rt_request_cnt:  9316
    receivedPkts:  4648
 receivedUniquePkts:  4648
   avgTput[kbps]:  63.7021
    avgDelay[ms]:  37.5351
 max ACKed Seqno:  2686
       ACKs sent:  4650
   ACKs received:  4650
   avgPathLength:  9
       dropCount:  3
       totalSent:  9303
        dropRate:  0.000322477

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6131
  rt_request_cnt:  12287
    receivedPkts:  6121
 receivedUniquePkts:  6121
   avgTput[kbps]:  83.8916
    avgDelay[ms]:  41.2679
 max ACKed Seqno:  5340
       ACKs sent:  6124
   ACKs received:  6124
   avgPathLength:  9
       dropCount:  9
       totalSent:  12258
        dropRate:  0.000734214

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6973
  rt_request_cnt:  13995
    receivedPkts:  6950
 receivedUniquePkts:  6890
   avgTput[kbps]:  94.4295
    avgDelay[ms]:  41.4571
 max ACKed Seqno:  5708
       ACKs sent:  6952
   ACKs received:  6829
   avgPathLength:  9
       dropCount:  143
       totalSent:  13927
        dropRate:  0.0102678

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7775
  rt_request_cnt:  15587
    receivedPkts:  7750
 receivedUniquePkts:  7749
   avgTput[kbps]:  106.199
    avgDelay[ms]:  41.7483
 max ACKed Seqno:  6702
       ACKs sent:  7752
   ACKs received:  7751
   avgPathLength:  9
       dropCount:  24
       totalSent:  15529
        dropRate:  0.0015455

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8379
  rt_request_cnt:  16839
    receivedPkts:  8325
 receivedUniquePkts:  8314
   avgTput[kbps]:  113.954
    avgDelay[ms]:  46.7844
 max ACKed Seqno:  7538
       ACKs sent:  8328
   ACKs received:  8328
   avgPathLength:  9
       dropCount:  52
       totalSent:  16710
        dropRate:  0.00311191

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8733
  rt_request_cnt:  17548
    receivedPkts:  8686
 receivedUniquePkts:  8677
   avgTput[kbps]:  118.915
    avgDelay[ms]:  48.4387
 max ACKed Seqno:  6643
       ACKs sent:  8689
   ACKs received:  8688
   avgPathLength:  9
       dropCount:  47
       totalSent:  17425
        dropRate:  0.00269727

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8399
  rt_request_cnt:  16850
    receivedPkts:  8370
 receivedUniquePkts:  8368
   avgTput[kbps]:  114.691
    avgDelay[ms]:  43.2931
 max ACKed Seqno:  5579
       ACKs sent:  8373
   ACKs received:  8373
   avgPathLength:  9
       dropCount:  29
       totalSent:  16777
        dropRate:  0.00172856

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9423
  rt_request_cnt:  18964
    receivedPkts:  9346
 receivedUniquePkts:  9338
   avgTput[kbps]:  127.977
    avgDelay[ms]:  51.8523
 max ACKed Seqno:  7394
       ACKs sent:  9348
   ACKs received:  9346
   avgPathLength:  9
       dropCount:  76
       totalSent:  18775
        dropRate:  0.00404794

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9562
  rt_request_cnt:  19260
    receivedPkts:  9487
 receivedUniquePkts:  9477
   avgTput[kbps]:  129.964
    avgDelay[ms]:  50.545
 max ACKed Seqno:  8982
       ACKs sent:  9490
   ACKs received:  9490
   avgPathLength:  9
       dropCount:  79
       totalSent:  19060
        dropRate:  0.00414481

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9144
  rt_request_cnt:  18465
    receivedPkts:  9070
 receivedUniquePkts:  8815
   avgTput[kbps]:  120.808
    avgDelay[ms]:  62.1788
 max ACKed Seqno:  7249
       ACKs sent:  9073
   ACKs received:  8623
   avgPathLength:  9
       dropCount:  523
       totalSent:  18221
        dropRate:  0.0287031

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9520
  rt_request_cnt:  19207
    receivedPkts:  9432
 receivedUniquePkts:  9354
   avgTput[kbps]:  128.2
    avgDelay[ms]:  59.086
 max ACKed Seqno:  5749
       ACKs sent:  9435
   ACKs received:  9309
   avgPathLength:  9
       dropCount:  215
       totalSent:  18961
        dropRate:  0.0113391

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9895
  rt_request_cnt:  19941
    receivedPkts:  9802
 receivedUniquePkts:  9734
   avgTput[kbps]:  133.467
    avgDelay[ms]:  61.2862
 max ACKed Seqno:  9055
       ACKs sent:  9805
   ACKs received:  9685
   avgPathLength:  9
       dropCount:  212
       totalSent:  19703
        dropRate:  0.0107598

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9738
  rt_request_cnt:  19626
    receivedPkts:  9630
 receivedUniquePkts:  9615
   avgTput[kbps]:  131.778
    avgDelay[ms]:  58.6857
 max ACKed Seqno:  8748
       ACKs sent:  9633
   ACKs received:  9631
   avgPathLength:  9
       dropCount:  105
       totalSent:  19375
        dropRate:  0.00541935

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10116
  rt_request_cnt:  20407
    receivedPkts:  10004
 receivedUniquePkts:  9985
   avgTput[kbps]:  136.851
    avgDelay[ms]:  64.9754
 max ACKed Seqno:  9239
       ACKs sent:  10007
   ACKs received:  10005
   avgPathLength:  9
       dropCount:  110
       totalSent:  20127
        dropRate:  0.0054653

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9802
  rt_request_cnt:  19791
    receivedPkts:  9693
 receivedUniquePkts:  9608
   avgTput[kbps]:  131.683
    avgDelay[ms]:  66.9075
 max ACKed Seqno:  9056
       ACKs sent:  9696
   ACKs received:  9573
   avgPathLength:  9
       dropCount:  229
       totalSent:  19501
        dropRate:  0.011743

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10273
  rt_request_cnt:  20692
    receivedPkts:  10179
 receivedUniquePkts:  10162
   avgTput[kbps]:  139.275
    avgDelay[ms]:  63.3532
 max ACKed Seqno:  9387
       ACKs sent:  10182
   ACKs received:  10181
   avgPathLength:  9
       dropCount:  95
       totalSent:  20461
        dropRate:  0.00464298

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10366
  rt_request_cnt:  20842
    receivedPkts:  10249
 receivedUniquePkts:  10180
   avgTput[kbps]:  139.515
    avgDelay[ms]:  66.6341
 max ACKed Seqno:  9476
       ACKs sent:  10252
   ACKs received:  10180
   avgPathLength:  9
       dropCount:  183
       totalSent:  20621
        dropRate:  0.00887445

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10185
  rt_request_cnt:  20534
    receivedPkts:  10083
 receivedUniquePkts:  10066
   avgTput[kbps]:  137.957
    avgDelay[ms]:  65.9215
 max ACKed Seqno:  9466
       ACKs sent:  10085
   ACKs received:  10083
   avgPathLength:  9
       dropCount:  102
       totalSent:  20275
        dropRate:  0.00503083

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10201
  rt_request_cnt:  20575
    receivedPkts:  10088
 receivedUniquePkts:  10066
   avgTput[kbps]:  137.99
    avgDelay[ms]:  69.2062
 max ACKed Seqno:  9419
       ACKs sent:  10091
   ACKs received:  10091
   avgPathLength:  9
       dropCount:  111
       totalSent:  20296
        dropRate:  0.00546906

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10638
  rt_request_cnt:  21424
    receivedPkts:  10531
 receivedUniquePkts:  10512
   avgTput[kbps]:  144.07
    avgDelay[ms]:  65.5726
 max ACKed Seqno:  10231
       ACKs sent:  10533
   ACKs received:  10531
   avgPathLength:  9
       dropCount:  104
       totalSent:  21174
        dropRate:  0.00491168

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9942
  rt_request_cnt:  19988
    receivedPkts:  9828
 receivedUniquePkts:  9716
   avgTput[kbps]:  133.156
    avgDelay[ms]:  69.5308
 max ACKed Seqno:  9143
       ACKs sent:  9831
   ACKs received:  9619
   avgPathLength:  9
       dropCount:  325
       totalSent:  19778
        dropRate:  0.0164324

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10179
  rt_request_cnt:  20529
    receivedPkts:  10066
 receivedUniquePkts:  10042
   avgTput[kbps]:  137.629
    avgDelay[ms]:  73.6181
 max ACKed Seqno:  9427
       ACKs sent:  10069
   ACKs received:  10065
   avgPathLength:  9
       dropCount:  109
       totalSent:  20251
        dropRate:  0.00538245

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9971
  rt_request_cnt:  20163
    receivedPkts:  9836
 receivedUniquePkts:  9795
   avgTput[kbps]:  134.246
    avgDelay[ms]:  76.7106
 max ACKed Seqno:  9298
       ACKs sent:  9839
   ACKs received:  9836
   avgPathLength:  9
       dropCount:  134
       totalSent:  19813
        dropRate:  0.00676324

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9685
  rt_request_cnt:  19529
