Sat Nov  5 19:12:47 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  300
        sentPkts:  7354
  rt_request_cnt:  14717
    receivedPkts:  7348
 receivedUniquePkts:  7348
   avgTput[kbps]:  100.688
    avgDelay[ms]:  23.0983
 max ACKed Seqno:  3692
       ACKs sent:  7350
   ACKs received:  7349
   avgPathLength:  5
       dropCount:  5
       totalSent:  14706
        dropRate:  0.000339997

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8713
  rt_request_cnt:  17433
    receivedPkts:  8708
 receivedUniquePkts:  8708
   avgTput[kbps]:  119.326
    avgDelay[ms]:  22.191
 max ACKed Seqno:  7836
       ACKs sent:  8710
   ACKs received:  8710
   avgPathLength:  5
       dropCount:  4
       totalSent:  17425
        dropRate:  0.000229555

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9327
  rt_request_cnt:  18666
    receivedPkts:  9311
 receivedUniquePkts:  9310
   avgTput[kbps]:  127.575
    avgDelay[ms]:  23.8378
 max ACKed Seqno:  8328
       ACKs sent:  9313
   ACKs received:  9308
   avgPathLength:  5
       dropCount:  19
       totalSent:  18642
        dropRate:  0.0010192

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10499
  rt_request_cnt:  21008
    receivedPkts:  10488
 receivedUniquePkts:  10487
   avgTput[kbps]:  143.708
    avgDelay[ms]:  24.8163
 max ACKed Seqno:  9573
       ACKs sent:  10490
   ACKs received:  10490
   avgPathLength:  5
       dropCount:  9
       totalSent:  20991
        dropRate:  0.000428755

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10781
  rt_request_cnt:  21584
    receivedPkts:  10761
 receivedUniquePkts:  10757
   avgTput[kbps]:  147.405
    avgDelay[ms]:  26.1964
 max ACKed Seqno:  9850
       ACKs sent:  10763
   ACKs received:  10760
   avgPathLength:  5
       dropCount:  22
       totalSent:  21546
        dropRate:  0.00102107

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10745
  rt_request_cnt:  21498
    receivedPkts:  10718
 receivedUniquePkts:  10687
   avgTput[kbps]:  146.446
    avgDelay[ms]:  26.184
 max ACKed Seqno:  9635
       ACKs sent:  10720
   ACKs received:  10694
   avgPathLength:  5
       dropCount:  52
       totalSent:  21467
        dropRate:  0.00242232

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10642
  rt_request_cnt:  21305
    receivedPkts:  10618
 receivedUniquePkts:  10605
   avgTput[kbps]:  145.326
    avgDelay[ms]:  28.086
 max ACKed Seqno:  9107
       ACKs sent:  10620
   ACKs received:  10615
   avgPathLength:  5
       dropCount:  27
       totalSent:  21264
        dropRate:  0.00126975

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  300
        sentPkts:  11022
  rt_request_cnt:  22073
    receivedPkts:  10987
 receivedUniquePkts:  10983
   avgTput[kbps]:  150.497
    avgDelay[ms]:  28.7073
 max ACKed Seqno:  9893
       ACKs sent:  10989
   ACKs received:  10988
   avgPathLength:  5
       dropCount:  35
       totalSent:  22013
        dropRate:  0.00158997

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11053
  rt_request_cnt:  22101
    receivedPkts:  11007
 receivedUniquePkts:  10945
   avgTput[kbps]:  149.977
    avgDelay[ms]:  30.1025
 max ACKed Seqno:  9675
       ACKs sent:  11009
   ACKs received:  10959
   avgPathLength:  5
       dropCount:  94
       totalSent:  22064
        dropRate:  0.00426033

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11037
  rt_request_cnt:  22097
    receivedPkts:  11006
 receivedUniquePkts:  11000
   avgTput[kbps]:  150.74
    avgDelay[ms]:  28.7609
 max ACKed Seqno:  8333
       ACKs sent:  11008
   ACKs received:  10999
   avgPathLength:  5
       dropCount:  35
       totalSent:  22047
        dropRate:  0.00158752

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11315
  rt_request_cnt:  22668
    receivedPkts:  11276
 receivedUniquePkts:  11259
   avgTput[kbps]:  154.286
    avgDelay[ms]:  31.2929
 max ACKed Seqno:  9800
       ACKs sent:  11278
   ACKs received:  11273
   avgPathLength:  5
       dropCount:  43
       totalSent:  22595
        dropRate:  0.00190308

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11354
  rt_request_cnt:  22762
    receivedPkts:  11294
 receivedUniquePkts:  11289
   avgTput[kbps]:  154.701
    avgDelay[ms]:  33.7448
 max ACKed Seqno:  9552
       ACKs sent:  11296
   ACKs received:  11294
   avgPathLength:  5
       dropCount:  60
       totalSent:  22652
        dropRate:  0.00264877

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11349
  rt_request_cnt:  22755
    receivedPkts:  11291
 receivedUniquePkts:  11221
   avgTput[kbps]:  153.761
    avgDelay[ms]:  35.0198
 max ACKed Seqno:  9552
       ACKs sent:  11293
   ACKs received:  11264
   avgPathLength:  5
       dropCount:  83
       totalSent:  22644
        dropRate:  0.00366543

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11666
  rt_request_cnt:  23364
    receivedPkts:  11612
 receivedUniquePkts:  11588
   avgTput[kbps]:  158.798
    avgDelay[ms]:  36.2679
 max ACKed Seqno:  10460
       ACKs sent:  11614
   ACKs received:  11570
   avgPathLength:  5
       dropCount:  97
       totalSent:  23282
        dropRate:  0.00416631

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11957
  rt_request_cnt:  23981
    receivedPkts:  11878
 receivedUniquePkts:  11825
   avgTput[kbps]:  162.054
    avgDelay[ms]:  39.7715
 max ACKed Seqno:  10755
       ACKs sent:  11880
   ACKs received:  11843
   avgPathLength:  5
       dropCount:  111
       totalSent:  23839
        dropRate:  0.00465624

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11700
  rt_request_cnt:  23473
    receivedPkts:  11639
 receivedUniquePkts:  11629
   avgTput[kbps]:  159.357
    avgDelay[ms]:  39.3642
 max ACKed Seqno:  10633
       ACKs sent:  11641
   ACKs received:  11637
   avgPathLength:  5
       dropCount:  64
       totalSent:  23343
        dropRate:  0.00274172

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12017
  rt_request_cnt:  24063
    receivedPkts:  11949
 receivedUniquePkts:  11909
   avgTput[kbps]:  163.19
    avgDelay[ms]:  40.8987
 max ACKed Seqno:  11073
       ACKs sent:  11951
   ACKs received:  11890
   avgPathLength:  5
       dropCount:  127
       totalSent:  23970
        dropRate:  0.00529829

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12064
  rt_request_cnt:  24187
    receivedPkts:  11993
 receivedUniquePkts:  11980
   avgTput[kbps]:  164.165
    avgDelay[ms]:  43.3319
 max ACKed Seqno:  11239
       ACKs sent:  11995
   ACKs received:  11992
   avgPathLength:  5
       dropCount:  70
       totalSent:  24061
        dropRate:  0.00290927

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12108
  rt_request_cnt:  24190
    receivedPkts:  12045
 receivedUniquePkts:  11987
   avgTput[kbps]:  164.387
    avgDelay[ms]:  42.6322
 max ACKed Seqno:  10559
       ACKs sent:  12047
   ACKs received:  11940
   avgPathLength:  5
       dropCount:  169
       totalSent:  24157
        dropRate:  0.0069959

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12077
  rt_request_cnt:  24136
    receivedPkts:  12011
 receivedUniquePkts:  11967
   avgTput[kbps]:  163.981
    avgDelay[ms]:  43.4473
 max ACKed Seqno:  11481
       ACKs sent:  12013
   ACKs received:  11915
   avgPathLength:  5
       dropCount:  160
       totalSent:  24092
        dropRate:  0.00664121

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12063
  rt_request_cnt:  24177
    receivedPkts:  11985
 receivedUniquePkts:  11946
   avgTput[kbps]:  163.703
    avgDelay[ms]:  47.8629
 max ACKed Seqno:  11105
       ACKs sent:  11987
   ACKs received:  11939
   avgPathLength:  5
       dropCount:  122
       totalSent:  24052
        dropRate:  0.00507234

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12097
  rt_request_cnt:  24127
    receivedPkts:  12032
 receivedUniquePkts:  11996
   avgTput[kbps]:  164.453
    avgDelay[ms]:  47.2121
 max ACKed Seqno:  11010
       ACKs sent:  12034
   ACKs received:  11886
   avgPathLength:  5
       dropCount:  144
       totalSent:  24133
        dropRate:  0.00596693

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11997
  rt_request_cnt:  24075
    receivedPkts:  11921
 receivedUniquePkts:  11910
   avgTput[kbps]:  163.205
    avgDelay[ms]:  48.1925
 max ACKed Seqno:  11201
       ACKs sent:  11923
   ACKs received:  11920
   avgPathLength:  5
       dropCount:  76
       totalSent:  23922
        dropRate:  0.00317699

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11988
  rt_request_cnt:  23987
