Sat Nov  5 19:02:21 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4675
  rt_request_cnt:  9378
    receivedPkts:  4656
 receivedUniquePkts:  4656
   avgTput[kbps]:  63.8077
    avgDelay[ms]:  29.8494
 max ACKed Seqno:  3446
       ACKs sent:  4659
   ACKs received:  4659
   avgPathLength:  6
       dropCount:  19
       totalSent:  9337
        dropRate:  0.00203491

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10938
  rt_request_cnt:  21930
    receivedPkts:  10913
 receivedUniquePkts:  10907
   avgTput[kbps]:  149.458
    avgDelay[ms]:  30.76
 max ACKed Seqno:  10834
       ACKs sent:  10916
   ACKs received:  10915
   avgPathLength:  6
       dropCount:  26
       totalSent:  21860
        dropRate:  0.00118939

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11964
  rt_request_cnt:  23964
    receivedPkts:  11935
 receivedUniquePkts:  11932
   avgTput[kbps]:  163.508
    avgDelay[ms]:  35.0651
 max ACKed Seqno:  9468
       ACKs sent:  11938
   ACKs received:  11938
   avgPathLength:  6
       dropCount:  25
       totalSent:  23907
        dropRate:  0.00104572

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10562
  rt_request_cnt:  21168
    receivedPkts:  10539
 receivedUniquePkts:  10536
   avgTput[kbps]:  144.373
    avgDelay[ms]:  32.4114
 max ACKed Seqno:  10085
       ACKs sent:  10542
   ACKs received:  10539
   avgPathLength:  6
       dropCount:  22
       totalSent:  21109
        dropRate:  0.00104221

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10905
  rt_request_cnt:  21868
    receivedPkts:  10874
 receivedUniquePkts:  10872
   avgTput[kbps]:  148.983
    avgDelay[ms]:  35.0018
 max ACKed Seqno:  7288
       ACKs sent:  10876
   ACKs received:  10875
   avgPathLength:  6
       dropCount:  36
       totalSent:  21791
        dropRate:  0.00165206

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10573
  rt_request_cnt:  21186
    receivedPkts:  10557
 receivedUniquePkts:  10554
   avgTput[kbps]:  144.632
    avgDelay[ms]:  34.4063
 max ACKed Seqno:  9054
       ACKs sent:  10560
   ACKs received:  10560
   avgPathLength:  6
       dropCount:  20
       totalSent:  21141
        dropRate:  0.000946029

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11765
  rt_request_cnt:  23585
    receivedPkts:  11718
 receivedUniquePkts:  11714
   avgTput[kbps]:  160.517
    avgDelay[ms]:  40.5194
 max ACKed Seqno:  11550
       ACKs sent:  11721
   ACKs received:  11720
   avgPathLength:  6
       dropCount:  47
       totalSent:  23491
        dropRate:  0.00200077

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11695
  rt_request_cnt:  23440
    receivedPkts:  11673
 receivedUniquePkts:  11666
   avgTput[kbps]:  159.861
    avgDelay[ms]:  36.7381
 max ACKed Seqno:  10977
       ACKs sent:  11676
   ACKs received:  11675
   avgPathLength:  6
       dropCount:  26
       totalSent:  23378
        dropRate:  0.00111216

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11554
  rt_request_cnt:  23173
    receivedPkts:  11495
 receivedUniquePkts:  11485
   avgTput[kbps]:  157.384
    avgDelay[ms]:  41.2049
 max ACKed Seqno:  9648
       ACKs sent:  11498
   ACKs received:  11493
   avgPathLength:  6
       dropCount:  60
       totalSent:  23055
        dropRate:  0.00260247

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12443
  rt_request_cnt:  24939
    receivedPkts:  12396
 receivedUniquePkts:  12391
   avgTput[kbps]:  169.793
    avgDelay[ms]:  41.1944
 max ACKed Seqno:  12331
       ACKs sent:  12399
   ACKs received:  12396
   avgPathLength:  6
       dropCount:  45
       totalSent:  24845
        dropRate:  0.00181123

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  300
        sentPkts:  12309
  rt_request_cnt:  24672
    receivedPkts:  12257
 receivedUniquePkts:  12252
   avgTput[kbps]:  167.885
    avgDelay[ms]:  47.1739
 max ACKed Seqno:  12134
       ACKs sent:  12259
   ACKs received:  12258
   avgPathLength:  6
       dropCount:  51
       totalSent:  24571
        dropRate:  0.00207562

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  300
        sentPkts:  12178
  rt_request_cnt:  24409
    receivedPkts:  12126
 receivedUniquePkts:  12112
   avgTput[kbps]:  165.968
    avgDelay[ms]:  45.8529
 max ACKed Seqno:  11985
       ACKs sent:  12128
   ACKs received:  12125
   avgPathLength:  6
       dropCount:  52
       totalSent:  24309
        dropRate:  0.00213913

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  300
        sentPkts:  12111
  rt_request_cnt:  24190
    receivedPkts:  12035
 receivedUniquePkts:  11997
   avgTput[kbps]:  164.391
    avgDelay[ms]:  45.6645
 max ACKed Seqno:  11780
       ACKs sent:  12037
   ACKs received:  11942
   avgPathLength:  6
       dropCount:  170
       totalSent:  24153
        dropRate:  0.00703846

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12432
  rt_request_cnt:  24916
    receivedPkts:  12396
 receivedUniquePkts:  12393
   avgTput[kbps]:  169.824
    avgDelay[ms]:  40.3696
 max ACKed Seqno:  12341
       ACKs sent:  12399
   ACKs received:  12397
   avgPathLength:  6
       dropCount:  37
       totalSent:  24838
        dropRate:  0.00148965

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12280
  rt_request_cnt:  24625
    receivedPkts:  12233
 receivedUniquePkts:  12232
   avgTput[kbps]:  167.62
    avgDelay[ms]:  44.1117
 max ACKed Seqno:  12116
       ACKs sent:  12235
   ACKs received:  12229
   avgPathLength:  6
       dropCount:  51
       totalSent:  24520
        dropRate:  0.00207993

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12252
  rt_request_cnt:  24563
    receivedPkts:  12197
 receivedUniquePkts:  12191
   avgTput[kbps]:  167.056
    avgDelay[ms]:  46.1284
 max ACKed Seqno:  10357
       ACKs sent:  12200
   ACKs received:  12198
   avgPathLength:  6
       dropCount:  53
       totalSent:  24456
        dropRate:  0.00216716

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11945
  rt_request_cnt:  23957
    receivedPkts:  11884
 receivedUniquePkts:  11864
   avgTput[kbps]:  162.575
    avgDelay[ms]:  49.4575
 max ACKed Seqno:  11552
       ACKs sent:  11886
   ACKs received:  11883
   avgPathLength:  6
       dropCount:  63
       totalSent:  23836
        dropRate:  0.00264306

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12108
  rt_request_cnt:  24267
    receivedPkts:  12053
 receivedUniquePkts:  12047
   avgTput[kbps]:  165.08
    avgDelay[ms]:  50.3481
 max ACKed Seqno:  11950
       ACKs sent:  12056
   ACKs received:  12054
   avgPathLength:  6
       dropCount:  55
       totalSent:  24168
        dropRate:  0.00227574

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12153
  rt_request_cnt:  24361
    receivedPkts:  12105
 receivedUniquePkts:  12095
   avgTput[kbps]:  165.742
    avgDelay[ms]:  52.5574
 max ACKed Seqno:  12007
       ACKs sent:  12108
   ACKs received:  12106
   avgPathLength:  6
       dropCount:  47
       totalSent:  24265
        dropRate:  0.00193695

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12085
  rt_request_cnt:  24254
    receivedPkts:  12000
 receivedUniquePkts:  11985
   avgTput[kbps]:  164.228
    avgDelay[ms]:  56.5899
 max ACKed Seqno:  11785
       ACKs sent:  12002
   ACKs received:  11992
   avgPathLength:  6
       dropCount:  94
       totalSent:  24092
        dropRate:  0.00390171

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12132
  rt_request_cnt:  24316
    receivedPkts:  12072
 receivedUniquePkts:  12069
   avgTput[kbps]:  165.39
    avgDelay[ms]:  52.8494
 max ACKed Seqno:  11849
       ACKs sent:  12074
   ACKs received:  12073
   avgPathLength:  6
       dropCount:  59
       totalSent:  24211
        dropRate:  0.00243691

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12048
  rt_request_cnt:  24143
    receivedPkts:  11989
 receivedUniquePkts:  11987
   avgTput[kbps]:  164.265
    avgDelay[ms]:  56.4894
 max ACKed Seqno:  11883
       ACKs sent:  11991
   ACKs received:  11991
   avgPathLength:  6
       dropCount:  58
       totalSent:  24043
        dropRate:  0.00241234

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12288
  rt_request_cnt:  24620
    receivedPkts:  12244
 receivedUniquePkts:  12238
   avgTput[kbps]:  167.699
    avgDelay[ms]:  50.4693
 max ACKed Seqno:  12176
       ACKs sent:  12247
   ACKs received:  12244
   avgPathLength:  6
       dropCount:  46
       totalSent:  24540
        dropRate:  0.00187449

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12103
  rt_request_cnt:  24260
