Sat Nov  5 23:02:41 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3210
  rt_request_cnt:  6435
    receivedPkts:  3208
 receivedUniquePkts:  3208
   avgTput[kbps]:  43.9744
    avgDelay[ms]:  57.7882
 max ACKed Seqno:  1607
       ACKs sent:  3211
   ACKs received:  3211
   avgPathLength:  14
       dropCount:  2
       totalSent:  6424
        dropRate:  0.000311333

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3647
  rt_request_cnt:  7308
    receivedPkts:  3646
 receivedUniquePkts:  3646
   avgTput[kbps]:  49.9782
    avgDelay[ms]:  58.3593
 max ACKed Seqno:  2133
       ACKs sent:  3649
   ACKs received:  3649
   avgPathLength:  14
       dropCount:  1
       totalSent:  7299
        dropRate:  0.000137005

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6104
  rt_request_cnt:  12241
    receivedPkts:  6095
 receivedUniquePkts:  6039
   avgTput[kbps]:  82.7822
    avgDelay[ms]:  62.5156
 max ACKed Seqno:  5260
       ACKs sent:  6098
   ACKs received:  5978
   avgPathLength:  14
       dropCount:  128
       totalSent:  12205
        dropRate:  0.0104875

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7439
  rt_request_cnt:  14932
    receivedPkts:  7404
 receivedUniquePkts:  7404
   avgTput[kbps]:  101.494
    avgDelay[ms]:  66.9936
 max ACKed Seqno:  6529
       ACKs sent:  7407
   ACKs received:  7406
   avgPathLength:  14
       dropCount:  32
       totalSent:  14849
        dropRate:  0.00215503

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7763
  rt_request_cnt:  15601
    receivedPkts:  7725
 receivedUniquePkts:  7721
   avgTput[kbps]:  105.839
    avgDelay[ms]:  69.5746
 max ACKed Seqno:  4360
       ACKs sent:  7728
   ACKs received:  7727
   avgPathLength:  14
       dropCount:  40
       totalSent:  15498
        dropRate:  0.00258098

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7754
  rt_request_cnt:  15577
    receivedPkts:  7716
 receivedUniquePkts:  7709
   avgTput[kbps]:  105.667
    avgDelay[ms]:  72.7595
 max ACKed Seqno:  7194
       ACKs sent:  7719
   ACKs received:  7715
   avgPathLength:  14
       dropCount:  38
       totalSent:  15479
        dropRate:  0.00245494

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8535
  rt_request_cnt:  17164
    receivedPkts:  8473
 receivedUniquePkts:  8461
   avgTput[kbps]:  115.973
    avgDelay[ms]:  79.371
 max ACKed Seqno:  7900
       ACKs sent:  8476
   ACKs received:  8474
   avgPathLength:  14
       dropCount:  60
       totalSent:  17014
        dropRate:  0.00352651

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9101
  rt_request_cnt:  18310
    receivedPkts:  9041
 receivedUniquePkts:  9027
   avgTput[kbps]:  124.048
    avgDelay[ms]:  80.1077
 max ACKed Seqno:  8435
       ACKs sent:  9044
   ACKs received:  9044
   avgPathLength:  14
       dropCount:  59
       totalSent:  18148
        dropRate:  0.00325105

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9042
  rt_request_cnt:  18192
    receivedPkts:  8973
 receivedUniquePkts:  8958
   avgTput[kbps]:  122.787
    avgDelay[ms]:  80.705
 max ACKed Seqno:  8345
       ACKs sent:  8976
   ACKs received:  8975
   avgPathLength:  14
       dropCount:  69
       totalSent:  18024
        dropRate:  0.00382823

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8978
  rt_request_cnt:  18087
    receivedPkts:  8901
 receivedUniquePkts:  8835
   avgTput[kbps]:  121.105
    avgDelay[ms]:  84.1305
 max ACKed Seqno:  7670
       ACKs sent:  8904
   ACKs received:  8788
   avgPathLength:  14
       dropCount:  191
       totalSent:  17886
        dropRate:  0.0106787

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9098
  rt_request_cnt:  18323
    receivedPkts:  9001
 receivedUniquePkts:  8989
   avgTput[kbps]:  123.213
    avgDelay[ms]:  88.8489
 max ACKed Seqno:  8663
       ACKs sent:  9004
   ACKs received:  9002
   avgPathLength:  14
       dropCount:  96
       totalSent:  18107
        dropRate:  0.00530182

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8349
  rt_request_cnt:  16840
    receivedPkts:  8279
 receivedUniquePkts:  8083
   avgTput[kbps]:  110.795
    avgDelay[ms]:  87.4003
 max ACKed Seqno:  5712
       ACKs sent:  8282
   ACKs received:  7932
   avgPathLength:  14
       dropCount:  416
       totalSent:  16636
        dropRate:  0.025006

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8949
  rt_request_cnt:  18066
    receivedPkts:  8832
 receivedUniquePkts:  8801
   avgTput[kbps]:  120.632
    avgDelay[ms]:  95.6466
 max ACKed Seqno:  8298
       ACKs sent:  8835
   ACKs received:  8830
   avgPathLength:  14
       dropCount:  113
       totalSent:  17787
        dropRate:  0.00635295

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9083
  rt_request_cnt:  18337
    receivedPkts:  8977
 receivedUniquePkts:  8934
   avgTput[kbps]:  122.456
    avgDelay[ms]:  98.0649
 max ACKed Seqno:  8233
       ACKs sent:  8980
   ACKs received:  8946
   avgPathLength:  14
       dropCount:  135
       totalSent:  18066
        dropRate:  0.0074726

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9028
  rt_request_cnt:  18202
    receivedPkts:  8931
 receivedUniquePkts:  8908
   avgTput[kbps]:  122.105
    avgDelay[ms]:  94.6921
 max ACKed Seqno:  8273
       ACKs sent:  8934
   ACKs received:  8930
   avgPathLength:  14
       dropCount:  92
       totalSent:  17965
        dropRate:  0.00512107

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  300
        sentPkts:  9194
  rt_request_cnt:  18562
    receivedPkts:  9066
 receivedUniquePkts:  9028
   avgTput[kbps]:  123.742
    avgDelay[ms]:  104.259
 max ACKed Seqno:  8494
       ACKs sent:  9069
   ACKs received:  9065
   avgPathLength:  14
       dropCount:  122
       totalSent:  18266
        dropRate:  0.00667908

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9045
  rt_request_cnt:  18231
    receivedPkts:  8929
 receivedUniquePkts:  8898
   avgTput[kbps]:  121.969
    avgDelay[ms]:  99.7316
 max ACKed Seqno:  8319
       ACKs sent:  8932
   ACKs received:  8930
   avgPathLength:  14
       dropCount:  112
       totalSent:  17980
        dropRate:  0.00622914

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8723
  rt_request_cnt:  17616
    receivedPkts:  8580
 receivedUniquePkts:  8520
   avgTput[kbps]:  116.789
    avgDelay[ms]:  103.506
 max ACKed Seqno:  7954
       ACKs sent:  8583
   ACKs received:  8480
   avgPathLength:  14
       dropCount:  237
       totalSent:  17309
        dropRate:  0.0136923

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8543
  rt_request_cnt:  17253
    receivedPkts:  8395
 receivedUniquePkts:  8335
   avgTput[kbps]:  114.251
    avgDelay[ms]:  106.545
 max ACKed Seqno:  7860
       ACKs sent:  8398
   ACKs received:  8294
   avgPathLength:  14
       dropCount:  243
       totalSent:  16944
        dropRate:  0.0143414

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8603
  rt_request_cnt:  17389
    receivedPkts:  8461
 receivedUniquePkts:  8372
   avgTput[kbps]:  114.751
    avgDelay[ms]:  107.425
 max ACKed Seqno:  7753
       ACKs sent:  8464
   ACKs received:  8342
   avgPathLength:  14
       dropCount:  257
       totalSent:  17070
        dropRate:  0.0150557

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8951
  rt_request_cnt:  18042
    receivedPkts:  8802
 receivedUniquePkts:  8781
   avgTput[kbps]:  120.359
    avgDelay[ms]:  107.124
 max ACKed Seqno:  8358
       ACKs sent:  8805
   ACKs received:  8799
   avgPathLength:  14
       dropCount:  145
       totalSent:  17760
        dropRate:  0.00816441

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9500
  rt_request_cnt:  19158
    receivedPkts:  9366
 receivedUniquePkts:  9333
   avgTput[kbps]:  127.928
    avgDelay[ms]:  102.404
 max ACKed Seqno:  9012
       ACKs sent:  9368
   ACKs received:  9365
   avgPathLength:  14
       dropCount:  133
       totalSent:  18873
        dropRate:  0.0070471

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8488
  rt_request_cnt:  17168
    receivedPkts:  8366
 receivedUniquePkts:  8271
   avgTput[kbps]:  113.367
    avgDelay[ms]:  104.373
 max ACKed Seqno:  7817
       ACKs sent:  8369
   ACKs received:  8241
   avgPathLength:  14
       dropCount:  245
       totalSent:  16861
        dropRate:  0.0145306

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9511
  rt_request_cnt:  19155
