Sat Nov  5 19:52:07 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3780
  rt_request_cnt:  7573
    receivedPkts:  3778
 receivedUniquePkts:  3778
   avgTput[kbps]:  51.7714
    avgDelay[ms]:  30.8949
 max ACKed Seqno:  2136
       ACKs sent:  3780
   ACKs received:  3780
   avgPathLength:  7
       dropCount:  2
       totalSent:  7562
        dropRate:  0.00026448

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4598
  rt_request_cnt:  9212
    receivedPkts:  4596
 receivedUniquePkts:  4596
   avgTput[kbps]:  62.9938
    avgDelay[ms]:  31.6185
 max ACKed Seqno:  2800
       ACKs sent:  4598
   ACKs received:  4598
   avgPathLength:  7
       dropCount:  2
       totalSent:  9198
        dropRate:  0.000217439

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6009
  rt_request_cnt:  12034
    receivedPkts:  6005
 receivedUniquePkts:  6005
   avgTput[kbps]:  82.2888
    avgDelay[ms]:  31.235
 max ACKed Seqno:  3868
       ACKs sent:  6007
   ACKs received:  6007
   avgPathLength:  7
       dropCount:  4
       totalSent:  12018
        dropRate:  0.000332834

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7394
  rt_request_cnt:  14820
    receivedPkts:  7376
 receivedUniquePkts:  7376
   avgTput[kbps]:  101.081
    avgDelay[ms]:  33.5355
 max ACKed Seqno:  5346
       ACKs sent:  7378
   ACKs received:  7378
   avgPathLength:  7
       dropCount:  18
       totalSent:  14774
        dropRate:  0.00121836

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9058
  rt_request_cnt:  18182
    receivedPkts:  9019
 receivedUniquePkts:  8961
   avgTput[kbps]:  122.795
    avgDelay[ms]:  36.2132
 max ACKed Seqno:  8235
       ACKs sent:  9021
   ACKs received:  8901
   avgPathLength:  7
       dropCount:  158
       totalSent:  18081
        dropRate:  0.00873845

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9216
  rt_request_cnt:  18494
    receivedPkts:  9179
 receivedUniquePkts:  9177
   avgTput[kbps]:  125.76
    avgDelay[ms]:  36.2268
 max ACKed Seqno:  8460
       ACKs sent:  9181
   ACKs received:  9181
   avgPathLength:  7
       dropCount:  36
       totalSent:  18399
        dropRate:  0.00195663

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9301
  rt_request_cnt:  18655
    receivedPkts:  9273
 receivedUniquePkts:  9216
   avgTput[kbps]:  126.286
    avgDelay[ms]:  35.6928
 max ACKed Seqno:  8474
       ACKs sent:  9275
   ACKs received:  9154
   avgPathLength:  7
       dropCount:  148
       totalSent:  18578
        dropRate:  0.00796641

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9179
  rt_request_cnt:  18406
    receivedPkts:  9149
 receivedUniquePkts:  9146
   avgTput[kbps]:  125.341
    avgDelay[ms]:  36.126
 max ACKed Seqno:  8454
       ACKs sent:  9151
   ACKs received:  9151
   avgPathLength:  7
       dropCount:  29
       totalSent:  18332
        dropRate:  0.00158193

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9602
  rt_request_cnt:  19279
    receivedPkts:  9558
 receivedUniquePkts:  9495
   avgTput[kbps]:  130.112
    avgDelay[ms]:  39.4216
 max ACKed Seqno:  8601
       ACKs sent:  9560
   ACKs received:  9439
   avgPathLength:  7
       dropCount:  163
       totalSent:  19164
        dropRate:  0.00850553

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9601
  rt_request_cnt:  19297
    receivedPkts:  9561
 receivedUniquePkts:  9490
   avgTput[kbps]:  130.046
    avgDelay[ms]:  41.373
 max ACKed Seqno:  6173
       ACKs sent:  9564
   ACKs received:  9437
   avgPathLength:  7
       dropCount:  164
       totalSent:  19168
        dropRate:  0.00855593

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10424
  rt_request_cnt:  20993
    receivedPkts:  10330
 receivedUniquePkts:  10313
   avgTput[kbps]:  141.323
    avgDelay[ms]:  46.3591
 max ACKed Seqno:  9572
       ACKs sent:  10332
   ACKs received:  10321
   avgPathLength:  7
       dropCount:  92
       totalSent:  20758
        dropRate:  0.00443203

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10324
  rt_request_cnt:  20763
    receivedPkts:  10255
 receivedUniquePkts:  10189
   avgTput[kbps]:  139.624
    avgDelay[ms]:  45.7963
 max ACKed Seqno:  8730
       ACKs sent:  10257
   ACKs received:  10136
   avgPathLength:  7
       dropCount:  186
       totalSent:  20583
        dropRate:  0.00903658

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10750
  rt_request_cnt:  21621
    receivedPkts:  10668
 receivedUniquePkts:  10660
   avgTput[kbps]:  146.35
    avgDelay[ms]:  48.2579
 max ACKed Seqno:  9135
       ACKs sent:  10670
   ACKs received:  10670
   avgPathLength:  7
       dropCount:  80
       totalSent:  21422
        dropRate:  0.00373448

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10382
  rt_request_cnt:  20819
    receivedPkts:  10321
 receivedUniquePkts:  10125
   avgTput[kbps]:  138.741
    avgDelay[ms]:  47.1598
 max ACKed Seqno:  5433
       ACKs sent:  10323
   ACKs received:  9929
   avgPathLength:  7
       dropCount:  454
       totalSent:  20710
        dropRate:  0.0219218

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10116
  rt_request_cnt:  20376
    receivedPkts:  10040
 receivedUniquePkts:  9878
   avgTput[kbps]:  135.362
    avgDelay[ms]:  51.3431
 max ACKed Seqno:  8784
       ACKs sent:  10042
   ACKs received:  9820
   avgPathLength:  7
       dropCount:  295
       totalSent:  20161
        dropRate:  0.0146322

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10653
  rt_request_cnt:  21450
    receivedPkts:  10573
 receivedUniquePkts:  10500
   avgTput[kbps]:  143.886
    avgDelay[ms]:  52.8175
 max ACKed Seqno:  8730
       ACKs sent:  10576
   ACKs received:  10452
   avgPathLength:  7
       dropCount:  199
       totalSent:  21232
        dropRate:  0.00937265

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10886
  rt_request_cnt:  21814
    receivedPkts:  10811
 receivedUniquePkts:  10767
   avgTput[kbps]:  147.541
    avgDelay[ms]:  48.9312
 max ACKed Seqno:  10176
       ACKs sent:  10814
   ACKs received:  10725
   avgPathLength:  7
       dropCount:  163
       totalSent:  21704
        dropRate:  0.00751014

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11313
  rt_request_cnt:  22755
    receivedPkts:  11234
 receivedUniquePkts:  11219
   avgTput[kbps]:  153.736
    avgDelay[ms]:  53.7738
 max ACKed Seqno:  10708
       ACKs sent:  11237
   ACKs received:  11235
   avgPathLength:  7
       dropCount:  79
       totalSent:  22554
        dropRate:  0.0035027

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11192
  rt_request_cnt:  22550
    receivedPkts:  11096
 receivedUniquePkts:  11070
   avgTput[kbps]:  151.698
    avgDelay[ms]:  56.5008
 max ACKed Seqno:  10612
       ACKs sent:  11099
   ACKs received:  11048
   avgPathLength:  7
       dropCount:  144
       totalSent:  22295
        dropRate:  0.00645885

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10780
  rt_request_cnt:  21711
    receivedPkts:  10695
 receivedUniquePkts:  10678
   avgTput[kbps]:  146.335
    avgDelay[ms]:  55.1331
 max ACKed Seqno:  10154
       ACKs sent:  10698
   ACKs received:  10696
   avgPathLength:  7
       dropCount:  83
       totalSent:  21481
        dropRate:  0.00386388

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11134
  rt_request_cnt:  22418
    receivedPkts:  11043
 receivedUniquePkts:  11021
   avgTput[kbps]:  151.02
    avgDelay[ms]:  56.8521
 max ACKed Seqno:  10552
       ACKs sent:  11045
   ACKs received:  11043
   avgPathLength:  7
       dropCount:  88
       totalSent:  22181
        dropRate:  0.00396736

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11092
  rt_request_cnt:  22328
    receivedPkts:  11008
 receivedUniquePkts:  10995
   avgTput[kbps]:  150.669
    avgDelay[ms]:  57.2096
 max ACKed Seqno:  9781
       ACKs sent:  11011
   ACKs received:  11008
   avgPathLength:  7
       dropCount:  81
       totalSent:  22106
        dropRate:  0.00366416

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11254
  rt_request_cnt:  22642
    receivedPkts:  11169
 receivedUniquePkts:  11163
   avgTput[kbps]:  152.969
    avgDelay[ms]:  55.0679
 max ACKed Seqno:  10921
       ACKs sent:  11172
   ACKs received:  11170
   avgPathLength:  7
       dropCount:  84
       totalSent:  22431
        dropRate:  0.00374482

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11022
  rt_request_cnt:  22202
