Sat Nov  5 19:17:09 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  2839
  rt_request_cnt:  5697
    receivedPkts:  2838
 receivedUniquePkts:  2836
   avgTput[kbps]:  38.8701
    avgDelay[ms]:  37.289
 max ACKed Seqno:  1588
       ACKs sent:  2840
   ACKs received:  2834
   avgPathLength:  5.05886
       dropCount:  7
       totalSent:  5681
        dropRate:  0.00123218

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4794
  rt_request_cnt:  9609
    receivedPkts:  4791
 receivedUniquePkts:  4790
   avgTput[kbps]:  65.6467
    avgDelay[ms]:  48.0776
 max ACKed Seqno:  4027
       ACKs sent:  4793
   ACKs received:  4787
   avgPathLength:  6.68914
       dropCount:  8
       totalSent:  9589
        dropRate:  0.000834289

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4153
  rt_request_cnt:  8324
    receivedPkts:  4147
 receivedUniquePkts:  4145
   avgTput[kbps]:  56.8028
    avgDelay[ms]:  50.0509
 max ACKed Seqno:  2334
       ACKs sent:  4149
   ACKs received:  4149
   avgPathLength:  5.91179
       dropCount:  6
       totalSent:  8304
        dropRate:  0.000722543

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  300
        sentPkts:  7127
  rt_request_cnt:  14281
    receivedPkts:  7117
 receivedUniquePkts:  7112
   avgTput[kbps]:  97.4539
    avgDelay[ms]:  41.4784
 max ACKed Seqno:  6163
       ACKs sent:  7119
   ACKs received:  7109
   avgPathLength:  5.18878
       dropCount:  18
       totalSent:  14248
        dropRate:  0.00126334

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7455
  rt_request_cnt:  14954
    receivedPkts:  7419
 receivedUniquePkts:  7398
   avgTput[kbps]:  101.381
    avgDelay[ms]:  52.2904
 max ACKed Seqno:  6523
       ACKs sent:  7421
   ACKs received:  7418
   avgPathLength:  5.29463
       dropCount:  38
       totalSent:  14878
        dropRate:  0.00255411

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7175
  rt_request_cnt:  14380
    receivedPkts:  7138
 receivedUniquePkts:  7121
   avgTput[kbps]:  97.5878
    avgDelay[ms]:  51.1199
 max ACKed Seqno:  6086
       ACKs sent:  7140
   ACKs received:  7132
   avgPathLength:  5.51401
       dropCount:  43
       totalSent:  14317
        dropRate:  0.00300342

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7425
  rt_request_cnt:  14872
    receivedPkts:  7409
 receivedUniquePkts:  7399
   avgTput[kbps]:  101.388
    avgDelay[ms]:  46.6354
 max ACKed Seqno:  6221
       ACKs sent:  7411
   ACKs received:  7400
   avgPathLength:  5.1538
       dropCount:  19
       totalSent:  14838
        dropRate:  0.0012805

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7322
  rt_request_cnt:  14685
    receivedPkts:  7260
 receivedUniquePkts:  7232
   avgTput[kbps]:  99.1061
    avgDelay[ms]:  52.8389
 max ACKed Seqno:  5845
       ACKs sent:  7262
   ACKs received:  7248
   avgPathLength:  5.32984
       dropCount:  71
       totalSent:  14586
        dropRate:  0.00486768

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7644
  rt_request_cnt:  15358
    receivedPkts:  7546
 receivedUniquePkts:  7532
   avgTput[kbps]:  103.212
    avgDelay[ms]:  61.7243
 max ACKed Seqno:  5522
       ACKs sent:  7548
   ACKs received:  7538
   avgPathLength:  5.34363
       dropCount:  107
       totalSent:  15194
        dropRate:  0.00704225

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6433
  rt_request_cnt:  12889
    receivedPkts:  6422
 receivedUniquePkts:  6420
   avgTput[kbps]:  87.9813
    avgDelay[ms]:  47.8174
 max ACKed Seqno:  3780
       ACKs sent:  6424
   ACKs received:  6423
   avgPathLength:  5.73075
       dropCount:  11
       totalSent:  12859
        dropRate:  0.000855432

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7474
  rt_request_cnt:  14986
    receivedPkts:  7451
 receivedUniquePkts:  7437
   avgTput[kbps]:  101.914
    avgDelay[ms]:  49.944
 max ACKed Seqno:  6255
       ACKs sent:  7453
   ACKs received:  7449
   avgPathLength:  5.21366
       dropCount:  26
       totalSent:  14929
        dropRate:  0.00174158

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  300
        sentPkts:  6534
  rt_request_cnt:  13135
    receivedPkts:  6443
 receivedUniquePkts:  6413
   avgTput[kbps]:  87.8753
    avgDelay[ms]:  64.5909
 max ACKed Seqno:  3910
       ACKs sent:  6445
   ACKs received:  6429
   avgPathLength:  5.37486
       dropCount:  105
       totalSent:  12981
        dropRate:  0.00808875

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6309
  rt_request_cnt:  12702
    receivedPkts:  6154
 receivedUniquePkts:  6115
   avgTput[kbps]:  83.7925
    avgDelay[ms]:  76.5216
 max ACKed Seqno:  3175
       ACKs sent:  6156
   ACKs received:  6138
   avgPathLength:  5.72182
       dropCount:  170
       totalSent:  12467
        dropRate:  0.013636

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7409
  rt_request_cnt:  14881
    receivedPkts:  7319
 receivedUniquePkts:  7304
   avgTput[kbps]:  100.088
    avgDelay[ms]:  69.2677
 max ACKed Seqno:  6115
       ACKs sent:  7321
   ACKs received:  7313
   avgPathLength:  5.39237
       dropCount:  94
       totalSent:  14732
        dropRate:  0.00638067

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7329
  rt_request_cnt:  14741
    receivedPkts:  7202
 receivedUniquePkts:  7186
   avgTput[kbps]:  98.4722
    avgDelay[ms]:  64.6649
 max ACKed Seqno:  6302
       ACKs sent:  7204
   ACKs received:  7190
   avgPathLength:  5.39114
       dropCount:  139
       totalSent:  14535
        dropRate:  0.00956312

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6736
  rt_request_cnt:  13517
    receivedPkts:  6644
 receivedUniquePkts:  6630
   avgTput[kbps]:  90.8524
    avgDelay[ms]:  61.7346
 max ACKed Seqno:  6056
       ACKs sent:  6646
   ACKs received:  6639
   avgPathLength:  5.34565
       dropCount:  96
       totalSent:  13384
        dropRate:  0.00717274

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5588
  rt_request_cnt:  11212
    receivedPkts:  5512
 receivedUniquePkts:  5496
   avgTput[kbps]:  75.3172
    avgDelay[ms]:  59.1266
 max ACKed Seqno:  4697
       ACKs sent:  5514
   ACKs received:  5511
   avgPathLength:  5.398
       dropCount:  77
       totalSent:  11104
        dropRate:  0.00693444

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5648
  rt_request_cnt:  11344
    receivedPkts:  5555
 receivedUniquePkts:  5534
   avgTput[kbps]:  75.8353
    avgDelay[ms]:  62.8085
 max ACKed Seqno:  4600
       ACKs sent:  5557
   ACKs received:  5556
   avgPathLength:  5.52983
       dropCount:  93
       totalSent:  11207
        dropRate:  0.00829838

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6636
  rt_request_cnt:  13327
    receivedPkts:  6539
 receivedUniquePkts:  6505
   avgTput[kbps]:  89.139
    avgDelay[ms]:  62.8483
 max ACKed Seqno:  5787
       ACKs sent:  6541
   ACKs received:  6527
   avgPathLength:  5.64126
       dropCount:  107
       totalSent:  13179
        dropRate:  0.00811898

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7987
  rt_request_cnt:  16027
    receivedPkts:  7864
 receivedUniquePkts:  7837
   avgTput[kbps]:  107.395
    avgDelay[ms]:  70.5626
 max ACKed Seqno:  7183
       ACKs sent:  7866
   ACKs received:  7853
   avgPathLength:  5.30435
       dropCount:  133
       totalSent:  15855
        dropRate:  0.00838852

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7326
  rt_request_cnt:  14748
    receivedPkts:  7204
 receivedUniquePkts:  7171
   avgTput[kbps]:  98.2705
    avgDelay[ms]:  69.0185
 max ACKed Seqno:  6406
       ACKs sent:  7206
   ACKs received:  7194
   avgPathLength:  5.34014
       dropCount:  131
       totalSent:  14534
        dropRate:  0.00901335

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7741
  rt_request_cnt:  15562
    receivedPkts:  7597
 receivedUniquePkts:  7564
   avgTput[kbps]:  103.655
    avgDelay[ms]:  73.2844
 max ACKed Seqno:  6856
       ACKs sent:  7599
   ACKs received:  7585
   avgPathLength:  5.22919
       dropCount:  152
       totalSent:  15342
        dropRate:  0.00990744

--- Hop Node Number:6 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7584
  rt_request_cnt:  15153
    receivedPkts:  7437
 receivedUniquePkts:  7379
   avgTput[kbps]:  101.125
    avgDelay[ms]:  75.1939
 max ACKed Seqno:  6531
       ACKs sent:  7439
   ACKs received:  7340
   avgPathLength:  5.31829
       dropCount:  244
