Sat Nov  5 23:35:25 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  7297
  max seqno sent:  7297
      Tcp retxed:  0
    receivedPkts:  7296
  receivedUnique:  7296
   avgTput[kbps]:  99.992
    avgDelay[ms]:  61.8804
 max ACKed Seqno:  7295
       ACKs sent:  7297
   ACKs received:  7296
     RTS(C) Sent:  109101

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  300
        sentPkts:  10534
  max seqno sent:  10534
      Tcp retxed:  0
    receivedPkts:  10532
  receivedUnique:  10532
   avgTput[kbps]:  144.337
    avgDelay[ms]:  72.1459
 max ACKed Seqno:  10529
       ACKs sent:  10533
   ACKs received:  10530
     RTS(C) Sent:  170691

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10348
  max seqno sent:  10312
      Tcp retxed:  36
    receivedPkts:  10313
  receivedUnique:  10309
   avgTput[kbps]:  141.289
    avgDelay[ms]:  82.8776
 max ACKed Seqno:  10308
       ACKs sent:  10314
   ACKs received:  10313
     RTS(C) Sent:  182877

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10375
  max seqno sent:  10335
      Tcp retxed:  40
    receivedPkts:  10334
  receivedUnique:  10332
   avgTput[kbps]:  141.606
    avgDelay[ms]:  85.7957
 max ACKed Seqno:  10330
       ACKs sent:  10335
   ACKs received:  10333
     RTS(C) Sent:  187541

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10107
  max seqno sent:  10010
      Tcp retxed:  97
    receivedPkts:  10051
  receivedUnique:  10007
   avgTput[kbps]:  137.147
    avgDelay[ms]:  86.6495
 max ACKed Seqno:  10003
       ACKs sent:  10052
   ACKs received:  9947
     RTS(C) Sent:  183797

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10430
  max seqno sent:  10362
      Tcp retxed:  68
    receivedPkts:  10366
  receivedUnique:  10360
   avgTput[kbps]:  141.985
    avgDelay[ms]:  92.7139
 max ACKed Seqno:  10358
       ACKs sent:  10367
   ACKs received:  10365
     RTS(C) Sent:  198309

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10340
  max seqno sent:  10290
      Tcp retxed:  50
    receivedPkts:  10293
  receivedUnique:  10287
   avgTput[kbps]:  140.995
    avgDelay[ms]:  96.6073
 max ACKed Seqno:  10286
       ACKs sent:  10294
   ACKs received:  10293
     RTS(C) Sent:  201578

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10264
  max seqno sent:  10195
      Tcp retxed:  69
    receivedPkts:  10197
  receivedUnique:  10192
   avgTput[kbps]:  139.69
    avgDelay[ms]:  99.5877
 max ACKed Seqno:  10190
       ACKs sent:  10198
   ACKs received:  10196
     RTS(C) Sent:  203573

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  300
        sentPkts:  10288
  max seqno sent:  10210
      Tcp retxed:  78
    receivedPkts:  10211
  receivedUnique:  10207
   avgTput[kbps]:  139.883
    avgDelay[ms]:  98.6397
 max ACKed Seqno:  10205
       ACKs sent:  10212
   ACKs received:  10210
     RTS(C) Sent:  202713

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10244
  max seqno sent:  10135
      Tcp retxed:  109
    receivedPkts:  10138
  receivedUnique:  10130
   avgTput[kbps]:  139.101
    avgDelay[ms]:  102.648
 max ACKed Seqno:  10130
       ACKs sent:  10139
   ACKs received:  10139
     RTS(C) Sent:  206861

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10213
  max seqno sent:  10082
      Tcp retxed:  131
    receivedPkts:  10084
  receivedUnique:  10078
   avgTput[kbps]:  138.115
    avgDelay[ms]:  101.583
 max ACKed Seqno:  10074
       ACKs sent:  10085
   ACKs received:  10081
     RTS(C) Sent:  204140

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10194
  max seqno sent:  10100
      Tcp retxed:  94
    receivedPkts:  10102
  receivedUnique:  10096
   avgTput[kbps]:  138.369
    avgDelay[ms]:  105.477
 max ACKed Seqno:  10092
       ACKs sent:  10103
   ACKs received:  10099
     RTS(C) Sent:  208965

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10247
  max seqno sent:  10130
      Tcp retxed:  117
    receivedPkts:  10144
  receivedUnique:  10127
   avgTput[kbps]:  138.789
    avgDelay[ms]:  103.547
 max ACKed Seqno:  10123
       ACKs sent:  10145
   ACKs received:  10100
     RTS(C) Sent:  207559

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  9994
  max seqno sent:  9871
      Tcp retxed:  123
    receivedPkts:  9875
  receivedUnique:  9867
   avgTput[kbps]:  135.234
    avgDelay[ms]:  108.926
 max ACKed Seqno:  9863
       ACKs sent:  9876
   ACKs received:  9872
     RTS(C) Sent:  208429

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  9958
  max seqno sent:  9780
      Tcp retxed:  178
    receivedPkts:  9784
  receivedUnique:  9773
   avgTput[kbps]:  133.938
    avgDelay[ms]:  110.003
 max ACKed Seqno:  9673
       ACKs sent:  9785
   ACKs received:  9782
     RTS(C) Sent:  207519

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10099
  max seqno sent:  9989
      Tcp retxed:  110
    receivedPkts:  9998
  receivedUnique:  9986
   avgTput[kbps]:  136.859
    avgDelay[ms]:  107.288
 max ACKed Seqno:  9984
       ACKs sent:  9999
   ACKs received:  9997
     RTS(C) Sent:  208725

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  10107
  max seqno sent:  9925
      Tcp retxed:  182
    receivedPkts:  9934
  receivedUnique:  9920
   avgTput[kbps]:  135.962
    avgDelay[ms]:  112.257
 max ACKed Seqno:  9916
       ACKs sent:  9935
   ACKs received:  9931
     RTS(C) Sent:  214041

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  300
        sentPkts:  9943
  max seqno sent:  9756
      Tcp retxed:  187
    receivedPkts:  9759
  receivedUnique:  9751
   avgTput[kbps]:  133.633
    avgDelay[ms]:  112.918
 max ACKed Seqno:  9681
       ACKs sent:  9760
   ACKs received:  9754
     RTS(C) Sent:  210652

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  8647
  max seqno sent:  8349
      Tcp retxed:  298
    receivedPkts:  8386
  receivedUnique:  8344
   avgTput[kbps]:  114.359
    avgDelay[ms]:  160.102
 max ACKed Seqno:  8340
       ACKs sent:  8387
   ACKs received:  8379
     RTS(C) Sent:  182730

          flowID:  0
         srcNode:  0
        destNode:  14
       startTime:  1
        stopTime:  299
        sentPkts:  9713
  max seqno sent:  9528
      Tcp retxed:  185
    receivedPkts:  9537
  receivedUnique:  9524
   avgTput[kbps]:  130.534
    avgDelay[ms]:  113.887
