Sat Nov  5 18:54:55 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  14580
  max seqno sent:  14580
      Tcp retxed:  0
    receivedPkts:  14580
  receivedUnique:  14580
   avgTput[kbps]:  199.759
    avgDelay[ms]:  11.5354
 max ACKed Seqno:  14579
       ACKs sent:  14581
   ACKs received:  14580
     RTS(C) Sent:  43740

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18579
  max seqno sent:  18579
      Tcp retxed:  0
    receivedPkts:  18578
  receivedUnique:  18578
   avgTput[kbps]:  254.539
    avgDelay[ms]:  15.3543
 max ACKed Seqno:  18578
       ACKs sent:  18579
   ACKs received:  18579
     RTS(C) Sent:  64152

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  19000
  max seqno sent:  19000
      Tcp retxed:  0
    receivedPkts:  18999
  receivedUnique:  18999
   avgTput[kbps]:  260.309
    avgDelay[ms]:  15.5843
 max ACKed Seqno:  18999
       ACKs sent:  19000
   ACKs received:  19000
     RTS(C) Sent:  66121

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  19053
  max seqno sent:  19053
      Tcp retxed:  0
    receivedPkts:  19052
  receivedUnique:  19052
   avgTput[kbps]:  261.033
    avgDelay[ms]:  15.7125
 max ACKed Seqno:  19050
       ACKs sent:  19053
   ACKs received:  19051
     RTS(C) Sent:  66863

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18967
  max seqno sent:  18967
      Tcp retxed:  0
    receivedPkts:  18966
  receivedUnique:  18966
   avgTput[kbps]:  259.851
    avgDelay[ms]:  16.4516
 max ACKed Seqno:  18965
       ACKs sent:  18967
   ACKs received:  18966
     RTS(C) Sent:  68879

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18873
  max seqno sent:  18873
      Tcp retxed:  0
    receivedPkts:  18873
  receivedUnique:  18873
   avgTput[kbps]:  258.577
    avgDelay[ms]:  17.5731
 max ACKed Seqno:  18872
       ACKs sent:  18874
   ACKs received:  18873
     RTS(C) Sent:  71431

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18778
  max seqno sent:  18778
      Tcp retxed:  0
    receivedPkts:  18776
  receivedUnique:  18776
   avgTput[kbps]:  257.258
    avgDelay[ms]:  18.1909
 max ACKed Seqno:  18776
       ACKs sent:  18777
   ACKs received:  18777
     RTS(C) Sent:  73074

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  300
        sentPkts:  18767
  max seqno sent:  18767
      Tcp retxed:  0
    receivedPkts:  18767
  receivedUnique:  18767
   avgTput[kbps]:  257.124
    avgDelay[ms]:  18.531
 max ACKed Seqno:  18766
       ACKs sent:  18768
   ACKs received:  18767
     RTS(C) Sent:  73683

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18689
  max seqno sent:  18689
      Tcp retxed:  0
    receivedPkts:  18688
  receivedUnique:  18688
   avgTput[kbps]:  256.053
    avgDelay[ms]:  20.1178
 max ACKed Seqno:  18688
       ACKs sent:  18689
   ACKs received:  18689
     RTS(C) Sent:  77016

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18678
  max seqno sent:  18678
      Tcp retxed:  0
    receivedPkts:  18677
  receivedUnique:  18677
   avgTput[kbps]:  255.893
    avgDelay[ms]:  20.4964
 max ACKed Seqno:  18676
       ACKs sent:  18678
   ACKs received:  18677
     RTS(C) Sent:  77645

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18590
  max seqno sent:  18590
      Tcp retxed:  0
    receivedPkts:  18589
  receivedUnique:  18589
   avgTput[kbps]:  254.694
    avgDelay[ms]:  21.7054
 max ACKed Seqno:  18589
       ACKs sent:  18590
   ACKs received:  18590
     RTS(C) Sent:  79846

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  300
        sentPkts:  18586
  max seqno sent:  18586
      Tcp retxed:  0
    receivedPkts:  18585
  receivedUnique:  18585
   avgTput[kbps]:  254.629
    avgDelay[ms]:  21.9356
 max ACKed Seqno:  18583
       ACKs sent:  18586
   ACKs received:  18584
     RTS(C) Sent:  80247

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18606
  max seqno sent:  18606
      Tcp retxed:  0
    receivedPkts:  18605
  receivedUnique:  18605
   avgTput[kbps]:  254.913
    avgDelay[ms]:  22.1238
 max ACKed Seqno:  18605
       ACKs sent:  18606
   ACKs received:  18606
     RTS(C) Sent:  80369

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18588
  max seqno sent:  18588
      Tcp retxed:  0
    receivedPkts:  18587
  receivedUnique:  18587
   avgTput[kbps]:  254.666
    avgDelay[ms]:  22.1385
 max ACKed Seqno:  18587
       ACKs sent:  18588
   ACKs received:  18588
     RTS(C) Sent:  80415

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18578
  max seqno sent:  18578
      Tcp retxed:  0
    receivedPkts:  18577
  receivedUnique:  18577
   avgTput[kbps]:  254.523
    avgDelay[ms]:  22.1716
 max ACKed Seqno:  18576
       ACKs sent:  18578
   ACKs received:  18577
     RTS(C) Sent:  80325

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18580
  max seqno sent:  18580
      Tcp retxed:  0
    receivedPkts:  18579
  receivedUnique:  18579
   avgTput[kbps]:  254.553
    avgDelay[ms]:  22.0723
 max ACKed Seqno:  18579
       ACKs sent:  18580
   ACKs received:  18580
     RTS(C) Sent:  80297

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  299
        sentPkts:  18583
  max seqno sent:  18583
      Tcp retxed:  0
    receivedPkts:  18581
  receivedUnique:  18581
   avgTput[kbps]:  254.587
    avgDelay[ms]:  22.0899
 max ACKed Seqno:  18581
       ACKs sent:  18582
   ACKs received:  18582
     RTS(C) Sent:  80336

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  300
        sentPkts:  18579
  max seqno sent:  18579
      Tcp retxed:  0
    receivedPkts:  18578
  receivedUnique:  18578
   avgTput[kbps]:  254.535
    avgDelay[ms]:  22.1932
 max ACKed Seqno:  18577
       ACKs sent:  18579
   ACKs received:  18578
     RTS(C) Sent:  80360

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  300
        sentPkts:  18579
  max seqno sent:  18579
      Tcp retxed:  0
    receivedPkts:  18578
  receivedUnique:  18578
   avgTput[kbps]:  254.535
    avgDelay[ms]:  22.1932
 max ACKed Seqno:  18577
       ACKs sent:  18579
   ACKs received:  18578
     RTS(C) Sent:  80360

          flowID:  0
         srcNode:  0
        destNode:  3
       startTime:  1
        stopTime:  300
        sentPkts:  18579
  max seqno sent:  18579
      Tcp retxed:  0
    receivedPkts:  18578
  receivedUnique:  18578
   avgTput[kbps]:  254.535
