Sat Nov  5 22:00:44 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8417
  rt_request_cnt:  16834
    receivedPkts:  8312
 receivedUniquePkts:  8288
   avgTput[kbps]:  113.606
    avgDelay[ms]:  79.0006
 max ACKed Seqno:  6377
       ACKs sent:  8314
   ACKs received:  8296
   avgPathLength:  16
       dropCount:  121
       totalSent:  16733
        dropRate:  0.00723122

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9397
  rt_request_cnt:  18826
    receivedPkts:  9296
 receivedUniquePkts:  9207
   avgTput[kbps]:  126.201
    avgDelay[ms]:  96.2304
 max ACKed Seqno:  8811
       ACKs sent:  9298
   ACKs received:  9251
   avgPathLength:  16
       dropCount:  142
       totalSent:  18697
        dropRate:  0.0075948

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9127
  rt_request_cnt:  18313
    receivedPkts:  8910
 receivedUniquePkts:  8866
   avgTput[kbps]:  121.528
    avgDelay[ms]:  111.93
 max ACKed Seqno:  8264
       ACKs sent:  8912
   ACKs received:  8902
   avgPathLength:  16
       dropCount:  220
       totalSent:  18041
        dropRate:  0.0121944

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9420
  rt_request_cnt:  18878
    receivedPkts:  9229
 receivedUniquePkts:  9181
   avgTput[kbps]:  125.92
    avgDelay[ms]:  112.009
 max ACKed Seqno:  8619
       ACKs sent:  9231
   ACKs received:  9143
   avgPathLength:  16
       dropCount:  279
       totalSent:  18653
        dropRate:  0.0149574

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8840
  rt_request_cnt:  17657
    receivedPkts:  8544
 receivedUniquePkts:  8510
   avgTput[kbps]:  116.653
    avgDelay[ms]:  117.422
 max ACKed Seqno:  4667
       ACKs sent:  8546
   ACKs received:  8537
   avgPathLength:  16
       dropCount:  296
       totalSent:  17388
        dropRate:  0.0170232

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9463
  rt_request_cnt:  18959
    receivedPkts:  9253
 receivedUniquePkts:  9225
   avgTput[kbps]:  126.45
    avgDelay[ms]:  117.073
 max ACKed Seqno:  8820
       ACKs sent:  9255
   ACKs received:  9245
   avgPathLength:  16
       dropCount:  212
       totalSent:  18720
        dropRate:  0.0113248

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8732
  rt_request_cnt:  17388
    receivedPkts:  8464
 receivedUniquePkts:  8354
   avgTput[kbps]:  114.505
    avgDelay[ms]:  118.404
 max ACKed Seqno:  6277
       ACKs sent:  8466
   ACKs received:  8332
   avgPathLength:  16
       dropCount:  392
       totalSent:  17200
        dropRate:  0.0227907

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8841
  rt_request_cnt:  17627
    receivedPkts:  8439
 receivedUniquePkts:  8391
   avgTput[kbps]:  115.018
    avgDelay[ms]:  120.32
 max ACKed Seqno:  6674
       ACKs sent:  8441
   ACKs received:  8428
   avgPathLength:  16
       dropCount:  407
       totalSent:  17284
        dropRate:  0.0235478

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8641
  rt_request_cnt:  17268
    receivedPkts:  8303
 receivedUniquePkts:  8252
   avgTput[kbps]:  113.124
    avgDelay[ms]:  120.897
 max ACKed Seqno:  6843
       ACKs sent:  8305
   ACKs received:  8291
   avgPathLength:  16
       dropCount:  349
       totalSent:  16948
        dropRate:  0.0205924

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8008
  rt_request_cnt:  16007
    receivedPkts:  7674
 receivedUniquePkts:  7601
   avgTput[kbps]:  104.191
    avgDelay[ms]:  161.918
 max ACKed Seqno:  5850
       ACKs sent:  7676
   ACKs received:  7675
   avgPathLength:  16
       dropCount:  329
       totalSent:  15686
        dropRate:  0.0209741

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8662
  rt_request_cnt:  17307
    receivedPkts:  8296
 receivedUniquePkts:  8224
   avgTput[kbps]:  112.731
    avgDelay[ms]:  129.581
 max ACKed Seqno:  7440
       ACKs sent:  8298
   ACKs received:  8258
   avgPathLength:  16
       dropCount:  398
       totalSent:  16962
        dropRate:  0.0234642

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8201
  rt_request_cnt:  16360
    receivedPkts:  7790
 receivedUniquePkts:  7730
   avgTput[kbps]:  105.958
    avgDelay[ms]:  130.284
 max ACKed Seqno:  6880
       ACKs sent:  7792
   ACKs received:  7770
   avgPathLength:  16
       dropCount:  423
       totalSent:  15995
        dropRate:  0.0264458

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6923
  rt_request_cnt:  13634
    receivedPkts:  6488
 receivedUniquePkts:  6388
   avgTput[kbps]:  87.5586
    avgDelay[ms]:  119.417
 max ACKed Seqno:  4255
       ACKs sent:  6490
   ACKs received:  6330
   avgPathLength:  16
       dropCount:  590
       totalSent:  13415
        dropRate:  0.0439806

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8308
  rt_request_cnt:  16550
    receivedPkts:  7971
 receivedUniquePkts:  7915
   avgTput[kbps]:  108.522
    avgDelay[ms]:  133.541
 max ACKed Seqno:  6963
       ACKs sent:  7973
   ACKs received:  7879
   avgPathLength:  16
       dropCount:  430
       totalSent:  16283
        dropRate:  0.0264079

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8528
  rt_request_cnt:  17066
    receivedPkts:  8175
 receivedUniquePkts:  8115
   avgTput[kbps]:  111.235
    avgDelay[ms]:  138.548
 max ACKed Seqno:  7301
       ACKs sent:  8177
   ACKs received:  8157
   avgPathLength:  16
       dropCount:  365
       totalSent:  16707
        dropRate:  0.0218471

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7867
  rt_request_cnt:  15743
    receivedPkts:  7464
 receivedUniquePkts:  7419
   avgTput[kbps]:  101.693
    avgDelay[ms]:  133.33
 max ACKed Seqno:  6461
       ACKs sent:  7466
   ACKs received:  7450
   avgPathLength:  16
       dropCount:  407
       totalSent:  15335
        dropRate:  0.0265406

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7628
  rt_request_cnt:  15175
    receivedPkts:  7171
 receivedUniquePkts:  7124
   avgTput[kbps]:  97.6477
    avgDelay[ms]:  133.289
 max ACKed Seqno:  5731
       ACKs sent:  7173
   ACKs received:  7167
   avgPathLength:  16
       dropCount:  456
       totalSent:  14803
        dropRate:  0.0308046

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7817
  rt_request_cnt:  15535
    receivedPkts:  7340
 receivedUniquePkts:  7272
   avgTput[kbps]:  99.6757
    avgDelay[ms]:  131.913
 max ACKed Seqno:  5988
       ACKs sent:  7342
   ACKs received:  7325
   avgPathLength:  16
       dropCount:  484
       totalSent:  15161
        dropRate:  0.031924

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7090
  rt_request_cnt:  14129
    receivedPkts:  6660
 receivedUniquePkts:  6614
   avgTput[kbps]:  90.6853
    avgDelay[ms]:  137.221
 max ACKed Seqno:  5485
       ACKs sent:  6662
   ACKs received:  6654
   avgPathLength:  16
       dropCount:  437
       totalSent:  13754
        dropRate:  0.0317726

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7663
  rt_request_cnt:  15258
    receivedPkts:  7199
 receivedUniquePkts:  7153
   avgTput[kbps]:  98.069
    avgDelay[ms]:  133.273
 max ACKed Seqno:  3947
       ACKs sent:  7201
   ACKs received:  7194
   avgPathLength:  16
       dropCount:  469
       totalSent:  14866
        dropRate:  0.0315485

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6970
  rt_request_cnt:  13849
    receivedPkts:  6542
 receivedUniquePkts:  6443
   avgTput[kbps]:  88.3199
    avgDelay[ms]:  129.943
 max ACKed Seqno:  5459
       ACKs sent:  6544
   ACKs received:  6485
   avgPathLength:  16
       dropCount:  478
       totalSent:  13516
        dropRate:  0.0353655

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5983
  rt_request_cnt:  11844
    receivedPkts:  5481
 receivedUniquePkts:  5411
   avgTput[kbps]:  74.1678
    avgDelay[ms]:  117.248
 max ACKed Seqno:  3320
       ACKs sent:  5483
   ACKs received:  5442
   avgPathLength:  16
       dropCount:  542
       totalSent:  11468
        dropRate:  0.0472619

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6698
  rt_request_cnt:  13332
    receivedPkts:  6235
 receivedUniquePkts:  6181
   avgTput[kbps]:  84.733
    avgDelay[ms]:  132.003
 max ACKed Seqno:  4975
       ACKs sent:  6237
   ACKs received:  6219
   avgPathLength:  16
       dropCount:  480
       totalSent:  12937
        dropRate:  0.0371029

--- Hop Node Number:8 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5997
  rt_request_cnt:  11889
    receivedPkts:  5487
