Sat Nov  5 18:21:33 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8733
  rt_request_cnt:  17474
    receivedPkts:  8733
 receivedUniquePkts:  8733
   avgTput[kbps]:  119.668
    avgDelay[ms]:  8.70069
 max ACKed Seqno:  4587
       ACKs sent:  8735
   ACKs received:  8735
   avgPathLength:  2
       dropCount:  0
       totalSent:  17470
        dropRate:  0

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  300
        sentPkts:  29667
  rt_request_cnt:  59335
    receivedPkts:  29567
 receivedUniquePkts:  29553
   avgTput[kbps]:  404.901
    avgDelay[ms]:  15.6818
 max ACKed Seqno:  29017
       ACKs sent:  29569
   ACKs received:  29567
   avgPathLength:  2
       dropCount:  99
       totalSent:  59238
        dropRate:  0.00167122

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  300
        sentPkts:  29743
  rt_request_cnt:  59479
    receivedPkts:  29622
 receivedUniquePkts:  29605
   avgTput[kbps]:  405.613
    avgDelay[ms]:  15.3374
 max ACKed Seqno:  29162
       ACKs sent:  29624
   ACKs received:  29623
   avgPathLength:  2
       dropCount:  120
       totalSent:  59369
        dropRate:  0.00202126

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  28272
  rt_request_cnt:  56551
    receivedPkts:  28271
 receivedUniquePkts:  28271
   avgTput[kbps]:  387.344
    avgDelay[ms]:  15.6195
 max ACKed Seqno:  14137
       ACKs sent:  28273
   ACKs received:  28273
   avgPathLength:  2
       dropCount:  0
       totalSent:  56547
        dropRate:  0

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29746
  rt_request_cnt:  59484
    receivedPkts:  29630
 receivedUniquePkts:  29606
   avgTput[kbps]:  405.638
    avgDelay[ms]:  15.3834
 max ACKed Seqno:  29154
       ACKs sent:  29632
   ACKs received:  29632
   avgPathLength:  2
       dropCount:  113
       totalSent:  59380
        dropRate:  0.001903

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29731
  rt_request_cnt:  59459
    receivedPkts:  29597
 receivedUniquePkts:  29572
   avgTput[kbps]:  405.165
    avgDelay[ms]:  14.8119
 max ACKed Seqno:  29012
       ACKs sent:  29599
   ACKs received:  29598
   avgPathLength:  2
       dropCount:  133
       totalSent:  59332
        dropRate:  0.00224162

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29693
  rt_request_cnt:  59369
    receivedPkts:  29565
 receivedUniquePkts:  29522
   avgTput[kbps]:  404.484
    avgDelay[ms]:  16.4597
 max ACKed Seqno:  28747
       ACKs sent:  29567
   ACKs received:  29567
   avgPathLength:  2
       dropCount:  127
       totalSent:  59262
        dropRate:  0.00214303

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29693
  rt_request_cnt:  59369
    receivedPkts:  29565
 receivedUniquePkts:  29522
   avgTput[kbps]:  404.484
    avgDelay[ms]:  16.4597
 max ACKed Seqno:  28747
       ACKs sent:  29567
   ACKs received:  29567
   avgPathLength:  2
       dropCount:  127
       totalSent:  59262
        dropRate:  0.00214303

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29706
  rt_request_cnt:  59401
    receivedPkts:  29581
 receivedUniquePkts:  29540
   avgTput[kbps]:  404.726
    avgDelay[ms]:  16.0656
 max ACKed Seqno:  28793
       ACKs sent:  29583
   ACKs received:  29583
   avgPathLength:  2
       dropCount:  123
       totalSent:  59291
        dropRate:  0.00207451

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29706
  rt_request_cnt:  59401
    receivedPkts:  29581
 receivedUniquePkts:  29540
   avgTput[kbps]:  404.726
    avgDelay[ms]:  16.0656
 max ACKed Seqno:  28793
       ACKs sent:  29583
   ACKs received:  29583
   avgPathLength:  2
       dropCount:  123
       totalSent:  59291
        dropRate:  0.00207451

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29706
  rt_request_cnt:  59401
    receivedPkts:  29581
 receivedUniquePkts:  29540
   avgTput[kbps]:  404.726
    avgDelay[ms]:  16.0656
 max ACKed Seqno:  28793
       ACKs sent:  29583
   ACKs received:  29583
   avgPathLength:  2
       dropCount:  123
       totalSent:  59291
        dropRate:  0.00207451

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29718
  rt_request_cnt:  59429
    receivedPkts:  29596
 receivedUniquePkts:  29554
   avgTput[kbps]:  404.917
    avgDelay[ms]:  15.7234
 max ACKed Seqno:  28866
       ACKs sent:  29598
   ACKs received:  29598
   avgPathLength:  2
       dropCount:  120
       totalSent:  59318
        dropRate:  0.00202299

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29745
  rt_request_cnt:  59483
    receivedPkts:  29619
 receivedUniquePkts:  29596
   avgTput[kbps]:  405.493
    avgDelay[ms]:  14.9131
 max ACKed Seqno:  28984
       ACKs sent:  29621
   ACKs received:  29621
   avgPathLength:  2
       dropCount:  124
       totalSent:  59368
        dropRate:  0.00208867

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29745
  rt_request_cnt:  59483
    receivedPkts:  29619
 receivedUniquePkts:  29596
   avgTput[kbps]:  405.493
    avgDelay[ms]:  14.9131
 max ACKed Seqno:  28984
       ACKs sent:  29621
   ACKs received:  29621
   avgPathLength:  2
       dropCount:  124
       totalSent:  59368
        dropRate:  0.00208867

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29696
  rt_request_cnt:  59377
    receivedPkts:  29565
 receivedUniquePkts:  29511
   avgTput[kbps]:  404.329
    avgDelay[ms]:  16.1866
 max ACKed Seqno:  28681
       ACKs sent:  29567
   ACKs received:  29567
   avgPathLength:  2
       dropCount:  129
       totalSent:  59265
        dropRate:  0.00217666

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29696
  rt_request_cnt:  59377
    receivedPkts:  29565
 receivedUniquePkts:  29511
   avgTput[kbps]:  404.329
    avgDelay[ms]:  16.1866
 max ACKed Seqno:  28681
       ACKs sent:  29567
   ACKs received:  29567
   avgPathLength:  2
       dropCount:  129
       totalSent:  59265
        dropRate:  0.00217666

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29696
  rt_request_cnt:  59377
    receivedPkts:  29565
 receivedUniquePkts:  29511
   avgTput[kbps]:  404.329
    avgDelay[ms]:  16.1866
 max ACKed Seqno:  28681
       ACKs sent:  29567
   ACKs received:  29567
   avgPathLength:  2
       dropCount:  129
       totalSent:  59265
        dropRate:  0.00217666

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29718
  rt_request_cnt:  59419
    receivedPkts:  29579
 receivedUniquePkts:  29552
   avgTput[kbps]:  404.895
    avgDelay[ms]:  15.8017
 max ACKed Seqno:  28740
       ACKs sent:  29581
   ACKs received:  29581
   avgPathLength:  2
       dropCount:  136
       totalSent:  59301
        dropRate:  0.00229338

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29718
  rt_request_cnt:  59419
    receivedPkts:  29579
 receivedUniquePkts:  29552
   avgTput[kbps]:  404.895
    avgDelay[ms]:  15.8017
 max ACKed Seqno:  28740
       ACKs sent:  29581
   ACKs received:  29581
   avgPathLength:  2
       dropCount:  136
       totalSent:  59301
        dropRate:  0.00229338

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29718
  rt_request_cnt:  59419
    receivedPkts:  29579
 receivedUniquePkts:  29552
   avgTput[kbps]:  404.895
    avgDelay[ms]:  15.8017
 max ACKed Seqno:  28740
       ACKs sent:  29581
   ACKs received:  29581
   avgPathLength:  2
       dropCount:  136
       totalSent:  59301
        dropRate:  0.00229338

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29718
  rt_request_cnt:  59419
    receivedPkts:  29579
 receivedUniquePkts:  29552
   avgTput[kbps]:  404.895
    avgDelay[ms]:  15.8017
 max ACKed Seqno:  28740
       ACKs sent:  29581
   ACKs received:  29581
   avgPathLength:  2
       dropCount:  136
       totalSent:  59301
        dropRate:  0.00229338

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29718
  rt_request_cnt:  59419
    receivedPkts:  29579
 receivedUniquePkts:  29552
   avgTput[kbps]:  404.895
    avgDelay[ms]:  15.8017
 max ACKed Seqno:  28740
       ACKs sent:  29581
   ACKs received:  29581
   avgPathLength:  2
       dropCount:  136
       totalSent:  59301
        dropRate:  0.00229338

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29701
  rt_request_cnt:  59394
    receivedPkts:  29575
 receivedUniquePkts:  29542
   avgTput[kbps]:  404.755
    avgDelay[ms]:  15.7337
 max ACKed Seqno:  28693
       ACKs sent:  29577
   ACKs received:  29577
   avgPathLength:  2
       dropCount:  124
       totalSent:  59280
        dropRate:  0.00209177

--- Hop Node Number:1 ---

       startTime:  1
        stopTime:  299
        sentPkts:  29701
  rt_request_cnt:  59394
