Sat Nov  5 18:41:41 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8256
  rt_request_cnt:  16520
    receivedPkts:  8256
 receivedUniquePkts:  8256
   avgTput[kbps]:  113.123
    avgDelay[ms]:  11.6502
 max ACKed Seqno:  4130
       ACKs sent:  8258
   ACKs received:  8258
   avgPathLength:  3
       dropCount:  0
       totalSent:  16516
        dropRate:  0

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11017
  rt_request_cnt:  22060
    receivedPkts:  11008
 receivedUniquePkts:  10992
   avgTput[kbps]:  150.604
    avgDelay[ms]:  14.1728
 max ACKed Seqno:  10058
       ACKs sent:  11010
   ACKs received:  10982
   avgPathLength:  3
       dropCount:  36
       totalSent:  22029
        dropRate:  0.00163421

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7040
  rt_request_cnt:  14089
    receivedPkts:  7034
 receivedUniquePkts:  7034
   avgTput[kbps]:  96.3817
    avgDelay[ms]:  14.0913
 max ACKed Seqno:  3684
       ACKs sent:  7036
   ACKs received:  7035
   avgPathLength:  3
       dropCount:  7
       totalSent:  14078
        dropRate:  0.00049723

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14404
  rt_request_cnt:  28781
    receivedPkts:  14372
 receivedUniquePkts:  14340
   avgTput[kbps]:  196.476
    avgDelay[ms]:  17.4734
 max ACKed Seqno:  13249
       ACKs sent:  14374
   ACKs received:  14251
   avgPathLength:  3
       dropCount:  154
       totalSent:  28780
        dropRate:  0.00535094

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14979
  rt_request_cnt:  29882
    receivedPkts:  14944
 receivedUniquePkts:  14830
   avgTput[kbps]:  203.185
    avgDelay[ms]:  19.0972
 max ACKed Seqno:  13846
       ACKs sent:  14946
   ACKs received:  14731
   avgPathLength:  3
       dropCount:  249
       totalSent:  29927
        dropRate:  0.00832025

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  15593
  rt_request_cnt:  31123
    receivedPkts:  15553
 receivedUniquePkts:  15470
   avgTput[kbps]:  211.954
    avgDelay[ms]:  19.3768
 max ACKed Seqno:  14436
       ACKs sent:  15555
   ACKs received:  15319
   avgPathLength:  3
       dropCount:  273
       totalSent:  31150
        dropRate:  0.00876404

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  15337
  rt_request_cnt:  30620
    receivedPkts:  15285
 receivedUniquePkts:  15169
   avgTput[kbps]:  207.831
    avgDelay[ms]:  19.3754
 max ACKed Seqno:  13909
       ACKs sent:  15287
   ACKs received:  15042
   avgPathLength:  3
       dropCount:  295
       totalSent:  30626
        dropRate:  0.00963234

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  15073
  rt_request_cnt:  30013
    receivedPkts:  15029
 receivedUniquePkts:  14920
   avgTput[kbps]:  204.421
    avgDelay[ms]:  20.3784
 max ACKed Seqno:  13805
       ACKs sent:  15031
   ACKs received:  14706
   avgPathLength:  3
       dropCount:  368
       totalSent:  30106
        dropRate:  0.0122235

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  15055
  rt_request_cnt:  29919
    receivedPkts:  14998
 receivedUniquePkts:  14867
   avgTput[kbps]:  203.696
    avgDelay[ms]:  20.9343
 max ACKed Seqno:  13568
       ACKs sent:  15000
   ACKs received:  14555
   avgPathLength:  3
       dropCount:  501
       totalSent:  30057
        dropRate:  0.0166683

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  15296
  rt_request_cnt:  30445
    receivedPkts:  15238
 receivedUniquePkts:  15099
   avgTput[kbps]:  206.871
    avgDelay[ms]:  21.1988
 max ACKed Seqno:  14325
       ACKs sent:  15240
   ACKs received:  14851
   avgPathLength:  3
       dropCount:  445
       totalSent:  30538
        dropRate:  0.014572

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  300
        sentPkts:  14943
  rt_request_cnt:  29703
    receivedPkts:  14881
 receivedUniquePkts:  14697
   avgTput[kbps]:  201.362
    avgDelay[ms]:  21.6339
 max ACKed Seqno:  13460
       ACKs sent:  14883
   ACKs received:  14451
   avgPathLength:  3
       dropCount:  492
       totalSent:  29828
        dropRate:  0.0164946

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14784
  rt_request_cnt:  29097
    receivedPkts:  14723
 receivedUniquePkts:  14368
   avgTput[kbps]:  196.856
    avgDelay[ms]:  22.156
 max ACKed Seqno:  13326
       ACKs sent:  14725
   ACKs received:  13946
   avgPathLength:  3
       dropCount:  839
       totalSent:  29511
        dropRate:  0.0284301

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14969
  rt_request_cnt:  29494
    receivedPkts:  14904
 receivedUniquePkts:  14637
   avgTput[kbps]:  200.546
    avgDelay[ms]:  23.0122
 max ACKed Seqno:  13933
       ACKs sent:  14906
   ACKs received:  14139
   avgPathLength:  3
       dropCount:  831
       totalSent:  29877
        dropRate:  0.027814

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14857
  rt_request_cnt:  29453
    receivedPkts:  14773
 receivedUniquePkts:  14518
   avgTput[kbps]:  198.926
    avgDelay[ms]:  24.6775
 max ACKed Seqno:  13145
       ACKs sent:  14775
   ACKs received:  14148
   avgPathLength:  3
       dropCount:  710
       totalSent:  29634
        dropRate:  0.023959

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  300
        sentPkts:  14887
  rt_request_cnt:  29362
    receivedPkts:  14785
 receivedUniquePkts:  14542
   avgTput[kbps]:  199.237
    avgDelay[ms]:  24.0115
 max ACKed Seqno:  13715
       ACKs sent:  14787
   ACKs received:  14009
   avgPathLength:  3
       dropCount:  878
       totalSent:  29676
        dropRate:  0.0295862

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14698
  rt_request_cnt:  28879
    receivedPkts:  14598
 receivedUniquePkts:  14321
   avgTput[kbps]:  196.223
    avgDelay[ms]:  25.9708
 max ACKed Seqno:  13320
       ACKs sent:  14600
   ACKs received:  13708
   avgPathLength:  3
       dropCount:  991
       totalSent:  29300
        dropRate:  0.0338225

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  300
        sentPkts:  14823
  rt_request_cnt:  28429
    receivedPkts:  14743
 receivedUniquePkts:  14093
   avgTput[kbps]:  193.085
    avgDelay[ms]:  25.3287
 max ACKed Seqno:  10796
       ACKs sent:  14745
   ACKs received:  13058
   avgPathLength:  3
       dropCount:  1702
       totalSent:  29570
        dropRate:  0.0575583

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14362
  rt_request_cnt:  26945
    receivedPkts:  14257
 receivedUniquePkts:  13343
   avgTput[kbps]:  182.817
    avgDelay[ms]:  27.6496
 max ACKed Seqno:  10012
       ACKs sent:  14259
   ACKs received:  11877
   avgPathLength:  3
       dropCount:  2485
       totalSent:  28623
        dropRate:  0.0868183

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14524
  rt_request_cnt:  26540
    receivedPkts:  14433
 receivedUniquePkts:  13255
   avgTput[kbps]:  181.609
    avgDelay[ms]:  26.798
 max ACKed Seqno:  6710
       ACKs sent:  14435
   ACKs received:  11331
   avgPathLength:  3
       dropCount:  3192
       totalSent:  28961
        dropRate:  0.110217

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14349
  rt_request_cnt:  26839
    receivedPkts:  14265
 receivedUniquePkts:  13450
   avgTput[kbps]:  184.282
    avgDelay[ms]:  25.8964
 max ACKed Seqno:  10558
       ACKs sent:  14267
   ACKs received:  11813
   avgPathLength:  3
       dropCount:  2536
       totalSent:  28618
        dropRate:  0.0886156

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14972
  rt_request_cnt:  27942
    receivedPkts:  14878
 receivedUniquePkts:  13964
   avgTput[kbps]:  191.319
    avgDelay[ms]:  26.0999
 max ACKed Seqno:  11333
       ACKs sent:  14880
   ACKs received:  12304
   avgPathLength:  3
       dropCount:  2669
       totalSent:  29854
        dropRate:  0.0894018

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14742
  rt_request_cnt:  27180
    receivedPkts:  14633
 receivedUniquePkts:  13543
   avgTput[kbps]:  185.561
    avgDelay[ms]:  28.5633
 max ACKed Seqno:  9792
       ACKs sent:  14635
   ACKs received:  11602
   avgPathLength:  3
       dropCount:  3093
       totalSent:  29379
        dropRate:  0.105279

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14477
  rt_request_cnt:  27383
    receivedPkts:  14377
 receivedUniquePkts:  13819
   avgTput[kbps]:  189.337
    avgDelay[ms]:  26.7329
 max ACKed Seqno:  12099
       ACKs sent:  14379
   ACKs received:  12297
   avgPathLength:  3
       dropCount:  2117
       totalSent:  28858
        dropRate:  0.0733592

--- Hop Node Number:2 ---

       startTime:  1
        stopTime:  299
        sentPkts:  14917
  rt_request_cnt:  27844
