Sat Nov  5 19:31:38 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6189
  rt_request_cnt:  12396
    receivedPkts:  6177
 receivedUniquePkts:  6166
   avgTput[kbps]:  84.509
    avgDelay[ms]:  56.7926
 max ACKed Seqno:  3341
       ACKs sent:  6179
   ACKs received:  6179
   avgPathLength:  6.9296
       dropCount:  10
       totalSent:  12370
        dropRate:  0.000808407

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3481
  rt_request_cnt:  6980
    receivedPkts:  3463
 receivedUniquePkts:  3461
   avgTput[kbps]:  47.4352
    avgDelay[ms]:  48.4962
 max ACKed Seqno:  1985
       ACKs sent:  3465
   ACKs received:  3465
   avgPathLength:  6.10938
       dropCount:  18
       totalSent:  6948
        dropRate:  0.00259067

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  300
        sentPkts:  5772
  rt_request_cnt:  11566
    receivedPkts:  5752
 receivedUniquePkts:  5748
   avgTput[kbps]:  78.7629
    avgDelay[ms]:  47.3511
 max ACKed Seqno:  5053
       ACKs sent:  5754
   ACKs received:  5751
   avgPathLength:  6.13003
       dropCount:  23
       totalSent:  11528
        dropRate:  0.00199514

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3181
  rt_request_cnt:  6384
    receivedPkts:  3098
 receivedUniquePkts:  3072
   avgTput[kbps]:  42.0982
    avgDelay[ms]:  76.3521
 max ACKed Seqno:  2454
       ACKs sent:  3100
   ACKs received:  3057
   avgPathLength:  7.29024
       dropCount:  125
       totalSent:  6283
        dropRate:  0.019895

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6416
  rt_request_cnt:  12898
    receivedPkts:  6336
 receivedUniquePkts:  6304
   avgTput[kbps]:  86.39
    avgDelay[ms]:  67.7936
 max ACKed Seqno:  4239
       ACKs sent:  6339
   ACKs received:  6332
   avgPathLength:  6.59948
       dropCount:  85
       totalSent:  12758
        dropRate:  0.00666249

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6904
  rt_request_cnt:  13831
    receivedPkts:  6885
 receivedUniquePkts:  6880
   avgTput[kbps]:  94.2843
    avgDelay[ms]:  54.9969
 max ACKed Seqno:  6153
       ACKs sent:  6888
   ACKs received:  6888
   avgPathLength:  6.18002
       dropCount:  18
       totalSent:  13795
        dropRate:  0.00130482

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6997
  rt_request_cnt:  14037
    receivedPkts:  6932
 receivedUniquePkts:  6917
   avgTput[kbps]:  94.7895
    avgDelay[ms]:  63.7057
 max ACKed Seqno:  5750
       ACKs sent:  6935
   ACKs received:  6925
   avgPathLength:  6.33983
       dropCount:  75
       totalSent:  13935
        dropRate:  0.00538213

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6645
  rt_request_cnt:  13365
    receivedPkts:  6549
 receivedUniquePkts:  6489
   avgTput[kbps]:  88.9192
    avgDelay[ms]:  72.453
 max ACKed Seqno:  3638
       ACKs sent:  6552
   ACKs received:  6532
   avgPathLength:  6.65943
       dropCount:  113
       totalSent:  13200
        dropRate:  0.00856061

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6636
  rt_request_cnt:  13320
    receivedPkts:  6565
 receivedUniquePkts:  6552
   avgTput[kbps]:  89.7823
    avgDelay[ms]:  65.96
 max ACKed Seqno:  5261
       ACKs sent:  6568
   ACKs received:  6560
   avgPathLength:  6.48477
       dropCount:  77
       totalSent:  13207
        dropRate:  0.00583024

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6431
  rt_request_cnt:  12923
    receivedPkts:  6360
 receivedUniquePkts:  6314
   avgTput[kbps]:  86.5301
    avgDelay[ms]:  65.1708
 max ACKed Seqno:  4123
       ACKs sent:  6363
   ACKs received:  6349
   avgPathLength:  6.59503
       dropCount:  83
       totalSent:  12797
        dropRate:  0.0064859

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6952
  rt_request_cnt:  13974
    receivedPkts:  6822
 receivedUniquePkts:  6789
   avgTput[kbps]:  93.0334
    avgDelay[ms]:  77.3056
 max ACKed Seqno:  4976
       ACKs sent:  6825
   ACKs received:  6805
   avgPathLength:  6.61277
       dropCount:  147
       totalSent:  13780
        dropRate:  0.0106676

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6867
  rt_request_cnt:  13832
    receivedPkts:  6662
 receivedUniquePkts:  6580
   avgTput[kbps]:  90.1747
    avgDelay[ms]:  88.2487
 max ACKed Seqno:  3844
       ACKs sent:  6665
   ACKs received:  6634
   avgPathLength:  6.67404
       dropCount:  235
       totalSent:  13535
        dropRate:  0.0173624

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6810
  rt_request_cnt:  13763
    receivedPkts:  6572
 receivedUniquePkts:  6486
   avgTput[kbps]:  88.8818
    avgDelay[ms]:  98.1299
 max ACKed Seqno:  3820
       ACKs sent:  6575
   ACKs received:  6547
   avgPathLength:  6.87471
       dropCount:  262
       totalSent:  13388
        dropRate:  0.0195698

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7091
  rt_request_cnt:  14318
    receivedPkts:  6861
 receivedUniquePkts:  6809
   avgTput[kbps]:  93.305
    avgDelay[ms]:  96.9108
 max ACKed Seqno:  5376
       ACKs sent:  6864
   ACKs received:  6827
   avgPathLength:  6.81309
       dropCount:  263
       totalSent:  13958
        dropRate:  0.0188422

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6787
  rt_request_cnt:  13725
    receivedPkts:  6511
 receivedUniquePkts:  6417
   avgTput[kbps]:  87.9347
    avgDelay[ms]:  105.359
 max ACKed Seqno:  3693
       ACKs sent:  6514
   ACKs received:  6483
   avgPathLength:  7.04947
       dropCount:  304
       totalSent:  13304
        dropRate:  0.0228503

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6595
  rt_request_cnt:  13313
    receivedPkts:  6315
 receivedUniquePkts:  6254
   avgTput[kbps]:  85.7105
    avgDelay[ms]:  106.317
 max ACKed Seqno:  3288
       ACKs sent:  6318
   ACKs received:  6277
   avgPathLength:  7.0312
       dropCount:  313
       totalSent:  12916
        dropRate:  0.0242335

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7172
  rt_request_cnt:  14514
    receivedPkts:  6902
 receivedUniquePkts:  6789
   avgTput[kbps]:  93.0404
    avgDelay[ms]:  103.014
 max ACKed Seqno:  4918
       ACKs sent:  6905
   ACKs received:  6871
   avgPathLength:  6.7741
       dropCount:  302
       totalSent:  14080
        dropRate:  0.0214489

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6834
  rt_request_cnt:  13843
    receivedPkts:  6440
 receivedUniquePkts:  6382
   avgTput[kbps]:  87.461
    avgDelay[ms]:  113.043
 max ACKed Seqno:  3352
       ACKs sent:  6443
   ACKs received:  6414
   avgPathLength:  7.09683
       dropCount:  419
       totalSent:  13280
        dropRate:  0.0315512

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7185
  rt_request_cnt:  14423
    receivedPkts:  6945
 receivedUniquePkts:  6866
   avgTput[kbps]:  94.0865
    avgDelay[ms]:  98.2692
 max ACKed Seqno:  5207
       ACKs sent:  6948
   ACKs received:  6860
   avgPathLength:  6.63224
       dropCount:  324
       totalSent:  14136
        dropRate:  0.0229202

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7009
  rt_request_cnt:  14170
    receivedPkts:  6625
 receivedUniquePkts:  6537
   avgTput[kbps]:  89.5814
    avgDelay[ms]:  109.313
 max ACKed Seqno:  3290
       ACKs sent:  6628
   ACKs received:  6604
   avgPathLength:  6.87938
       dropCount:  405
       totalSent:  13640
        dropRate:  0.0296921

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  300
        sentPkts:  7143
  rt_request_cnt:  14417
    receivedPkts:  6886
 receivedUniquePkts:  6829
   avgTput[kbps]:  93.576
    avgDelay[ms]:  103.671
 max ACKed Seqno:  4409
       ACKs sent:  6889
   ACKs received:  6869
   avgPathLength:  6.76261
       dropCount:  272
       totalSent:  14035
        dropRate:  0.0193801

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6880
  rt_request_cnt:  13903
    receivedPkts:  6560
 receivedUniquePkts:  6494
   avgTput[kbps]:  88.9903
    avgDelay[ms]:  105.606
 max ACKed Seqno:  4891
       ACKs sent:  6563
   ACKs received:  6536
   avgPathLength:  6.83533
       dropCount:  343
       totalSent:  13446
        dropRate:  0.0255094

--- Hop Node Number:7 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6952
  rt_request_cnt:  14103
    receivedPkts:  6593
 receivedUniquePkts:  6499
   avgTput[kbps]:  89.0543
    avgDelay[ms]:  119.382
 max ACKed Seqno:  3509
       ACKs sent:  6596
   ACKs received:  6567
   avgPathLength:  7.08759
       dropCount:  383
