Sat Nov  5 21:32:53 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  2925
  rt_request_cnt:  5878
    receivedPkts:  2901
 receivedUniquePkts:  2900
   avgTput[kbps]:  39.751
    avgDelay[ms]:  99.7833
 max ACKed Seqno:  1556
       ACKs sent:  2903
   ACKs received:  2902
   avgPathLength:  13.2055
       dropCount:  24
       totalSent:  5830
        dropRate:  0.00411664

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3895
  rt_request_cnt:  7831
    receivedPkts:  3832
 receivedUniquePkts:  3799
   avgTput[kbps]:  52.0783
    avgDelay[ms]:  109.221
 max ACKed Seqno:  3111
       ACKs sent:  3834
   ACKs received:  3788
   avgPathLength:  12.9751
       dropCount:  109
       totalSent:  7731
        dropRate:  0.0140991

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5528
  rt_request_cnt:  11070
    receivedPkts:  5503
 receivedUniquePkts:  5496
   avgTput[kbps]:  75.3339
    avgDelay[ms]:  102.141
 max ACKed Seqno:  4386
       ACKs sent:  5505
   ACKs received:  5505
   avgPathLength:  12.6481
       dropCount:  22
       totalSent:  11035
        dropRate:  0.00199366

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5188
  rt_request_cnt:  10484
    receivedPkts:  5049
 receivedUniquePkts:  5019
   avgTput[kbps]:  68.8138
    avgDelay[ms]:  127.383
 max ACKed Seqno:  4473
       ACKs sent:  5051
   ACKs received:  5033
   avgPathLength:  13.068
       dropCount:  157
       totalSent:  10241
        dropRate:  0.0153305

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4731
  rt_request_cnt:  9570
    receivedPkts:  4589
 receivedUniquePkts:  4534
   avgTput[kbps]:  62.1708
    avgDelay[ms]:  137.933
 max ACKed Seqno:  3994
       ACKs sent:  4591
   ACKs received:  4562
   avgPathLength:  13.617
       dropCount:  172
       totalSent:  9324
        dropRate:  0.018447

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  300
        sentPkts:  5206
  rt_request_cnt:  10360
    receivedPkts:  4852
 receivedUniquePkts:  4801
   avgTput[kbps]:  65.8048
    avgDelay[ms]:  271.553
 max ACKed Seqno:  3442
       ACKs sent:  4854
   ACKs received:  4803
   avgPathLength:  12.916
       dropCount:  396
       totalSent:  10062
        dropRate:  0.039356

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5076
  rt_request_cnt:  10247
    receivedPkts:  4926
 receivedUniquePkts:  4902
   avgTput[kbps]:  67.1955
    avgDelay[ms]:  136.789
 max ACKed Seqno:  4160
       ACKs sent:  4928
   ACKs received:  4926
   avgPathLength:  13.0881
       dropCount:  151
       totalSent:  10006
        dropRate:  0.0150909

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4403
  rt_request_cnt:  8865
    receivedPkts:  4289
 receivedUniquePkts:  4268
   avgTput[kbps]:  58.5031
    avgDelay[ms]:  123.481
 max ACKed Seqno:  3805
       ACKs sent:  4291
   ACKs received:  4284
   avgPathLength:  13.0248
       dropCount:  116
       totalSent:  8696
        dropRate:  0.0133395

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5716
  rt_request_cnt:  11436
    receivedPkts:  5530
 receivedUniquePkts:  5506
   avgTput[kbps]:  75.4692
    avgDelay[ms]:  145.147
 max ACKed Seqno:  4699
       ACKs sent:  5532
   ACKs received:  5420
   avgPathLength:  13.281
       dropCount:  296
       totalSent:  11250
        dropRate:  0.0263111

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5115
  rt_request_cnt:  10297
    receivedPkts:  4926
 receivedUniquePkts:  4885
   avgTput[kbps]:  66.9602
    avgDelay[ms]:  144.821
 max ACKed Seqno:  4107
       ACKs sent:  4928
   ACKs received:  4857
   avgPathLength:  13.3034
       dropCount:  249
       totalSent:  10045
        dropRate:  0.0247885

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5207
  rt_request_cnt:  10558
    receivedPkts:  5026
 receivedUniquePkts:  4966
   avgTput[kbps]:  68.0735
    avgDelay[ms]:  152.877
 max ACKed Seqno:  3976
       ACKs sent:  5028
   ACKs received:  4987
   avgPathLength:  13.4456
       dropCount:  217
       totalSent:  10237
        dropRate:  0.0211976

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5290
  rt_request_cnt:  10664
    receivedPkts:  5109
 receivedUniquePkts:  5088
   avgTput[kbps]:  69.7552
    avgDelay[ms]:  138.972
 max ACKed Seqno:  4569
       ACKs sent:  5111
   ACKs received:  5109
   avgPathLength:  13.2802
       dropCount:  182
       totalSent:  10403
        dropRate:  0.017495

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5036
  rt_request_cnt:  10151
    receivedPkts:  4757
 receivedUniquePkts:  4730
   avgTput[kbps]:  64.8322
    avgDelay[ms]:  269.016
 max ACKed Seqno:  3030
       ACKs sent:  4759
   ACKs received:  4753
   avgPathLength:  13.3989
       dropCount:  281
       totalSent:  9797
        dropRate:  0.0286822

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5725
  rt_request_cnt:  11588
    receivedPkts:  5508
 receivedUniquePkts:  5483
   avgTput[kbps]:  75.1537
    avgDelay[ms]:  144.416
 max ACKed Seqno:  4538
       ACKs sent:  5510
   ACKs received:  5499
   avgPathLength:  13.0441
       dropCount:  223
       totalSent:  11237
        dropRate:  0.0198452

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5471
  rt_request_cnt:  11041
    receivedPkts:  5140
 receivedUniquePkts:  5065
   avgTput[kbps]:  69.4252
    avgDelay[ms]:  167.813
 max ACKed Seqno:  2632
       ACKs sent:  5142
   ACKs received:  5072
   avgPathLength:  13.8099
       dropCount:  396
       totalSent:  10615
        dropRate:  0.0373057

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5427
  rt_request_cnt:  10989
    receivedPkts:  5190
 receivedUniquePkts:  5154
   avgTput[kbps]:  70.6612
    avgDelay[ms]:  160.051
 max ACKed Seqno:  4013
       ACKs sent:  5192
   ACKs received:  5168
   avgPathLength:  13.5913
       dropCount:  259
       totalSent:  10621
        dropRate:  0.0243857

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5299
  rt_request_cnt:  10757
    receivedPkts:  5057
 receivedUniquePkts:  4977
   avgTput[kbps]:  68.2217
    avgDelay[ms]:  161.574
 max ACKed Seqno:  3867
       ACKs sent:  5059
   ACKs received:  5005
   avgPathLength:  13.4396
       dropCount:  290
       totalSent:  10360
        dropRate:  0.0279923

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4490
  rt_request_cnt:  9049
    receivedPkts:  4286
 receivedUniquePkts:  4240
   avgTput[kbps]:  58.1178
    avgDelay[ms]:  161.926
 max ACKed Seqno:  2767
       ACKs sent:  4288
   ACKs received:  4274
   avgPathLength:  13.5457
       dropCount:  209
       totalSent:  8780
        dropRate:  0.0238041

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4219
  rt_request_cnt:  8521
    receivedPkts:  4014
 receivedUniquePkts:  3974
   avgTput[kbps]:  54.475
    avgDelay[ms]:  156.405
 max ACKed Seqno:  2799
       ACKs sent:  4016
   ACKs received:  3999
   avgPathLength:  13.4258
       dropCount:  214
       totalSent:  8237
        dropRate:  0.0259803

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4939
  rt_request_cnt:  10051
    receivedPkts:  4655
 receivedUniquePkts:  4565
   avgTput[kbps]:  62.5779
    avgDelay[ms]:  168.932
 max ACKed Seqno:  3045
       ACKs sent:  4657
   ACKs received:  4623
   avgPathLength:  13.4696
       dropCount:  310
       totalSent:  9598
        dropRate:  0.0322984

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5421
  rt_request_cnt:  11024
    receivedPkts:  5092
 receivedUniquePkts:  4996
   avgTput[kbps]:  68.4827
    avgDelay[ms]:  173.171
 max ACKed Seqno:  3069
       ACKs sent:  5094
   ACKs received:  5079
   avgPathLength:  13.7092
       dropCount:  339
       totalSent:  10517
        dropRate:  0.0322335

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5431
  rt_request_cnt:  10992
    receivedPkts:  5125
 receivedUniquePkts:  5103
   avgTput[kbps]:  69.95
    avgDelay[ms]:  164.231
 max ACKed Seqno:  3993
       ACKs sent:  5127
   ACKs received:  5118
   avgPathLength:  13.3357
       dropCount:  313
       totalSent:  10560
        dropRate:  0.0296402

--- Hop Node Number:13 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5475
  rt_request_cnt:  11128
    receivedPkts:  5158
 receivedUniquePkts:  5126
   avgTput[kbps]:  70.269
    avgDelay[ms]:  168.634
 max ACKed Seqno:  3947
       ACKs sent:  5160
   ACKs received:  5142
   avgPathLength:  13.4923
       dropCount:  328
       totalSent:  10637
        dropRate:  0.0308358
