Sat Nov  5 21:28:20 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  9127
  max seqno sent:  9127
      Tcp retxed:  0
    receivedPkts:  9126
  receivedUnique:  9126
   avgTput[kbps]:  125.054
    avgDelay[ms]:  45.3429
 max ACKed Seqno:  9125
       ACKs sent:  9127
   ACKs received:  9126
     RTS(C) Sent:  99024

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10667
  max seqno sent:  10667
      Tcp retxed:  0
    receivedPkts:  10665
  receivedUnique:  10665
   avgTput[kbps]:  146.149
    avgDelay[ms]:  48.2821
 max ACKed Seqno:  10664
       ACKs sent:  10666
   ACKs received:  10665
     RTS(C) Sent:  118093

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  11109
  max seqno sent:  11100
      Tcp retxed:  9
    receivedPkts:  11097
  receivedUnique:  11096
   avgTput[kbps]:  152.053
    avgDelay[ms]:  56.1648
 max ACKed Seqno:  11093
       ACKs sent:  11098
   ACKs received:  11095
     RTS(C) Sent:  136761

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  7344
  max seqno sent:  7339
      Tcp retxed:  5
    receivedPkts:  7339
  receivedUnique:  7338
   avgTput[kbps]:  100.565
    avgDelay[ms]:  50.867
 max ACKed Seqno:  7338
       ACKs sent:  7340
   ACKs received:  7340
     RTS(C) Sent:  85627

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10881
  max seqno sent:  10846
      Tcp retxed:  35
    receivedPkts:  10851
  receivedUnique:  10843
   avgTput[kbps]:  148.58
    avgDelay[ms]:  61.0907
 max ACKed Seqno:  10841
       ACKs sent:  10852
   ACKs received:  10833
     RTS(C) Sent:  141787

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10842
  max seqno sent:  10812
      Tcp retxed:  30
    receivedPkts:  10812
  receivedUnique:  10810
   avgTput[kbps]:  148.128
    avgDelay[ms]:  65.1444
 max ACKed Seqno:  10807
       ACKs sent:  10813
   ACKs received:  10810
     RTS(C) Sent:  147045

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  11061
  max seqno sent:  11012
      Tcp retxed:  49
    receivedPkts:  11016
  receivedUnique:  11011
   avgTput[kbps]:  150.885
    avgDelay[ms]:  68.1866
 max ACKed Seqno:  11010
       ACKs sent:  11017
   ACKs received:  11016
     RTS(C) Sent:  155145

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  11017
  max seqno sent:  10989
      Tcp retxed:  28
    receivedPkts:  10987
  receivedUnique:  10986
   avgTput[kbps]:  150.543
    avgDelay[ms]:  67.7785
 max ACKed Seqno:  10983
       ACKs sent:  10988
   ACKs received:  10985
     RTS(C) Sent:  154390

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10999
  max seqno sent:  10964
      Tcp retxed:  35
    receivedPkts:  10963
  receivedUnique:  10961
   avgTput[kbps]:  150.204
    avgDelay[ms]:  70.6998
 max ACKed Seqno:  10959
       ACKs sent:  10964
   ACKs received:  10962
     RTS(C) Sent:  157914

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  11128
  max seqno sent:  11091
      Tcp retxed:  37
    receivedPkts:  11089
  receivedUnique:  11089
   avgTput[kbps]:  151.954
    avgDelay[ms]:  69.3912
 max ACKed Seqno:  11086
       ACKs sent:  11090
   ACKs received:  11087
     RTS(C) Sent:  158532

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10784
  max seqno sent:  10717
      Tcp retxed:  67
    receivedPkts:  10735
  receivedUnique:  10713
   avgTput[kbps]:  146.8
    avgDelay[ms]:  72.2624
 max ACKed Seqno:  10711
       ACKs sent:  10736
   ACKs received:  10651
     RTS(C) Sent:  156796

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10989
  max seqno sent:  10955
      Tcp retxed:  34
    receivedPkts:  10955
  receivedUnique:  10951
   avgTput[kbps]:  150.069
    avgDelay[ms]:  74.0253
 max ACKed Seqno:  10949
       ACKs sent:  10956
   ACKs received:  10954
     RTS(C) Sent:  162760

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  11046
  max seqno sent:  10989
      Tcp retxed:  57
    receivedPkts:  10991
  receivedUnique:  10987
   avgTput[kbps]:  150.555
    avgDelay[ms]:  72.5735
 max ACKed Seqno:  10985
       ACKs sent:  10992
   ACKs received:  10990
     RTS(C) Sent:  161648

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10927
  max seqno sent:  10865
      Tcp retxed:  62
    receivedPkts:  10864
  receivedUnique:  10862
   avgTput[kbps]:  148.845
    avgDelay[ms]:  76.2025
 max ACKed Seqno:  10859
       ACKs sent:  10865
   ACKs received:  10862
     RTS(C) Sent:  164735

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10916
  max seqno sent:  10826
      Tcp retxed:  90
    receivedPkts:  10826
  receivedUnique:  10824
   avgTput[kbps]:  148.326
    avgDelay[ms]:  78.3178
 max ACKed Seqno:  10822
       ACKs sent:  10827
   ACKs received:  10825
     RTS(C) Sent:  166790

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10926
  max seqno sent:  10856
      Tcp retxed:  70
    receivedPkts:  10855
  receivedUnique:  10852
   avgTput[kbps]:  148.716
    avgDelay[ms]:  78.0087
 max ACKed Seqno:  10851
       ACKs sent:  10856
   ACKs received:  10855
     RTS(C) Sent:  166370

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10755
  max seqno sent:  10667
      Tcp retxed:  88
    receivedPkts:  10672
  receivedUnique:  10664
   avgTput[kbps]:  146.13
    avgDelay[ms]:  78.2066
 max ACKed Seqno:  10661
       ACKs sent:  10673
   ACKs received:  10670
     RTS(C) Sent:  163782

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10696
  max seqno sent:  10624
      Tcp retxed:  72
    receivedPkts:  10630
  receivedUnique:  10620
   avgTput[kbps]:  145.531
    avgDelay[ms]:  80.0465
 max ACKed Seqno:  10616
       ACKs sent:  10631
   ACKs received:  10627
     RTS(C) Sent:  165360

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10845
  max seqno sent:  10765
      Tcp retxed:  80
    receivedPkts:  10767
  receivedUnique:  10761
   avgTput[kbps]:  147.462
    avgDelay[ms]:  83.427
 max ACKed Seqno:  10759
       ACKs sent:  10768
   ACKs received:  10766
     RTS(C) Sent:  171943

          flowID:  0
         srcNode:  0
        destNode:  10
       startTime:  1
        stopTime:  299
        sentPkts:  10785
  max seqno sent:  10683
      Tcp retxed:  102
    receivedPkts:  10686
  receivedUnique:  10680
   avgTput[kbps]:  146.35
