Sat Nov  5 18:49:45 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7342
  rt_request_cnt:  14695
    receivedPkts:  7342
 receivedUniquePkts:  7342
   avgTput[kbps]:  100.594
    avgDelay[ms]:  30.9914
 max ACKed Seqno:  3900
       ACKs sent:  7344
   ACKs received:  7343
   avgPathLength:  4.46851
       dropCount:  0
       totalSent:  14688
        dropRate:  0

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8696
  rt_request_cnt:  17407
    receivedPkts:  8694
 receivedUniquePkts:  8692
   avgTput[kbps]:  119.106
    avgDelay[ms]:  31.6789
 max ACKed Seqno:  4621
       ACKs sent:  8696
   ACKs received:  8693
   avgPathLength:  3.72322
       dropCount:  3
       totalSent:  17394
        dropRate:  0.000172473

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  300
        sentPkts:  8581
  rt_request_cnt:  17177
    receivedPkts:  8578
 receivedUniquePkts:  8576
   avgTput[kbps]:  117.498
    avgDelay[ms]:  29.3511
 max ACKed Seqno:  6446
       ACKs sent:  8580
   ACKs received:  8574
   avgPathLength:  3.42462
       dropCount:  8
       totalSent:  17163
        dropRate:  0.000466119

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9132
  rt_request_cnt:  18284
    receivedPkts:  9122
 receivedUniquePkts:  9120
   avgTput[kbps]:  124.958
    avgDelay[ms]:  29.3473
 max ACKed Seqno:  4603
       ACKs sent:  9124
   ACKs received:  9106
   avgPathLength:  3.52386
       dropCount:  26
       totalSent:  18258
        dropRate:  0.00142403

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7982
  rt_request_cnt:  15991
    receivedPkts:  7973
 receivedUniquePkts:  7959
   avgTput[kbps]:  109.049
    avgDelay[ms]:  36.1855
 max ACKed Seqno:  4701
       ACKs sent:  7975
   ACKs received:  7955
   avgPathLength:  3.85913
       dropCount:  29
       totalSent:  15959
        dropRate:  0.00181716

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10711
  rt_request_cnt:  21440
    receivedPkts:  10696
 receivedUniquePkts:  10640
   avgTput[kbps]:  145.786
    avgDelay[ms]:  32.5591
 max ACKed Seqno:  5556
       ACKs sent:  10698
   ACKs received:  10632
   avgPathLength:  3.30567
       dropCount:  80
       totalSent:  21411
        dropRate:  0.0037364

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10865
  rt_request_cnt:  21700
    receivedPkts:  10825
 receivedUniquePkts:  10743
   avgTput[kbps]:  147.192
    avgDelay[ms]:  40.1769
 max ACKed Seqno:  5786
       ACKs sent:  10827
   ACKs received:  10654
   avgPathLength:  3.35464
       dropCount:  212
       totalSent:  21694
        dropRate:  0.00977229

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10806
  rt_request_cnt:  21682
    receivedPkts:  10785
 receivedUniquePkts:  10732
   avgTput[kbps]:  147.056
    avgDelay[ms]:  37.8797
 max ACKed Seqno:  5488
       ACKs sent:  10787
   ACKs received:  10689
   avgPathLength:  3.22807
       dropCount:  118
       totalSent:  21595
        dropRate:  0.00546423

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10079
  rt_request_cnt:  20219
    receivedPkts:  10031
 receivedUniquePkts:  9957
   avgTput[kbps]:  136.427
    avgDelay[ms]:  47.4512
 max ACKed Seqno:  5324
       ACKs sent:  10033
   ACKs received:  9942
   avgPathLength:  3.59805
       dropCount:  136
       totalSent:  20114
        dropRate:  0.00676146

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9298
  rt_request_cnt:  18627
    receivedPkts:  9270
 receivedUniquePkts:  9234
   avgTput[kbps]:  126.518
    avgDelay[ms]:  45.6927
 max ACKed Seqno:  6668
       ACKs sent:  9272
   ACKs received:  9239
   avgPathLength:  3.86154
       dropCount:  60
       totalSent:  18572
        dropRate:  0.00323067

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10104
  rt_request_cnt:  20274
    receivedPkts:  10022
 receivedUniquePkts:  9918
   avgTput[kbps]:  135.897
    avgDelay[ms]:  50.801
 max ACKed Seqno:  5430
       ACKs sent:  10024
   ACKs received:  9911
   avgPathLength:  3.58089
       dropCount:  191
       totalSent:  20130
        dropRate:  0.00948833

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11198
  rt_request_cnt:  22430
    receivedPkts:  11185
 receivedUniquePkts:  11151
   avgTput[kbps]:  152.784
    avgDelay[ms]:  44.1777
 max ACKed Seqno:  10098
       ACKs sent:  11187
   ACKs received:  11163
   avgPathLength:  3.26461
       dropCount:  34
       totalSent:  22387
        dropRate:  0.00151874

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10939
  rt_request_cnt:  21942
    receivedPkts:  10845
 receivedUniquePkts:  10745
   avgTput[kbps]:  147.226
    avgDelay[ms]:  51.3818
 max ACKed Seqno:  6263
       ACKs sent:  10847
   ACKs received:  10739
   avgPathLength:  3.36755
       dropCount:  199
       totalSent:  21788
        dropRate:  0.00913347

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10663
  rt_request_cnt:  21372
    receivedPkts:  10593
 receivedUniquePkts:  10509
   avgTput[kbps]:  143.99
    avgDelay[ms]:  50.4409
 max ACKed Seqno:  7658
       ACKs sent:  10595
   ACKs received:  10547
   avgPathLength:  3.4414
       dropCount:  116
       totalSent:  21260
        dropRate:  0.00545626

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10523
  rt_request_cnt:  21116
    receivedPkts:  10413
 receivedUniquePkts:  10274
   avgTput[kbps]:  140.764
    avgDelay[ms]:  54.5887
 max ACKed Seqno:  5621
       ACKs sent:  10415
   ACKs received:  10313
   avgPathLength:  3.51264
       dropCount:  211
       totalSent:  20940
        dropRate:  0.0100764

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10846
  rt_request_cnt:  21758
    receivedPkts:  10808
 receivedUniquePkts:  10703
   avgTput[kbps]:  146.642
    avgDelay[ms]:  51.8566
 max ACKed Seqno:  8168
       ACKs sent:  10810
   ACKs received:  10722
   avgPathLength:  3.38269
       dropCount:  123
       totalSent:  21658
        dropRate:  0.00567919

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10693
  rt_request_cnt:  21472
    receivedPkts:  10604
 receivedUniquePkts:  10455
   avgTput[kbps]:  143.245
    avgDelay[ms]:  56.0081
 max ACKed Seqno:  6728
       ACKs sent:  10606
   ACKs received:  10486
   avgPathLength:  3.48189
       dropCount:  207
       totalSent:  21301
        dropRate:  0.00971785

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11238
  rt_request_cnt:  22511
    receivedPkts:  11217
 receivedUniquePkts:  11170
   avgTput[kbps]:  153.046
    avgDelay[ms]:  48.1582
 max ACKed Seqno:  10106
       ACKs sent:  11219
   ACKs received:  11191
   avgPathLength:  3.2481
       dropCount:  45
       totalSent:  22459
        dropRate:  0.00200365

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  300
        sentPkts:  11328
  rt_request_cnt:  22696
    receivedPkts:  11289
 receivedUniquePkts:  11240
   avgTput[kbps]:  153.997
    avgDelay[ms]:  42.9689
 max ACKed Seqno:  10310
       ACKs sent:  11291
   ACKs received:  11258
   avgPathLength:  3.21828
       dropCount:  68
       totalSent:  22621
        dropRate:  0.00300606

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10810
  rt_request_cnt:  21705
    receivedPkts:  10705
 receivedUniquePkts:  10520
   avgTput[kbps]:  144.141
    avgDelay[ms]:  54.4096
 max ACKed Seqno:  6391
       ACKs sent:  10707
   ACKs received:  10541
   avgPathLength:  3.4279
       dropCount:  269
       totalSent:  21519
        dropRate:  0.0125006

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11271
  rt_request_cnt:  22582
    receivedPkts:  11240
 receivedUniquePkts:  11192
   avgTput[kbps]:  153.351
    avgDelay[ms]:  46.2171
 max ACKed Seqno:  9992
       ACKs sent:  11242
   ACKs received:  11208
   avgPathLength:  3.24739
       dropCount:  61
       totalSent:  22515
        dropRate:  0.0027093

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10820
  rt_request_cnt:  21648
    receivedPkts:  10718
 receivedUniquePkts:  10513
   avgTput[kbps]:  144.038
    avgDelay[ms]:  54.8752
 max ACKed Seqno:  5276
       ACKs sent:  10720
   ACKs received:  10511
   avgPathLength:  3.43163
       dropCount:  306
       totalSent:  21542
        dropRate:  0.0142048

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  300
        sentPkts:  10914
  rt_request_cnt:  21827
    receivedPkts:  10843
 receivedUniquePkts:  10670
   avgTput[kbps]:  146.188
    avgDelay[ms]:  53.1691
 max ACKed Seqno:  6312
       ACKs sent:  10845
   ACKs received:  10653
   avgPathLength:  3.38636
       dropCount:  259
       totalSent:  21761
