Sat Nov  5 22:43:47 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8524
  rt_request_cnt:  17002
    receivedPkts:  8474
 receivedUniquePkts:  8425
   avgTput[kbps]:  115.482
    avgDelay[ms]:  90.4075
 max ACKed Seqno:  6785
       ACKs sent:  8477
   ACKs received:  8381
   avgPathLength:  18
       dropCount:  144
       totalSent:  17005
        dropRate:  0.0084681

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9641
  rt_request_cnt:  19173
    receivedPkts:  9471
 receivedUniquePkts:  9393
   avgTput[kbps]:  128.756
    avgDelay[ms]:  100.214
 max ACKed Seqno:  8805
       ACKs sent:  9474
   ACKs received:  9289
   avgPathLength:  18
       dropCount:  348
       totalSent:  19118
        dropRate:  0.0182027

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  300
        sentPkts:  8793
  rt_request_cnt:  17609
    receivedPkts:  8634
 receivedUniquePkts:  8549
   avgTput[kbps]:  117.176
    avgDelay[ms]:  115.362
 max ACKed Seqno:  5728
       ACKs sent:  8637
   ACKs received:  8573
   avgPathLength:  18
       dropCount:  218
       totalSent:  17435
        dropRate:  0.0125036

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9109
  rt_request_cnt:  18229
    receivedPkts:  8917
 receivedUniquePkts:  8874
   avgTput[kbps]:  121.633
    avgDelay[ms]:  122.694
 max ACKed Seqno:  7861
       ACKs sent:  8919
   ACKs received:  8908
   avgPathLength:  18
       dropCount:  195
       totalSent:  18031
        dropRate:  0.0108147

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7104
  rt_request_cnt:  14153
    receivedPkts:  6825
 receivedUniquePkts:  6770
   avgTput[kbps]:  92.7992
    avgDelay[ms]:  188.005
 max ACKed Seqno:  5766
       ACKs sent:  6828
   ACKs received:  6810
   avgPathLength:  18
       dropCount:  290
       totalSent:  13935
        dropRate:  0.0208109

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7781
  rt_request_cnt:  15503
    receivedPkts:  7467
 receivedUniquePkts:  7434
   avgTput[kbps]:  101.897
    avgDelay[ms]:  125.717
 max ACKed Seqno:  6397
       ACKs sent:  7470
   ACKs received:  7455
   avgPathLength:  18
       dropCount:  321
       totalSent:  15254
        dropRate:  0.0210437

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8940
  rt_request_cnt:  17824
    receivedPkts:  8548
 receivedUniquePkts:  8457
   avgTput[kbps]:  115.924
    avgDelay[ms]:  130.565
 max ACKed Seqno:  6533
       ACKs sent:  8550
   ACKs received:  8498
   avgPathLength:  18
       dropCount:  440
       totalSent:  17494
        dropRate:  0.0251515

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8353
  rt_request_cnt:  16653
    receivedPkts:  8087
 receivedUniquePkts:  8068
   avgTput[kbps]:  110.59
    avgDelay[ms]:  126.198
 max ACKed Seqno:  7662
       ACKs sent:  8089
   ACKs received:  8079
   avgPathLength:  18
       dropCount:  264
       totalSent:  16445
        dropRate:  0.0160535

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8645
  rt_request_cnt:  17294
    receivedPkts:  8362
 receivedUniquePkts:  8262
   avgTput[kbps]:  113.245
    avgDelay[ms]:  136.545
 max ACKed Seqno:  7698
       ACKs sent:  8365
   ACKs received:  8343
   avgPathLength:  18
       dropCount:  301
       totalSent:  17014
        dropRate:  0.0176913

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7395
  rt_request_cnt:  14666
    receivedPkts:  6937
 receivedUniquePkts:  6886
   avgTput[kbps]:  94.4106
    avgDelay[ms]:  125.547
 max ACKed Seqno:  4109
       ACKs sent:  6940
   ACKs received:  6933
   avgPathLength:  18
       dropCount:  464
       totalSent:  14339
        dropRate:  0.0323593

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6983
  rt_request_cnt:  13868
    receivedPkts:  6504
 receivedUniquePkts:  6451
   avgTput[kbps]:  88.4255
    avgDelay[ms]:  128.427
 max ACKed Seqno:  3269
       ACKs sent:  6506
   ACKs received:  6490
   avgPathLength:  18
       dropCount:  484
       totalSent:  13493
        dropRate:  0.0358705

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8148
  rt_request_cnt:  16247
    receivedPkts:  7789
 receivedUniquePkts:  7765
   avgTput[kbps]:  106.433
    avgDelay[ms]:  139.186
 max ACKed Seqno:  6941
       ACKs sent:  7792
   ACKs received:  7784
   avgPathLength:  18
       dropCount:  353
       totalSent:  15943
        dropRate:  0.0221414

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7105
  rt_request_cnt:  14115
    receivedPkts:  6705
 receivedUniquePkts:  6641
   avgTput[kbps]:  91.0255
    avgDelay[ms]:  126.72
 max ACKed Seqno:  5051
       ACKs sent:  6707
   ACKs received:  6680
   avgPathLength:  18
       dropCount:  420
       totalSent:  13816
        dropRate:  0.0303995

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6924
  rt_request_cnt:  13673
    receivedPkts:  6414
 receivedUniquePkts:  6320
   avgTput[kbps]:  86.629
    avgDelay[ms]:  130.682
 max ACKed Seqno:  3838
       ACKs sent:  6417
   ACKs received:  6342
   avgPathLength:  18
       dropCount:  570
       totalSent:  13344
        dropRate:  0.0427158

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7698
  rt_request_cnt:  15344
    receivedPkts:  7257
 receivedUniquePkts:  7196
   avgTput[kbps]:  98.6767
    avgDelay[ms]:  141.772
 max ACKed Seqno:  5684
       ACKs sent:  7260
   ACKs received:  7244
   avgPathLength:  18
       dropCount:  456
       totalSent:  14961
        dropRate:  0.0304792

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6302
  rt_request_cnt:  12515
    receivedPkts:  5983
 receivedUniquePkts:  5916
   avgTput[kbps]:  81.0895
    avgDelay[ms]:  142.92
 max ACKed Seqno:  5134
       ACKs sent:  5985
   ACKs received:  5887
   avgPathLength:  18
       dropCount:  408
       totalSent:  12290
        dropRate:  0.0331977

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7985
  rt_request_cnt:  15932
    receivedPkts:  7599
 receivedUniquePkts:  7497
   avgTput[kbps]:  102.768
    avgDelay[ms]:  182.504
 max ACKed Seqno:  5883
       ACKs sent:  7602
   ACKs received:  7581
   avgPathLength:  18
       dropCount:  409
       totalSent:  15592
        dropRate:  0.0262314

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8812
  rt_request_cnt:  17599
    receivedPkts:  8534
 receivedUniquePkts:  8525
   avgTput[kbps]:  116.855
    avgDelay[ms]:  134.433
 max ACKed Seqno:  8210
       ACKs sent:  8537
   ACKs received:  8530
   avgPathLength:  18
       dropCount:  277
       totalSent:  17357
        dropRate:  0.015959

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8079
  rt_request_cnt:  16064
    receivedPkts:  7637
 receivedUniquePkts:  7566
   avgTput[kbps]:  103.705
    avgDelay[ms]:  129.793
 max ACKed Seqno:  6111
       ACKs sent:  7639
   ACKs received:  7619
   avgPathLength:  18
       dropCount:  463
       totalSent:  15724
        dropRate:  0.0294454

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7381
  rt_request_cnt:  14667
    receivedPkts:  6970
 receivedUniquePkts:  6925
   avgTput[kbps]:  94.9193
    avgDelay[ms]:  132.452
 max ACKed Seqno:  5336
       ACKs sent:  6973
   ACKs received:  6949
   avgPathLength:  18
       dropCount:  429
       totalSent:  14359
        dropRate:  0.0298767

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6637
  rt_request_cnt:  13174
    receivedPkts:  6242
 receivedUniquePkts:  6228
   avgTput[kbps]:  85.3712
    avgDelay[ms]:  144.837
 max ACKed Seqno:  5805
       ACKs sent:  6245
   ACKs received:  6242
   avgPathLength:  18
       dropCount:  393
       totalSent:  12885
        dropRate:  0.0305006

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6003
  rt_request_cnt:  11885
    receivedPkts:  5604
 receivedUniquePkts:  5583
   avgTput[kbps]:  76.5608
    avgDelay[ms]:  144.09
 max ACKed Seqno:  4979
       ACKs sent:  5607
   ACKs received:  5563
   avgPathLength:  18
       dropCount:  439
       totalSent:  11613
        dropRate:  0.0378025

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6075
  rt_request_cnt:  12059
    receivedPkts:  5675
 receivedUniquePkts:  5638
   avgTput[kbps]:  77.2986
    avgDelay[ms]:  144.409
 max ACKed Seqno:  4796
       ACKs sent:  5678
   ACKs received:  5643
   avgPathLength:  18
       dropCount:  435
       totalSent:  11756
        dropRate:  0.0370024

--- Hop Node Number:9 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6579
  rt_request_cnt:  13090
    receivedPkts:  6184
