Sat Nov  5 23:48:48 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8459
  rt_request_cnt:  16895
    receivedPkts:  8362
 receivedUniquePkts:  8315
   avgTput[kbps]:  113.992
    avgDelay[ms]:  107.292
 max ACKed Seqno:  6172
       ACKs sent:  8365
   ACKs received:  8310
   avgPathLength:  22
       dropCount:  148
       totalSent:  16827
        dropRate:  0.00879539

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8461
  rt_request_cnt:  16863
    receivedPkts:  8136
 receivedUniquePkts:  8076
   avgTput[kbps]:  110.722
    avgDelay[ms]:  130.472
 max ACKed Seqno:  6738
       ACKs sent:  8138
   ACKs received:  8123
   avgPathLength:  22
       dropCount:  333
       totalSent:  16602
        dropRate:  0.0200578

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8249
  rt_request_cnt:  16458
    receivedPkts:  7979
 receivedUniquePkts:  7944
   avgTput[kbps]:  108.909
    avgDelay[ms]:  143.482
 max ACKed Seqno:  7240
       ACKs sent:  7982
   ACKs received:  7971
   avgPathLength:  22
       dropCount:  273
       totalSent:  16235
        dropRate:  0.0168155

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7958
  rt_request_cnt:  15670
    receivedPkts:  7457
 receivedUniquePkts:  7320
   avgTput[kbps]:  100.355
    avgDelay[ms]:  135.745
 max ACKed Seqno:  4140
       ACKs sent:  7460
   ACKs received:  7359
   avgPathLength:  22
       dropCount:  598
       totalSent:  15422
        dropRate:  0.0387758

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6627
  rt_request_cnt:  13137
    receivedPkts:  6314
 receivedUniquePkts:  6186
   avgTput[kbps]:  84.8065
    avgDelay[ms]:  141.97
 max ACKed Seqno:  4497
       ACKs sent:  6317
   ACKs received:  6217
   avgPathLength:  22
       dropCount:  406
       totalSent:  12948
        dropRate:  0.0313562

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7763
  rt_request_cnt:  15457
    receivedPkts:  7489
 receivedUniquePkts:  7473
   avgTput[kbps]:  102.449
    avgDelay[ms]:  150.25
 max ACKed Seqno:  6980
       ACKs sent:  7491
   ACKs received:  7469
   avgPathLength:  22
       dropCount:  284
       totalSent:  15256
        dropRate:  0.0186156

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8018
  rt_request_cnt:  15970
    receivedPkts:  7777
 receivedUniquePkts:  7754
   avgTput[kbps]:  106.397
    avgDelay[ms]:  152.346
 max ACKed Seqno:  7385
       ACKs sent:  7779
   ACKs received:  7779
   avgPathLength:  22
       dropCount:  241
       totalSent:  15799
        dropRate:  0.0152541

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7171
  rt_request_cnt:  14224
    receivedPkts:  6842
 receivedUniquePkts:  6831
   avgTput[kbps]:  93.652
    avgDelay[ms]:  154.252
 max ACKed Seqno:  6465
       ACKs sent:  6844
   ACKs received:  6836
   avgPathLength:  22
       dropCount:  322
       totalSent:  14017
        dropRate:  0.0229721

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6616
  rt_request_cnt:  13099
    receivedPkts:  6279
 receivedUniquePkts:  6268
   avgTput[kbps]:  86.165
    avgDelay[ms]:  160.172
 max ACKed Seqno:  5981
       ACKs sent:  6281
   ACKs received:  6275
   avgPathLength:  22
       dropCount:  342
       totalSent:  12899
        dropRate:  0.0265137

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5993
  rt_request_cnt:  11852
    receivedPkts:  5611
 receivedUniquePkts:  5595
   avgTput[kbps]:  76.6985
    avgDelay[ms]:  154.121
 max ACKed Seqno:  4779
       ACKs sent:  5613
   ACKs received:  5587
   avgPathLength:  22
       dropCount:  399
       totalSent:  11608
        dropRate:  0.0343728

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5239
  rt_request_cnt:  10252
    receivedPkts:  4768
 receivedUniquePkts:  4737
   avgTput[kbps]:  64.9963
    avgDelay[ms]:  240.471
 max ACKed Seqno:  2698
       ACKs sent:  4770
   ACKs received:  4754
   avgPathLength:  22
       dropCount:  486
       totalSent:  10011
        dropRate:  0.0485466

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6596
  rt_request_cnt:  12997
    receivedPkts:  6154
 receivedUniquePkts:  6135
   avgTput[kbps]:  84.125
    avgDelay[ms]:  159.66
 max ACKed Seqno:  5660
       ACKs sent:  6156
   ACKs received:  6145
   avgPathLength:  22
       dropCount:  452
       totalSent:  12754
        dropRate:  0.0354399

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5437
  rt_request_cnt:  10740
    receivedPkts:  5059
 receivedUniquePkts:  5003
   avgTput[kbps]:  68.7074
    avgDelay[ms]:  214.728
 max ACKed Seqno:  4520
       ACKs sent:  5061
   ACKs received:  5061
   avgPathLength:  22
       dropCount:  377
       totalSent:  10500
        dropRate:  0.0359048

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4947
  rt_request_cnt:  9794
    receivedPkts:  4564
 receivedUniquePkts:  4495
   avgTput[kbps]:  61.6403
    avgDelay[ms]:  269.246
 max ACKed Seqno:  2782
       ACKs sent:  4567
   ACKs received:  4545
   avgPathLength:  22
       dropCount:  405
       totalSent:  9517
        dropRate:  0.0425554

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5630
  rt_request_cnt:  11011
    receivedPkts:  5116
 receivedUniquePkts:  5007
   avgTput[kbps]:  68.6384
    avgDelay[ms]:  148.07
 max ACKed Seqno:  2600
       ACKs sent:  5119
   ACKs received:  5064
   avgPathLength:  22
       dropCount:  563
       totalSent:  10752
        dropRate:  0.0523624

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6775
  rt_request_cnt:  13450
    receivedPkts:  6364
 receivedUniquePkts:  6323
   avgTput[kbps]:  86.6807
    avgDelay[ms]:  159.113
 max ACKed Seqno:  4603
       ACKs sent:  6367
   ACKs received:  6360
   avgPathLength:  22
       dropCount:  408
       totalSent:  13146
        dropRate:  0.0310361

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5782
  rt_request_cnt:  11416
    receivedPkts:  5350
 receivedUniquePkts:  5295
   avgTput[kbps]:  72.6752
    avgDelay[ms]:  150.487
 max ACKed Seqno:  2923
       ACKs sent:  5353
   ACKs received:  5343
   avgPathLength:  22
       dropCount:  442
       totalSent:  11139
        dropRate:  0.0396804

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5916
  rt_request_cnt:  11696
    receivedPkts:  5579
 receivedUniquePkts:  5566
   avgTput[kbps]:  76.3117
    avgDelay[ms]:  159.77
 max ACKed Seqno:  5196
       ACKs sent:  5582
   ACKs received:  5582
   avgPathLength:  22
       dropCount:  340
       totalSent:  11504
        dropRate:  0.0295549

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5402
  rt_request_cnt:  10671
    receivedPkts:  4956
 receivedUniquePkts:  4825
   avgTput[kbps]:  66.1579
    avgDelay[ms]:  152.725
 max ACKed Seqno:  3389
       ACKs sent:  4959
   ACKs received:  4905
   avgPathLength:  22
       dropCount:  500
       totalSent:  10364
        dropRate:  0.0482439

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4588
  rt_request_cnt:  8989
    receivedPkts:  4130
 receivedUniquePkts:  4072
   avgTput[kbps]:  55.8214
    avgDelay[ms]:  143.642
 max ACKed Seqno:  2034
       ACKs sent:  4133
   ACKs received:  4121
   avgPathLength:  22
       dropCount:  469
       totalSent:  8724
        dropRate:  0.0537597

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6172
  rt_request_cnt:  12109
    receivedPkts:  5566
 receivedUniquePkts:  5435
   avgTput[kbps]:  74.5204
    avgDelay[ms]:  158.989
 max ACKed Seqno:  3814
       ACKs sent:  5569
   ACKs received:  5549
   avgPathLength:  22
       dropCount:  626
       totalSent:  11744
        dropRate:  0.0533038

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5844
  rt_request_cnt:  11526
    receivedPkts:  5314
 receivedUniquePkts:  5254
   avgTput[kbps]:  72.0481
    avgDelay[ms]:  155.423
 max ACKed Seqno:  2881
       ACKs sent:  5317
   ACKs received:  5308
   avgPathLength:  22
       dropCount:  538
       totalSent:  11164
        dropRate:  0.0481906

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5800
  rt_request_cnt:  11363
    receivedPkts:  5204
 receivedUniquePkts:  5159
   avgTput[kbps]:  70.7376
    avgDelay[ms]:  153.252
 max ACKed Seqno:  2572
       ACKs sent:  5207
   ACKs received:  5203
   avgPathLength:  22
       dropCount:  600
       totalSent:  11010
        dropRate:  0.0544959

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5212
  rt_request_cnt:  10197
