Sat Nov  5 18:56:32 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  300
        sentPkts:  9139
  rt_request_cnt:  18286
    receivedPkts:  9139
 receivedUniquePkts:  9139
   avgTput[kbps]:  125.211
    avgDelay[ms]:  15.5983
 max ACKed Seqno:  4571
       ACKs sent:  9141
   ACKs received:  9140
   avgPathLength:  4
       dropCount:  0
       totalSent:  18282
        dropRate:  0

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10007
  rt_request_cnt:  20040
    receivedPkts:  9987
 receivedUniquePkts:  9986
   avgTput[kbps]:  136.825
    avgDelay[ms]:  22.3509
 max ACKed Seqno:  9175
       ACKs sent:  9989
   ACKs received:  9988
   avgPathLength:  4
       dropCount:  20
       totalSent:  19998
        dropRate:  0.0010001

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9247
  rt_request_cnt:  18502
    receivedPkts:  9241
 receivedUniquePkts:  9241
   avgTput[kbps]:  126.62
    avgDelay[ms]:  17.7141
 max ACKed Seqno:  8301
       ACKs sent:  9243
   ACKs received:  9243
   avgPathLength:  4
       dropCount:  5
       totalSent:  18492
        dropRate:  0.000270387

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6086
  rt_request_cnt:  12180
    receivedPkts:  6082
 receivedUniquePkts:  6082
   avgTput[kbps]:  83.3304
    avgDelay[ms]:  18.4876
 max ACKed Seqno:  3808
       ACKs sent:  6084
   ACKs received:  6084
   avgPathLength:  4
       dropCount:  3
       totalSent:  12172
        dropRate:  0.000246467

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10362
  rt_request_cnt:  20754
    receivedPkts:  10337
 receivedUniquePkts:  10337
   avgTput[kbps]:  141.627
    avgDelay[ms]:  24.5573
 max ACKed Seqno:  8990
       ACKs sent:  10339
   ACKs received:  10338
   avgPathLength:  4
       dropCount:  23
       totalSent:  20703
        dropRate:  0.00111095

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12155
  rt_request_cnt:  24290
    receivedPkts:  12120
 receivedUniquePkts:  12106
   avgTput[kbps]:  165.878
    avgDelay[ms]:  25.0888
 max ACKed Seqno:  11393
       ACKs sent:  12122
   ACKs received:  12050
   avgPathLength:  4
       dropCount:  106
       totalSent:  24279
        dropRate:  0.00436591

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12619
  rt_request_cnt:  25300
    receivedPkts:  12562
 receivedUniquePkts:  12556
   avgTput[kbps]:  172.034
    avgDelay[ms]:  28.7167
 max ACKed Seqno:  11912
       ACKs sent:  12564
   ACKs received:  12562
   avgPathLength:  4
       dropCount:  57
       totalSent:  25185
        dropRate:  0.00226325

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12378
  rt_request_cnt:  24814
    receivedPkts:  12339
 receivedUniquePkts:  12328
   avgTput[kbps]:  168.905
    avgDelay[ms]:  27.9302
 max ACKed Seqno:  11501
       ACKs sent:  12341
   ACKs received:  12339
   avgPathLength:  4
       dropCount:  39
       totalSent:  24721
        dropRate:  0.00157761

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12431
  rt_request_cnt:  24916
    receivedPkts:  12390
 receivedUniquePkts:  12381
   avgTput[kbps]:  169.643
    avgDelay[ms]:  27.2458
 max ACKed Seqno:  11571
       ACKs sent:  12392
   ACKs received:  12388
   avgPathLength:  4
       dropCount:  42
       totalSent:  24825
        dropRate:  0.00169184

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12594
  rt_request_cnt:  25236
    receivedPkts:  12558
 receivedUniquePkts:  12556
   avgTput[kbps]:  172.04
    avgDelay[ms]:  28.2914
 max ACKed Seqno:  11744
       ACKs sent:  12560
   ACKs received:  12559
   avgPathLength:  4
       dropCount:  34
       totalSent:  25156
        dropRate:  0.00135157

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12457
  rt_request_cnt:  24957
    receivedPkts:  12417
 receivedUniquePkts:  12416
   avgTput[kbps]:  170.117
    avgDelay[ms]:  27.1533
 max ACKed Seqno:  10584
       ACKs sent:  12419
   ACKs received:  12417
   avgPathLength:  4
       dropCount:  40
       totalSent:  24878
        dropRate:  0.00160785

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12647
  rt_request_cnt:  25272
    receivedPkts:  12598
 receivedUniquePkts:  12576
   avgTput[kbps]:  172.307
    avgDelay[ms]:  29.6513
 max ACKed Seqno:  11543
       ACKs sent:  12600
   ACKs received:  12522
   avgPathLength:  4
       dropCount:  126
       totalSent:  25249
        dropRate:  0.0049903

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12248
  rt_request_cnt:  24553
    receivedPkts:  12203
 receivedUniquePkts:  12197
   avgTput[kbps]:  167.121
    avgDelay[ms]:  30.2636
 max ACKed Seqno:  9749
       ACKs sent:  12205
   ACKs received:  12200
   avgPathLength:  4
       dropCount:  48
       totalSent:  24455
        dropRate:  0.00196279

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12708
  rt_request_cnt:  25423
    receivedPkts:  12639
 receivedUniquePkts:  12605
   avgTput[kbps]:  172.702
    avgDelay[ms]:  34.9407
 max ACKed Seqno:  11861
       ACKs sent:  12641
   ACKs received:  12542
   avgPathLength:  4
       dropCount:  168
       totalSent:  25351
        dropRate:  0.00662696

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12790
  rt_request_cnt:  25646
    receivedPkts:  12728
 receivedUniquePkts:  12725
   avgTput[kbps]:  174.345
    avgDelay[ms]:  32.77
 max ACKed Seqno:  12005
       ACKs sent:  12730
   ACKs received:  12729
   avgPathLength:  4
       dropCount:  60
       totalSent:  25522
        dropRate:  0.00235091

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12496
  rt_request_cnt:  24962
    receivedPkts:  12426
 receivedUniquePkts:  12380
   avgTput[kbps]:  169.62
    avgDelay[ms]:  32.8005
 max ACKed Seqno:  11165
       ACKs sent:  12428
   ACKs received:  12330
   avgPathLength:  4
       dropCount:  165
       totalSent:  24926
        dropRate:  0.00661959

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12641
  rt_request_cnt:  25358
    receivedPkts:  12563
 receivedUniquePkts:  12546
   avgTput[kbps]:  171.893
    avgDelay[ms]:  32.0068
 max ACKed Seqno:  11618
       ACKs sent:  12565
   ACKs received:  12557
   avgPathLength:  4
       dropCount:  84
       totalSent:  25208
        dropRate:  0.00333228

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12621
  rt_request_cnt:  25287
    receivedPkts:  12555
 receivedUniquePkts:  12549
   avgTput[kbps]:  171.941
    avgDelay[ms]:  32.9034
 max ACKed Seqno:  11767
       ACKs sent:  12557
   ACKs received:  12556
   avgPathLength:  4
       dropCount:  65
       totalSent:  25180
        dropRate:  0.00258141

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12777
  rt_request_cnt:  25634
    receivedPkts:  12685
 receivedUniquePkts:  12676
   avgTput[kbps]:  173.676
    avgDelay[ms]:  36.2716
 max ACKed Seqno:  12370
       ACKs sent:  12687
   ACKs received:  12682
   avgPathLength:  4
       dropCount:  95
       totalSent:  25466
        dropRate:  0.00373046

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12745
  rt_request_cnt:  25541
    receivedPkts:  12685
 receivedUniquePkts:  12679
   avgTput[kbps]:  173.722
    avgDelay[ms]:  33.9451
 max ACKed Seqno:  12130
       ACKs sent:  12687
   ACKs received:  12681
   avgPathLength:  4
       dropCount:  65
       totalSent:  25434
        dropRate:  0.00255563

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12729
  rt_request_cnt:  25548
    receivedPkts:  12634
 receivedUniquePkts:  12624
   avgTput[kbps]:  172.964
    avgDelay[ms]:  36.1331
 max ACKed Seqno:  12219
       ACKs sent:  12636
   ACKs received:  12632
   avgPathLength:  4
       dropCount:  98
       totalSent:  25367
        dropRate:  0.00386329

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12735
  rt_request_cnt:  25536
    receivedPkts:  12658
 receivedUniquePkts:  12640
   avgTput[kbps]:  173.188
    avgDelay[ms]:  36.6116
 max ACKed Seqno:  12291
       ACKs sent:  12660
   ACKs received:  12648
   avgPathLength:  4
       dropCount:  86
       totalSent:  25397
        dropRate:  0.00338623

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12661
  rt_request_cnt:  25403
    receivedPkts:  12588
 receivedUniquePkts:  12571
   avgTput[kbps]:  172.237
    avgDelay[ms]:  39.3228
 max ACKed Seqno:  12236
       ACKs sent:  12590
   ACKs received:  12579
   avgPathLength:  4
       dropCount:  82
       totalSent:  25253
        dropRate:  0.00324714

--- Hop Node Number:3 ---

       startTime:  1
        stopTime:  299
        sentPkts:  12576
  rt_request_cnt:  25240
