Sat Nov  5 23:06:27 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  9100
  max seqno sent:  9097
      Tcp retxed:  3
    receivedPkts:  9096
  receivedUnique:  9095
   avgTput[kbps]:  124.65
    avgDelay[ms]:  60.1417
 max ACKed Seqno:  9094
       ACKs sent:  9097
   ACKs received:  9096
     RTS(C) Sent:  128304

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10444
  max seqno sent:  10436
      Tcp retxed:  8
    receivedPkts:  10435
  receivedUnique:  10434
   avgTput[kbps]:  142.996
    avgDelay[ms]:  67.696
 max ACKed Seqno:  10431
       ACKs sent:  10436
   ACKs received:  10433
     RTS(C) Sent:  158409

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10555
  max seqno sent:  10529
      Tcp retxed:  26
    receivedPkts:  10530
  receivedUnique:  10527
   avgTput[kbps]:  144.269
    avgDelay[ms]:  76.7133
 max ACKed Seqno:  10524
       ACKs sent:  10531
   ACKs received:  10528
     RTS(C) Sent:  173825

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10427
  max seqno sent:  10379
      Tcp retxed:  48
    receivedPkts:  10381
  receivedUnique:  10377
   avgTput[kbps]:  142.218
    avgDelay[ms]:  80.3755
 max ACKed Seqno:  10373
       ACKs sent:  10382
   ACKs received:  10378
     RTS(C) Sent:  176034

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10515
  max seqno sent:  10473
      Tcp retxed:  42
    receivedPkts:  10473
  receivedUnique:  10469
   avgTput[kbps]:  143.475
    avgDelay[ms]:  85.4085
 max ACKed Seqno:  10463
       ACKs sent:  10474
   ACKs received:  10468
     RTS(C) Sent:  184813

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10594
  max seqno sent:  10553
      Tcp retxed:  41
    receivedPkts:  10553
  receivedUnique:  10552
   avgTput[kbps]:  144.634
    avgDelay[ms]:  86.1222
 max ACKed Seqno:  10552
       ACKs sent:  10554
   ACKs received:  10554
     RTS(C) Sent:  188211

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10430
  max seqno sent:  10358
      Tcp retxed:  72
    receivedPkts:  10358
  receivedUnique:  10354
   avgTput[kbps]:  141.905
    avgDelay[ms]:  88.6152
 max ACKed Seqno:  10351
       ACKs sent:  10359
   ACKs received:  10356
     RTS(C) Sent:  187758

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10620
  max seqno sent:  10567
      Tcp retxed:  53
    receivedPkts:  10564
  receivedUnique:  10560
   avgTput[kbps]:  144.739
    avgDelay[ms]:  88.6541
 max ACKed Seqno:  10557
       ACKs sent:  10565
   ACKs received:  10562
     RTS(C) Sent:  191574

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10358
  max seqno sent:  10276
      Tcp retxed:  82
    receivedPkts:  10282
  receivedUnique:  10273
   avgTput[kbps]:  140.795
    avgDelay[ms]:  94.531
 max ACKed Seqno:  10269
       ACKs sent:  10283
   ACKs received:  10279
     RTS(C) Sent:  193634

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10281
  max seqno sent:  10198
      Tcp retxed:  83
    receivedPkts:  10196
  receivedUnique:  10191
   avgTput[kbps]:  139.672
    avgDelay[ms]:  93.4205
 max ACKed Seqno:  10160
       ACKs sent:  10197
   ACKs received:  10194
     RTS(C) Sent:  190619

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10397
  max seqno sent:  10316
      Tcp retxed:  81
    receivedPkts:  10319
  receivedUnique:  10312
   avgTput[kbps]:  141.325
    avgDelay[ms]:  93.1164
 max ACKed Seqno:  10308
       ACKs sent:  10320
   ACKs received:  10316
     RTS(C) Sent:  192155

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10477
  max seqno sent:  10375
      Tcp retxed:  102
    receivedPkts:  10378
  receivedUnique:  10371
   avgTput[kbps]:  142.135
    avgDelay[ms]:  97.1788
 max ACKed Seqno:  10367
       ACKs sent:  10379
   ACKs received:  10375
     RTS(C) Sent:  199538

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10232
  max seqno sent:  10118
      Tcp retxed:  114
    receivedPkts:  10123
  receivedUnique:  10115
   avgTput[kbps]:  138.634
    avgDelay[ms]:  98.5828
 max ACKed Seqno:  10113
       ACKs sent:  10124
   ACKs received:  10122
     RTS(C) Sent:  195583

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10243
  max seqno sent:  10115
      Tcp retxed:  128
    receivedPkts:  10122
  receivedUnique:  10111
   avgTput[kbps]:  138.618
    avgDelay[ms]:  100.329
 max ACKed Seqno:  10111
       ACKs sent:  10123
   ACKs received:  10123
     RTS(C) Sent:  198021

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10331
  max seqno sent:  10222
      Tcp retxed:  109
    receivedPkts:  10224
  receivedUnique:  10217
   avgTput[kbps]:  140.028
    avgDelay[ms]:  98.6757
 max ACKed Seqno:  10213
       ACKs sent:  10225
   ACKs received:  10221
     RTS(C) Sent:  197980

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  300
        sentPkts:  10154
  max seqno sent:  10007
      Tcp retxed:  147
    receivedPkts:  10016
  receivedUnique:  10002
   avgTput[kbps]:  137.073
    avgDelay[ms]:  104.281
 max ACKed Seqno:  9993
       ACKs sent:  10017
   ACKs received:  10014
     RTS(C) Sent:  200727

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10169
  max seqno sent:  10020
      Tcp retxed:  149
    receivedPkts:  10029
  receivedUnique:  10016
   avgTput[kbps]:  137.269
    avgDelay[ms]:  103.879
 max ACKed Seqno:  10013
       ACKs sent:  10030
   ACKs received:  10027
     RTS(C) Sent:  199851

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10168
  max seqno sent:  10002
      Tcp retxed:  166
    receivedPkts:  10011
  receivedUnique:  9996
   avgTput[kbps]:  136.997
    avgDelay[ms]:  104.593
 max ACKed Seqno:  9965
       ACKs sent:  10012
   ACKs received:  10010
     RTS(C) Sent:  200831

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10253
  max seqno sent:  10085
      Tcp retxed:  168
    receivedPkts:  10088
  receivedUnique:  10077
   avgTput[kbps]:  138.109
    avgDelay[ms]:  107.235
 max ACKed Seqno:  10070
       ACKs sent:  10089
   ACKs received:  10084
     RTS(C) Sent:  205799

          flowID:  0
         srcNode:  0
        destNode:  13
       startTime:  1
        stopTime:  299
        sentPkts:  10038
  max seqno sent:  9843
      Tcp retxed:  195
    receivedPkts:  9852
  receivedUnique:  9838
   avgTput[kbps]:  134.836
