Sat Nov  5 20:08:20 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  10941
  max seqno sent:  10941
      Tcp retxed:  0
    receivedPkts:  10940
  receivedUnique:  10940
   avgTput[kbps]:  149.914
    avgDelay[ms]:  32.0153
 max ACKed Seqno:  10938
       ACKs sent:  10941
   ACKs received:  10939
     RTS(C) Sent:  83204

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11772
  max seqno sent:  11772
      Tcp retxed:  0
    receivedPkts:  11771
  receivedUnique:  11771
   avgTput[kbps]:  161.302
    avgDelay[ms]:  33.8553
 max ACKed Seqno:  11770
       ACKs sent:  11772
   ACKs received:  11771
     RTS(C) Sent:  92886

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  12253
  max seqno sent:  12252
      Tcp retxed:  1
    receivedPkts:  12251
  receivedUnique:  12251
   avgTput[kbps]:  167.876
    avgDelay[ms]:  37.1514
 max ACKed Seqno:  12249
       ACKs sent:  12252
   ACKs received:  12250
     RTS(C) Sent:  102761

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  12042
  max seqno sent:  12039
      Tcp retxed:  3
    receivedPkts:  12037
  receivedUnique:  12037
   avgTput[kbps]:  164.953
    avgDelay[ms]:  39.9849
 max ACKed Seqno:  12036
       ACKs sent:  12038
   ACKs received:  12037
     RTS(C) Sent:  105748

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11910
  max seqno sent:  11907
      Tcp retxed:  3
    receivedPkts:  11905
  receivedUnique:  11905
   avgTput[kbps]:  163.134
    avgDelay[ms]:  42.3642
 max ACKed Seqno:  11904
       ACKs sent:  11906
   ACKs received:  11905
     RTS(C) Sent:  109297

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  300
        sentPkts:  11939
  max seqno sent:  11931
      Tcp retxed:  8
    receivedPkts:  11930
  receivedUnique:  11930
   avgTput[kbps]:  163.473
    avgDelay[ms]:  43.2175
 max ACKed Seqno:  11928
       ACKs sent:  11931
   ACKs received:  11929
     RTS(C) Sent:  110555

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11990
  max seqno sent:  11984
      Tcp retxed:  6
    receivedPkts:  11983
  receivedUnique:  11983
   avgTput[kbps]:  164.207
    avgDelay[ms]:  43.8797
 max ACKed Seqno:  11982
       ACKs sent:  11984
   ACKs received:  11983
     RTS(C) Sent:  112336

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11975
  max seqno sent:  11965
      Tcp retxed:  10
    receivedPkts:  11963
  receivedUnique:  11963
   avgTput[kbps]:  163.934
    avgDelay[ms]:  44.7961
 max ACKed Seqno:  11962
       ACKs sent:  11964
   ACKs received:  11963
     RTS(C) Sent:  113976

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11927
  max seqno sent:  11916
      Tcp retxed:  11
    receivedPkts:  11915
  receivedUnique:  11914
   avgTput[kbps]:  163.264
    avgDelay[ms]:  45.3382
 max ACKed Seqno:  11913
       ACKs sent:  11916
   ACKs received:  11915
     RTS(C) Sent:  114928

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11992
  max seqno sent:  11987
      Tcp retxed:  5
    receivedPkts:  11986
  receivedUnique:  11986
   avgTput[kbps]:  164.251
    avgDelay[ms]:  47.8043
 max ACKed Seqno:  11986
       ACKs sent:  11987
   ACKs received:  11987
     RTS(C) Sent:  119736

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11935
  max seqno sent:  11919
      Tcp retxed:  16
    receivedPkts:  11915
  receivedUnique:  11915
   avgTput[kbps]:  163.278
    avgDelay[ms]:  48.1601
 max ACKed Seqno:  11901
       ACKs sent:  11916
   ACKs received:  11915
     RTS(C) Sent:  119789

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11879
  max seqno sent:  11869
      Tcp retxed:  10
    receivedPkts:  11867
  receivedUnique:  11867
   avgTput[kbps]:  162.613
    avgDelay[ms]:  49.1992
 max ACKed Seqno:  11866
       ACKs sent:  11868
   ACKs received:  11867
     RTS(C) Sent:  121161

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11771
  max seqno sent:  11757
      Tcp retxed:  14
    receivedPkts:  11754
  receivedUnique:  11754
   avgTput[kbps]:  161.068
    avgDelay[ms]:  50.8461
 max ACKed Seqno:  11752
       ACKs sent:  11755
   ACKs received:  11753
     RTS(C) Sent:  122508

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11823
  max seqno sent:  11806
      Tcp retxed:  17
    receivedPkts:  11806
  receivedUnique:  11804
   avgTput[kbps]:  161.748
    avgDelay[ms]:  52.4791
 max ACKed Seqno:  11801
       ACKs sent:  11807
   ACKs received:  11804
     RTS(C) Sent:  125619

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11687
  max seqno sent:  11672
      Tcp retxed:  15
    receivedPkts:  11670
  receivedUnique:  11670
   avgTput[kbps]:  159.92
    avgDelay[ms]:  55.8083
 max ACKed Seqno:  11668
       ACKs sent:  11671
   ACKs received:  11669
     RTS(C) Sent:  129120

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11718
  max seqno sent:  11710
      Tcp retxed:  8
    receivedPkts:  11708
  receivedUnique:  11708
   avgTput[kbps]:  160.435
    avgDelay[ms]:  55.8854
 max ACKed Seqno:  11705
       ACKs sent:  11709
   ACKs received:  11706
     RTS(C) Sent:  129656

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11687
  max seqno sent:  11656
      Tcp retxed:  31
    receivedPkts:  11655
  receivedUnique:  11654
   avgTput[kbps]:  159.696
    avgDelay[ms]:  57.6086
 max ACKed Seqno:  11652
       ACKs sent:  11656
   ACKs received:  11654
     RTS(C) Sent:  131562

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11754
  max seqno sent:  11737
      Tcp retxed:  17
    receivedPkts:  11734
  receivedUnique:  11734
   avgTput[kbps]:  161.042
    avgDelay[ms]:  57.9834
 max ACKed Seqno:  11734
       ACKs sent:  11735
   ACKs received:  11735
     RTS(C) Sent:  132731

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11695
  max seqno sent:  11675
      Tcp retxed:  20
    receivedPkts:  11674
  receivedUnique:  11674
   avgTput[kbps]:  159.966
    avgDelay[ms]:  60.6917
 max ACKed Seqno:  11673
       ACKs sent:  11675
   ACKs received:  11674
     RTS(C) Sent:  135591

          flowID:  0
         srcNode:  0
        destNode:  7
       startTime:  1
        stopTime:  299
        sentPkts:  11570
  max seqno sent:  11526
      Tcp retxed:  44
    receivedPkts:  11527
  receivedUnique:  11524
   avgTput[kbps]:  157.919
