Sat Nov  5 20:59:12 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  7298
  max seqno sent:  7298
      Tcp retxed:  0
    receivedPkts:  7297
  receivedUnique:  7297
   avgTput[kbps]:  100.001
    avgDelay[ms]:  38.8996
 max ACKed Seqno:  7297
       ACKs sent:  7298
   ACKs received:  7298
     RTS(C) Sent:  69555

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  10029
  max seqno sent:  10029
      Tcp retxed:  0
    receivedPkts:  10028
  receivedUnique:  10028
   avgTput[kbps]:  137.414
    avgDelay[ms]:  41.8583
 max ACKed Seqno:  10027
       ACKs sent:  10029
   ACKs received:  10028
     RTS(C) Sent:  99003

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11118
  max seqno sent:  11083
      Tcp retxed:  35
    receivedPkts:  11109
  receivedUnique:  11081
   avgTput[kbps]:  151.853
    avgDelay[ms]:  47.9063
 max ACKed Seqno:  11080
       ACKs sent:  11110
   ACKs received:  11018
     RTS(C) Sent:  118471

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11226
  max seqno sent:  11221
      Tcp retxed:  5
    receivedPkts:  11219
  receivedUnique:  11219
   avgTput[kbps]:  153.741
    avgDelay[ms]:  55.6813
 max ACKed Seqno:  11218
       ACKs sent:  11220
   ACKs received:  11219
     RTS(C) Sent:  133034

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11318
  max seqno sent:  11293
      Tcp retxed:  25
    receivedPkts:  11292
  receivedUnique:  11291
   avgTput[kbps]:  154.73
    avgDelay[ms]:  54.4877
 max ACKed Seqno:  11288
       ACKs sent:  11293
   ACKs received:  11290
     RTS(C) Sent:  132074

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11294
  max seqno sent:  11279
      Tcp retxed:  15
    receivedPkts:  11277
  receivedUnique:  11276
   avgTput[kbps]:  154.518
    avgDelay[ms]:  56.8317
 max ACKed Seqno:  11274
       ACKs sent:  11278
   ACKs received:  11276
     RTS(C) Sent:  135886

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11304
  max seqno sent:  11287
      Tcp retxed:  17
    receivedPkts:  11284
  receivedUnique:  11284
   avgTput[kbps]:  154.631
    avgDelay[ms]:  56.5283
 max ACKed Seqno:  11283
       ACKs sent:  11285
   ACKs received:  11284
     RTS(C) Sent:  136185

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  300
        sentPkts:  11280
  max seqno sent:  11252
      Tcp retxed:  28
    receivedPkts:  11251
  receivedUnique:  11249
   avgTput[kbps]:  154.142
    avgDelay[ms]:  59.4952
 max ACKed Seqno:  11246
       ACKs sent:  11252
   ACKs received:  11249
     RTS(C) Sent:  140380

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11430
  max seqno sent:  11409
      Tcp retxed:  21
    receivedPkts:  11408
  receivedUnique:  11406
   avgTput[kbps]:  156.298
    avgDelay[ms]:  59.1299
 max ACKed Seqno:  11404
       ACKs sent:  11409
   ACKs received:  11407
     RTS(C) Sent:  141809

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11148
  max seqno sent:  11110
      Tcp retxed:  38
    receivedPkts:  11109
  receivedUnique:  11107
   avgTput[kbps]:  152.202
    avgDelay[ms]:  63.9792
 max ACKed Seqno:  11106
       ACKs sent:  11110
   ACKs received:  11109
     RTS(C) Sent:  145530

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11259
  max seqno sent:  11232
      Tcp retxed:  27
    receivedPkts:  11228
  receivedUnique:  11228
   avgTput[kbps]:  153.86
    avgDelay[ms]:  65.5019
 max ACKed Seqno:  11225
       ACKs sent:  11229
   ACKs received:  11226
     RTS(C) Sent:  149607

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11244
  max seqno sent:  11210
      Tcp retxed:  34
    receivedPkts:  11209
  receivedUnique:  11206
   avgTput[kbps]:  153.553
    avgDelay[ms]:  64.2037
 max ACKed Seqno:  11203
       ACKs sent:  11210
   ACKs received:  11207
     RTS(C) Sent:  147197

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11313
  max seqno sent:  11281
      Tcp retxed:  32
    receivedPkts:  11280
  receivedUnique:  11278
   avgTput[kbps]:  154.542
    avgDelay[ms]:  65.2503
 max ACKed Seqno:  11276
       ACKs sent:  11281
   ACKs received:  11279
     RTS(C) Sent:  150050

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11161
  max seqno sent:  11125
      Tcp retxed:  36
    receivedPkts:  11125
  receivedUnique:  11124
   avgTput[kbps]:  152.442
    avgDelay[ms]:  68.7214
 max ACKed Seqno:  11124
       ACKs sent:  11126
   ACKs received:  11126
     RTS(C) Sent:  152966

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11255
  max seqno sent:  11202
      Tcp retxed:  53
    receivedPkts:  11200
  receivedUnique:  11199
   avgTput[kbps]:  153.463
    avgDelay[ms]:  69.5811
 max ACKed Seqno:  11197
       ACKs sent:  11201
   ACKs received:  11199
     RTS(C) Sent:  154983

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11179
  max seqno sent:  11132
      Tcp retxed:  47
    receivedPkts:  11134
  receivedUnique:  11130
   avgTput[kbps]:  152.514
    avgDelay[ms]:  70.8402
 max ACKed Seqno:  11128
       ACKs sent:  11135
   ACKs received:  11133
     RTS(C) Sent:  155699

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11174
  max seqno sent:  11134
      Tcp retxed:  40
    receivedPkts:  11130
  receivedUnique:  11129
   avgTput[kbps]:  152.508
    avgDelay[ms]:  71.0322
 max ACKed Seqno:  11121
       ACKs sent:  11131
   ACKs received:  11128
     RTS(C) Sent:  155854

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11100
  max seqno sent:  11030
      Tcp retxed:  70
    receivedPkts:  11028
  receivedUnique:  11025
   avgTput[kbps]:  151.085
    avgDelay[ms]:  73.8458
 max ACKed Seqno:  11022
       ACKs sent:  11029
   ACKs received:  11026
     RTS(C) Sent:  158021

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  11058
  max seqno sent:  10983
      Tcp retxed:  75
    receivedPkts:  10988
  receivedUnique:  10979
   avgTput[kbps]:  150.449
    avgDelay[ms]:  74.512
 max ACKed Seqno:  10975
       ACKs sent:  10989
   ACKs received:  10985
     RTS(C) Sent:  158474

          flowID:  0
         srcNode:  0
        destNode:  9
       startTime:  1
        stopTime:  299
        sentPkts:  10976
  max seqno sent:  10918
      Tcp retxed:  58
    receivedPkts:  10920
  receivedUnique:  10916
   avgTput[kbps]:  149.581
