Sat Nov  5 18:21:25 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  14580
  max seqno sent:  14580
      Tcp retxed:  0
    receivedPkts:  14580
  receivedUnique:  14580
   avgTput[kbps]:  199.765
    avgDelay[ms]:  3.67067
 max ACKed Seqno:  14580
       ACKs sent:  14581
   ACKs received:  14581
     RTS(C) Sent:  14580

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55317
  max seqno sent:  55317
      Tcp retxed:  0
    receivedPkts:  55316
  receivedUnique:  55316
   avgTput[kbps]:  757.884
    avgDelay[ms]:  3.78851
 max ACKed Seqno:  55316
       ACKs sent:  55317
   ACKs received:  55317
     RTS(C) Sent:  55389

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
    avgDelay[ms]:  3.77894
 max ACKed Seqno:  55269
       ACKs sent:  55270
   ACKs received:  55270
     RTS(C) Sent:  55350

          flowID:  0
         srcNode:  0
        destNode:  1
       startTime:  1
        stopTime:  299
        sentPkts:  55270
  max seqno sent:  55270
      Tcp retxed:  0
    receivedPkts:  55269
  receivedUnique:  55269
   avgTput[kbps]:  757.235
