Sat Nov  5 20:45:48 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6457
  rt_request_cnt:  12942
    receivedPkts:  6433
 receivedUniquePkts:  6426
   avgTput[kbps]:  88.0848
    avgDelay[ms]:  93.5226
 max ACKed Seqno:  3620
       ACKs sent:  6436
   ACKs received:  6436
   avgPathLength:  10.9082
       dropCount:  23
       totalSent:  12896
        dropRate:  0.0017835

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5219
  rt_request_cnt:  10482
    receivedPkts:  5173
 receivedUniquePkts:  5155
   avgTput[kbps]:  70.6571
    avgDelay[ms]:  89.4632
 max ACKed Seqno:  3465
       ACKs sent:  5176
   ACKs received:  5176
   avgPathLength:  10.6924
       dropCount:  46
       totalSent:  10398
        dropRate:  0.00442393

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3035
  rt_request_cnt:  6097
    receivedPkts:  3017
 receivedUniquePkts:  3016
   avgTput[kbps]:  41.3334
    avgDelay[ms]:  81.2669
 max ACKed Seqno:  2017
       ACKs sent:  3019
   ACKs received:  3018
   avgPathLength:  10.7222
       dropCount:  18
       totalSent:  6056
        dropRate:  0.00297226

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3882
  rt_request_cnt:  7791
    receivedPkts:  3857
 receivedUniquePkts:  3851
   avgTput[kbps]:  52.7911
    avgDelay[ms]:  81.6882
 max ACKed Seqno:  2585
       ACKs sent:  3859
   ACKs received:  3859
   avgPathLength:  10.7779
       dropCount:  24
       totalSent:  7743
        dropRate:  0.00309957

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4980
  rt_request_cnt:  9984
    receivedPkts:  4932
 receivedUniquePkts:  4927
   avgTput[kbps]:  67.5332
    avgDelay[ms]:  87.5163
 max ACKed Seqno:  4152
       ACKs sent:  4934
   ACKs received:  4929
   avgPathLength:  10.5288
       dropCount:  43
       totalSent:  9916
        dropRate:  0.00433643

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  300
        sentPkts:  6012
  rt_request_cnt:  12070
    receivedPkts:  5905
 receivedUniquePkts:  5848
   avgTput[kbps]:  80.1446
    avgDelay[ms]:  122.767
 max ACKed Seqno:  5151
       ACKs sent:  5907
   ACKs received:  5847
   avgPathLength:  10.6456
       dropCount:  164
       totalSent:  11921
        dropRate:  0.0137572

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5352
  rt_request_cnt:  10772
    receivedPkts:  5270
 receivedUniquePkts:  5213
   avgTput[kbps]:  71.4441
    avgDelay[ms]:  99.5824
 max ACKed Seqno:  3183
       ACKs sent:  5272
   ACKs received:  5264
   avgPathLength:  10.8599
       dropCount:  89
       totalSent:  10626
        dropRate:  0.00837568

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5403
  rt_request_cnt:  10953
    receivedPkts:  5258
 receivedUniquePkts:  5052
   avgTput[kbps]:  69.2382
    avgDelay[ms]:  118.108
 max ACKed Seqno:  2528
       ACKs sent:  5260
   ACKs received:  5019
   avgPathLength:  11.1515
       dropCount:  385
       totalSent:  10665
        dropRate:  0.0360994

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6033
  rt_request_cnt:  12163
    receivedPkts:  5782
 receivedUniquePkts:  5714
   avgTput[kbps]:  78.3192
    avgDelay[ms]:  138.287
 max ACKed Seqno:  4004
       ACKs sent:  5784
   ACKs received:  5694
   avgPathLength:  11.3614
       dropCount:  327
       totalSent:  11819
        dropRate:  0.0276673

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6336
  rt_request_cnt:  12786
    receivedPkts:  6170
 receivedUniquePkts:  6127
   avgTput[kbps]:  83.9838
    avgDelay[ms]:  126.613
 max ACKed Seqno:  4010
       ACKs sent:  6172
   ACKs received:  6166
   avgPathLength:  11.0413
       dropCount:  169
       totalSent:  12510
        dropRate:  0.0135092

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5722
  rt_request_cnt:  11632
    receivedPkts:  5484
 receivedUniquePkts:  5386
   avgTput[kbps]:  73.819
    avgDelay[ms]:  143.644
 max ACKed Seqno:  3331
       ACKs sent:  5486
   ACKs received:  5447
   avgPathLength:  11.4636
       dropCount:  274
       totalSent:  11210
        dropRate:  0.0244425

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5957
  rt_request_cnt:  12030
    receivedPkts:  5713
 receivedUniquePkts:  5614
   avgTput[kbps]:  76.9451
    avgDelay[ms]:  136.028
 max ACKed Seqno:  3212
       ACKs sent:  5715
   ACKs received:  5661
   avgPathLength:  10.9671
       dropCount:  295
       totalSent:  11674
        dropRate:  0.0252698

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5883
  rt_request_cnt:  11979
    receivedPkts:  5606
 receivedUniquePkts:  5551
   avgTput[kbps]:  76.0786
    avgDelay[ms]:  147.892
 max ACKed Seqno:  3114
       ACKs sent:  5608
   ACKs received:  5602
   avgPathLength:  11.3996
       dropCount:  277
       totalSent:  11493
        dropRate:  0.0241016

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5669
  rt_request_cnt:  11372
    receivedPkts:  5421
 receivedUniquePkts:  5302
   avgTput[kbps]:  72.6808
    avgDelay[ms]:  141.267
 max ACKed Seqno:  3670
       ACKs sent:  5423
   ACKs received:  5220
   avgPathLength:  11.3682
       dropCount:  449
       totalSent:  11094
        dropRate:  0.0404723

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5739
  rt_request_cnt:  11714
    receivedPkts:  5436
 receivedUniquePkts:  5350
   avgTput[kbps]:  73.328
    avgDelay[ms]:  151.16
 max ACKed Seqno:  3410
       ACKs sent:  5438
   ACKs received:  5400
   avgPathLength:  11.3314
       dropCount:  337
       totalSent:  11179
        dropRate:  0.0301458

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6107
  rt_request_cnt:  12412
    receivedPkts:  5788
 receivedUniquePkts:  5712
   avgTput[kbps]:  78.2848
    avgDelay[ms]:  146.878
 max ACKed Seqno:  4417
       ACKs sent:  5790
   ACKs received:  5781
   avgPathLength:  10.8952
       dropCount:  328
       totalSent:  11899
        dropRate:  0.0275653

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5752
  rt_request_cnt:  11571
    receivedPkts:  5424
 receivedUniquePkts:  5301
   avgTput[kbps]:  72.6554
    avgDelay[ms]:  151.447
 max ACKed Seqno:  4155
       ACKs sent:  5426
   ACKs received:  5259
   avgPathLength:  11.3073
       dropCount:  493
       totalSent:  11180
        dropRate:  0.0440966

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5951
  rt_request_cnt:  12084
    receivedPkts:  5667
 receivedUniquePkts:  5605
   avgTput[kbps]:  76.9508
    avgDelay[ms]:  143.336
 max ACKed Seqno:  2992
       ACKs sent:  5669
   ACKs received:  5656
   avgPathLength:  11.073
       dropCount:  295
       totalSent:  11622
        dropRate:  0.0253829

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6267
  rt_request_cnt:  12723
    receivedPkts:  5977
 receivedUniquePkts:  5920
   avgTput[kbps]:  81.1474
    avgDelay[ms]:  152.613
 max ACKed Seqno:  4451
       ACKs sent:  5979
   ACKs received:  5961
   avgPathLength:  11.2533
       dropCount:  308
       totalSent:  12248
        dropRate:  0.025147

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5734
  rt_request_cnt:  11618
    receivedPkts:  5356
 receivedUniquePkts:  5267
   avgTput[kbps]:  72.1828
    avgDelay[ms]:  241.266
 max ACKed Seqno:  3729
       ACKs sent:  5358
   ACKs received:  5329
   avgPathLength:  11.2793
       dropCount:  401
       totalSent:  11094
        dropRate:  0.0361457

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5734
  rt_request_cnt:  11690
    receivedPkts:  5420
 receivedUniquePkts:  5339
   avgTput[kbps]:  73.1767
    avgDelay[ms]:  151.742
 max ACKed Seqno:  3511
       ACKs sent:  5422
   ACKs received:  5403
   avgPathLength:  11.2159
       dropCount:  323
       totalSent:  11158
        dropRate:  0.0289478

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6095
  rt_request_cnt:  12424
    receivedPkts:  5706
 receivedUniquePkts:  5574
   avgTput[kbps]:  76.3904
    avgDelay[ms]:  162.712
 max ACKed Seqno:  3610
       ACKs sent:  5708
   ACKs received:  5686
   avgPathLength:  11.2268
       dropCount:  404
       totalSent:  11805
        dropRate:  0.0342228

--- Hop Node Number:11 ---

       startTime:  1
        stopTime:  299
        sentPkts:  5549
  rt_request_cnt:  11301
    receivedPkts:  5259
 receivedUniquePkts:  5176
   avgTput[kbps]:  70.9662
    avgDelay[ms]:  257.41
 max ACKed Seqno:  3741
       ACKs sent:  5261
   ACKs received:  5211
   avgPathLength:  11.237
       dropCount:  339
       totalSent:  10812
