Sat Nov  5 19:11:40 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  12682
  max seqno sent:  12682
      Tcp retxed:  0
    receivedPkts:  12681
  receivedUnique:  12681
   avgTput[kbps]:  173.747
    avgDelay[ms]:  16.2602
 max ACKed Seqno:  12681
       ACKs sent:  12682
   ACKs received:  12682
     RTS(C) Sent:  51908

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13777
  max seqno sent:  13777
      Tcp retxed:  0
    receivedPkts:  13776
  receivedUnique:  13776
   avgTput[kbps]:  188.751
    avgDelay[ms]:  19.9919
 max ACKed Seqno:  13776
       ACKs sent:  13777
   ACKs received:  13777
     RTS(C) Sent:  66263

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13869
  max seqno sent:  13869
      Tcp retxed:  0
    receivedPkts:  13868
  receivedUnique:  13868
   avgTput[kbps]:  190.008
    avgDelay[ms]:  19.6288
 max ACKed Seqno:  13868
       ACKs sent:  13869
   ACKs received:  13869
     RTS(C) Sent:  65639

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13890
  max seqno sent:  13889
      Tcp retxed:  1
    receivedPkts:  13888
  receivedUnique:  13888
   avgTput[kbps]:  190.287
    avgDelay[ms]:  20.0727
 max ACKed Seqno:  13888
       ACKs sent:  13889
   ACKs received:  13889
     RTS(C) Sent:  67026

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  300
        sentPkts:  13958
  max seqno sent:  13958
      Tcp retxed:  0
    receivedPkts:  13958
  receivedUnique:  13958
   avgTput[kbps]:  191.237
    avgDelay[ms]:  20.2817
 max ACKed Seqno:  13957
       ACKs sent:  13959
   ACKs received:  13958
     RTS(C) Sent:  67951

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13802
  max seqno sent:  13802
      Tcp retxed:  0
    receivedPkts:  13801
  receivedUnique:  13801
   avgTput[kbps]:  189.093
    avgDelay[ms]:  20.6701
 max ACKed Seqno:  13800
       ACKs sent:  13802
   ACKs received:  13801
     RTS(C) Sent:  68398

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13767
  max seqno sent:  13767
      Tcp retxed:  0
    receivedPkts:  13766
  receivedUnique:  13766
   avgTput[kbps]:  188.614
    avgDelay[ms]:  21.228
 max ACKed Seqno:  13766
       ACKs sent:  13767
   ACKs received:  13767
     RTS(C) Sent:  69822

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13843
  max seqno sent:  13843
      Tcp retxed:  0
    receivedPkts:  13842
  receivedUnique:  13842
   avgTput[kbps]:  189.651
    avgDelay[ms]:  20.8704
 max ACKed Seqno:  13841
       ACKs sent:  13843
   ACKs received:  13842
     RTS(C) Sent:  69414

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  14067
  max seqno sent:  14067
      Tcp retxed:  0
    receivedPkts:  14066
  receivedUnique:  14066
   avgTput[kbps]:  192.727
    avgDelay[ms]:  20.6597
 max ACKed Seqno:  14066
       ACKs sent:  14067
   ACKs received:  14067
     RTS(C) Sent:  70246

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13799
  max seqno sent:  13799
      Tcp retxed:  0
    receivedPkts:  13798
  receivedUnique:  13798
   avgTput[kbps]:  189.053
    avgDelay[ms]:  21.861
 max ACKed Seqno:  13798
       ACKs sent:  13799
   ACKs received:  13799
     RTS(C) Sent:  72086

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13863
  max seqno sent:  13863
      Tcp retxed:  0
    receivedPkts:  13862
  receivedUnique:  13862
   avgTput[kbps]:  189.927
    avgDelay[ms]:  21.8997
 max ACKed Seqno:  13861
       ACKs sent:  13863
   ACKs received:  13862
     RTS(C) Sent:  72910

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13898
  max seqno sent:  13898
      Tcp retxed:  0
    receivedPkts:  13897
  receivedUnique:  13897
   avgTput[kbps]:  190.409
    avgDelay[ms]:  22.35
 max ACKed Seqno:  13896
       ACKs sent:  13898
   ACKs received:  13897
     RTS(C) Sent:  74250

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13948
  max seqno sent:  13948
      Tcp retxed:  0
    receivedPkts:  13947
  receivedUnique:  13947
   avgTput[kbps]:  191.094
    avgDelay[ms]:  22.5851
 max ACKed Seqno:  13947
       ACKs sent:  13948
   ACKs received:  13948
     RTS(C) Sent:  75178

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13889
  max seqno sent:  13889
      Tcp retxed:  0
    receivedPkts:  13888
  receivedUnique:  13888
   avgTput[kbps]:  190.285
    avgDelay[ms]:  23.5335
 max ACKed Seqno:  13888
       ACKs sent:  13889
   ACKs received:  13889
     RTS(C) Sent:  77279

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  300
        sentPkts:  13917
  max seqno sent:  13917
      Tcp retxed:  0
    receivedPkts:  13917
  receivedUnique:  13917
   avgTput[kbps]:  190.675
    avgDelay[ms]:  24.2604
 max ACKed Seqno:  13916
       ACKs sent:  13918
   ACKs received:  13917
     RTS(C) Sent:  79273

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  14052
  max seqno sent:  14052
      Tcp retxed:  0
    receivedPkts:  14050
  receivedUnique:  14050
   avgTput[kbps]:  192.504
    avgDelay[ms]:  24.8781
 max ACKed Seqno:  14050
       ACKs sent:  14051
   ACKs received:  14051
     RTS(C) Sent:  81980

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13946
  max seqno sent:  13946
      Tcp retxed:  0
    receivedPkts:  13945
  receivedUnique:  13945
   avgTput[kbps]:  191.06
    avgDelay[ms]:  25.8492
 max ACKed Seqno:  13943
       ACKs sent:  13946
   ACKs received:  13944
     RTS(C) Sent:  82723

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13877
  max seqno sent:  13877
      Tcp retxed:  0
    receivedPkts:  13876
  receivedUnique:  13876
   avgTput[kbps]:  190.117
    avgDelay[ms]:  26.363
 max ACKed Seqno:  13876
       ACKs sent:  13877
   ACKs received:  13877
     RTS(C) Sent:  83122

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13991
  max seqno sent:  13991
      Tcp retxed:  0
    receivedPkts:  13990
  receivedUnique:  13990
   avgTput[kbps]:  191.68
    avgDelay[ms]:  26.9198
 max ACKed Seqno:  13990
       ACKs sent:  13991
   ACKs received:  13991
     RTS(C) Sent:  85312

          flowID:  0
         srcNode:  0
        destNode:  4
       startTime:  1
        stopTime:  299
        sentPkts:  13893
  max seqno sent:  13891
      Tcp retxed:  2
    receivedPkts:  13889
  receivedUnique:  13889
   avgTput[kbps]:  190.301
