Sat Nov  5 19:28:39 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7384
  rt_request_cnt:  14786
    receivedPkts:  7373
 receivedUniquePkts:  7361
   avgTput[kbps]:  100.87
    avgDelay[ms]:  37.3676
 max ACKed Seqno:  4177
       ACKs sent:  7376
   ACKs received:  7375
   avgPathLength:  8
       dropCount:  12
       totalSent:  14762
        dropRate:  0.000812898

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8929
  rt_request_cnt:  17805
    receivedPkts:  8844
 receivedUniquePkts:  8764
   avgTput[kbps]:  120.093
    avgDelay[ms]:  48.6577
 max ACKed Seqno:  7117
       ACKs sent:  8846
   ACKs received:  8686
   avgPathLength:  8
       dropCount:  243
       totalSent:  17777
        dropRate:  0.0136693

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11407
  rt_request_cnt:  22875
    receivedPkts:  11343
 receivedUniquePkts:  11334
   avgTput[kbps]:  155.32
    avgDelay[ms]:  48.5665
 max ACKed Seqno:  11195
       ACKs sent:  11345
   ACKs received:  11339
   avgPathLength:  8
       dropCount:  67
       totalSent:  22754
        dropRate:  0.00294454

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11312
  rt_request_cnt:  22689
    receivedPkts:  11226
 receivedUniquePkts:  11218
   avgTput[kbps]:  153.725
    avgDelay[ms]:  53.0061
 max ACKed Seqno:  10961
       ACKs sent:  11228
   ACKs received:  11225
   avgPathLength:  8
       dropCount:  84
       totalSent:  22542
        dropRate:  0.00372638

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11334
  rt_request_cnt:  22735
    receivedPkts:  11264
 receivedUniquePkts:  11257
   avgTput[kbps]:  154.254
    avgDelay[ms]:  55.9164
 max ACKed Seqno:  11048
       ACKs sent:  11266
   ACKs received:  11261
   avgPathLength:  8
       dropCount:  71
       totalSent:  22602
        dropRate:  0.00314131

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11400
  rt_request_cnt:  22865
    receivedPkts:  11293
 receivedUniquePkts:  11286
   avgTput[kbps]:  154.664
    avgDelay[ms]:  59.3074
 max ACKed Seqno:  10995
       ACKs sent:  11295
   ACKs received:  11293
   avgPathLength:  8
       dropCount:  104
       totalSent:  22697
        dropRate:  0.0045821

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10155
  rt_request_cnt:  20381
    receivedPkts:  10062
 receivedUniquePkts:  10060
   avgTput[kbps]:  137.85
    avgDelay[ms]:  58.2555
 max ACKed Seqno:  9404
       ACKs sent:  10065
   ACKs received:  10057
   avgPathLength:  8
       dropCount:  94
       totalSent:  20224
        dropRate:  0.00464794

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11498
  rt_request_cnt:  23050
    receivedPkts:  11394
 receivedUniquePkts:  11386
   avgTput[kbps]:  156.026
    avgDelay[ms]:  57.014
 max ACKed Seqno:  11201
       ACKs sent:  11397
   ACKs received:  11396
   avgPathLength:  8
       dropCount:  102
       totalSent:  22899
        dropRate:  0.00445434

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11476
  rt_request_cnt:  23011
    receivedPkts:  11386
 receivedUniquePkts:  11365
   avgTput[kbps]:  155.739
    avgDelay[ms]:  59.0599
 max ACKed Seqno:  11198
       ACKs sent:  11388
   ACKs received:  11371
   avgPathLength:  8
       dropCount:  104
       totalSent:  22867
        dropRate:  0.00454804

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11418
  rt_request_cnt:  22909
    receivedPkts:  11324
 receivedUniquePkts:  11313
   avgTput[kbps]:  155.019
    avgDelay[ms]:  62.5506
 max ACKed Seqno:  11125
       ACKs sent:  11327
   ACKs received:  11322
   avgPathLength:  8
       dropCount:  97
       totalSent:  22750
        dropRate:  0.00426374

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11484
  rt_request_cnt:  23032
    receivedPkts:  11414
 receivedUniquePkts:  11406
   avgTput[kbps]:  156.32
    avgDelay[ms]:  59.8212
 max ACKed Seqno:  11236
       ACKs sent:  11417
   ACKs received:  11416
   avgPathLength:  8
       dropCount:  71
       totalSent:  22905
        dropRate:  0.00309976

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11349
  rt_request_cnt:  22761
    receivedPkts:  11291
 receivedUniquePkts:  11285
   avgTput[kbps]:  154.655
    avgDelay[ms]:  60.5824
 max ACKed Seqno:  10415
       ACKs sent:  11294
   ACKs received:  11290
   avgPathLength:  8
       dropCount:  61
       totalSent:  22647
        dropRate:  0.00269351

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11362
  rt_request_cnt:  22805
    receivedPkts:  11246
 receivedUniquePkts:  11232
   avgTput[kbps]:  153.915
    avgDelay[ms]:  66.4189
 max ACKed Seqno:  10993
       ACKs sent:  11249
   ACKs received:  11243
   avgPathLength:  8
       dropCount:  116
       totalSent:  22616
        dropRate:  0.00512911

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  300
        sentPkts:  11047
  rt_request_cnt:  22160
    receivedPkts:  10973
 receivedUniquePkts:  10966
   avgTput[kbps]:  150.263
    avgDelay[ms]:  69.4212
 max ACKed Seqno:  9109
       ACKs sent:  10976
   ACKs received:  10974
   avgPathLength:  8
       dropCount:  74
       totalSent:  22028
        dropRate:  0.00335936

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11285
  rt_request_cnt:  22636
    receivedPkts:  11172
 receivedUniquePkts:  11154
   avgTput[kbps]:  152.847
    avgDelay[ms]:  64.6872
 max ACKed Seqno:  7579
       ACKs sent:  11174
   ACKs received:  11169
   avgPathLength:  8
       dropCount:  116
       totalSent:  22464
        dropRate:  0.00516382

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11145
  rt_request_cnt:  22377
    receivedPkts:  11057
 receivedUniquePkts:  11045
   avgTput[kbps]:  151.353
    avgDelay[ms]:  64.9894
 max ACKed Seqno:  10823
       ACKs sent:  11060
   ACKs received:  11057
   avgPathLength:  8
       dropCount:  92
       totalSent:  22213
        dropRate:  0.00414172

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11231
  rt_request_cnt:  22538
    receivedPkts:  11134
 receivedUniquePkts:  11114
   avgTput[kbps]:  152.64
    avgDelay[ms]:  68.0816
 max ACKed Seqno:  10907
       ACKs sent:  11137
   ACKs received:  11135
   avgPathLength:  8
       dropCount:  98
       totalSent:  22372
        dropRate:  0.00438048

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11276
  rt_request_cnt:  22637
    receivedPkts:  11174
 receivedUniquePkts:  11164
   avgTput[kbps]:  152.987
    avgDelay[ms]:  72.5933
 max ACKed Seqno:  10989
       ACKs sent:  11177
   ACKs received:  11175
   avgPathLength:  8
       dropCount:  102
       totalSent:  22459
        dropRate:  0.00454161

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  300
        sentPkts:  11294
  rt_request_cnt:  22684
    receivedPkts:  11170
 receivedUniquePkts:  11151
   avgTput[kbps]:  152.799
    avgDelay[ms]:  72.3905
 max ACKed Seqno:  10974
       ACKs sent:  11173
   ACKs received:  11169
   avgPathLength:  8
       dropCount:  123
       totalSent:  22470
        dropRate:  0.00547397

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11333
  rt_request_cnt:  22740
    receivedPkts:  11215
 receivedUniquePkts:  11199
   avgTput[kbps]:  153.467
    avgDelay[ms]:  73.8495
 max ACKed Seqno:  11000
       ACKs sent:  11218
   ACKs received:  11215
   avgPathLength:  8
       dropCount:  117
       totalSent:  22555
        dropRate:  0.00518732

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11421
  rt_request_cnt:  22914
    receivedPkts:  11322
 receivedUniquePkts:  11316
   avgTput[kbps]:  155.065
    avgDelay[ms]:  68.1815
 max ACKed Seqno:  11196
       ACKs sent:  11324
   ACKs received:  11323
   avgPathLength:  8
       dropCount:  97
       totalSent:  22747
        dropRate:  0.0042643

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  10981
  rt_request_cnt:  22033
    receivedPkts:  10843
 receivedUniquePkts:  10832
   avgTput[kbps]:  148.43
    avgDelay[ms]:  78.0745
 max ACKed Seqno:  10546
       ACKs sent:  10845
   ACKs received:  10842
   avgPathLength:  8
       dropCount:  137
       totalSent:  21830
        dropRate:  0.00627577

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  300
        sentPkts:  11559
  rt_request_cnt:  23187
    receivedPkts:  11518
 receivedUniquePkts:  11516
   avgTput[kbps]:  157.8
    avgDelay[ms]:  61.3632
 max ACKed Seqno:  11509
       ACKs sent:  11521
   ACKs received:  11520
   avgPathLength:  8
       dropCount:  50
       totalSent:  23093
        dropRate:  0.00216516

--- Hop Node Number:4 ---

       startTime:  1
        stopTime:  299
        sentPkts:  11200
  rt_request_cnt:  22467
