Sat Nov  5 23:29:20 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  3889
  rt_request_cnt:  7796
    receivedPkts:  3885
 receivedUniquePkts:  3885
   avgTput[kbps]:  53.6193
    avgDelay[ms]:  61.1505
 max ACKed Seqno:  3336
       ACKs sent:  3888
   ACKs received:  3888
   avgPathLength:  15
       dropCount:  4
       totalSent:  7781
        dropRate:  0.000514073

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  5707
  rt_request_cnt:  11448
    receivedPkts:  5692
 receivedUniquePkts:  5692
   avgTput[kbps]:  78.549
    avgDelay[ms]:  66.2434
 max ACKed Seqno:  5167
       ACKs sent:  5695
   ACKs received:  5694
   avgPathLength:  15
       dropCount:  15
       totalSent:  11406
        dropRate:  0.0013151

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  5010
  rt_request_cnt:  10045
    receivedPkts:  5000
 receivedUniquePkts:  4999
   avgTput[kbps]:  68.9888
    avgDelay[ms]:  65.2367
 max ACKed Seqno:  4452
       ACKs sent:  5003
   ACKs received:  5003
   avgPathLength:  15
       dropCount:  10
       totalSent:  10017
        dropRate:  0.000998303

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  5682
  rt_request_cnt:  11387
    receivedPkts:  5675
 receivedUniquePkts:  5674
   avgTput[kbps]:  78.3107
    avgDelay[ms]:  67.1489
 max ACKed Seqno:  3321
       ACKs sent:  5677
   ACKs received:  5677
   avgPathLength:  15
       dropCount:  7
       totalSent:  11362
        dropRate:  0.000616089

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  300
        sentPkts:  7210
  rt_request_cnt:  14506
    receivedPkts:  7178
 receivedUniquePkts:  7039
   avgTput[kbps]:  97.1319
    avgDelay[ms]:  74.1904
 max ACKed Seqno:  5325
       ACKs sent:  7181
   ACKs received:  6900
   avgPathLength:  15
       dropCount:  310
       totalSent:  14396
        dropRate:  0.0215338

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8210
  rt_request_cnt:  16489
    receivedPkts:  8164
 receivedUniquePkts:  8154
   avgTput[kbps]:  112.52
    avgDelay[ms]:  79.908
 max ACKed Seqno:  4748
       ACKs sent:  8167
   ACKs received:  8164
   avgPathLength:  15
       dropCount:  43
       totalSent:  16380
        dropRate:  0.00262515

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8599
  rt_request_cnt:  17309
    receivedPkts:  8537
 receivedUniquePkts:  8467
   avgTput[kbps]:  116.838
    avgDelay[ms]:  83.5191
 max ACKed Seqno:  7889
       ACKs sent:  8540
   ACKs received:  8416
   avgPathLength:  15
       dropCount:  178
       totalSent:  17142
        dropRate:  0.0103839

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8530
  rt_request_cnt:  17159
    receivedPkts:  8439
 receivedUniquePkts:  8425
   avgTput[kbps]:  116.265
    avgDelay[ms]:  89.888
 max ACKed Seqno:  7823
       ACKs sent:  8442
   ACKs received:  8440
   avgPathLength:  15
       dropCount:  88
       totalSent:  16976
        dropRate:  0.00518379

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8599
  rt_request_cnt:  17340
    receivedPkts:  8528
 receivedUniquePkts:  8418
   avgTput[kbps]:  116.167
    avgDelay[ms]:  97.7186
 max ACKed Seqno:  8027
       ACKs sent:  8530
   ACKs received:  8275
   avgPathLength:  15
       dropCount:  324
       totalSent:  17134
        dropRate:  0.0189098

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8949
  rt_request_cnt:  18035
    receivedPkts:  8861
 receivedUniquePkts:  8824
   avgTput[kbps]:  122.003
    avgDelay[ms]:  96.9489
 max ACKed Seqno:  8439
       ACKs sent:  8864
   ACKs received:  8780
   avgPathLength:  15
       dropCount:  172
       totalSent:  17817
        dropRate:  0.0096537

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  9233
  rt_request_cnt:  18595
    receivedPkts:  9157
 receivedUniquePkts:  9142
   avgTput[kbps]:  126.156
    avgDelay[ms]:  91.6719
 max ACKed Seqno:  6663
       ACKs sent:  9160
   ACKs received:  9157
   avgPathLength:  15
       dropCount:  75
       totalSent:  18398
        dropRate:  0.00407653

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8834
  rt_request_cnt:  17817
    receivedPkts:  8749
 receivedUniquePkts:  8686
   avgTput[kbps]:  119.864
    avgDelay[ms]:  95.2921
 max ACKed Seqno:  7967
       ACKs sent:  8752
   ACKs received:  8647
   avgPathLength:  15
       dropCount:  182
       totalSent:  17589
        dropRate:  0.0103474

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8654
  rt_request_cnt:  17469
    receivedPkts:  8571
 receivedUniquePkts:  8491
   avgTput[kbps]:  117.178
    avgDelay[ms]:  97.3272
 max ACKed Seqno:  7469
       ACKs sent:  8574
   ACKs received:  8550
   avgPathLength:  15
       dropCount:  102
       totalSent:  17231
        dropRate:  0.00591956

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8969
  rt_request_cnt:  18107
    receivedPkts:  8836
 receivedUniquePkts:  8789
   avgTput[kbps]:  121.285
    avgDelay[ms]:  105.399
 max ACKed Seqno:  8386
       ACKs sent:  8839
   ACKs received:  8748
   avgPathLength:  15
       dropCount:  218
       totalSent:  17811
        dropRate:  0.0122396

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8804
  rt_request_cnt:  17766
    receivedPkts:  8698
 receivedUniquePkts:  8680
   avgTput[kbps]:  119.783
    avgDelay[ms]:  101.029
 max ACKed Seqno:  8299
       ACKs sent:  8701
   ACKs received:  8700
   avgPathLength:  15
       dropCount:  102
       totalSent:  17508
        dropRate:  0.00582591

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8814
  rt_request_cnt:  17774
    receivedPkts:  8682
 receivedUniquePkts:  8658
   avgTput[kbps]:  119.474
    avgDelay[ms]:  107.852
 max ACKed Seqno:  8244
       ACKs sent:  8685
   ACKs received:  8637
   avgPathLength:  15
       dropCount:  175
       totalSent:  17502
        dropRate:  0.00999886

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  300
        sentPkts:  8617
  rt_request_cnt:  17387
    receivedPkts:  8519
 receivedUniquePkts:  8493
   avgTput[kbps]:  117.196
    avgDelay[ms]:  99.6285
 max ACKed Seqno:  8085
       ACKs sent:  8522
   ACKs received:  8521
   avgPathLength:  15
       dropCount:  95
       totalSent:  17142
        dropRate:  0.00554194

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  9100
  rt_request_cnt:  18358
    receivedPkts:  8954
 receivedUniquePkts:  8929
   avgTput[kbps]:  123.222
    avgDelay[ms]:  110.727
 max ACKed Seqno:  8247
       ACKs sent:  8957
   ACKs received:  8954
   avgPathLength:  15
       dropCount:  141
       totalSent:  18060
        dropRate:  0.00780731

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8560
  rt_request_cnt:  17295
    receivedPkts:  8431
 receivedUniquePkts:  8404
   avgTput[kbps]:  115.969
    avgDelay[ms]:  111.89
 max ACKed Seqno:  7904
       ACKs sent:  8434
   ACKs received:  8430
   avgPathLength:  15
       dropCount:  126
       totalSent:  16997
        dropRate:  0.00741307

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  7838
  rt_request_cnt:  15760
    receivedPkts:  7641
 receivedUniquePkts:  7585
   avgTput[kbps]:  104.667
    avgDelay[ms]:  149.266
 max ACKed Seqno:  7066
       ACKs sent:  7644
   ACKs received:  7627
   avgPathLength:  15
       dropCount:  204
       totalSent:  15485
        dropRate:  0.013174

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8660
  rt_request_cnt:  17482
    receivedPkts:  8509
 receivedUniquePkts:  8476
   avgTput[kbps]:  116.966
    avgDelay[ms]:  116.189
 max ACKed Seqno:  8065
       ACKs sent:  8512
   ACKs received:  8509
   avgPathLength:  15
       dropCount:  147
       totalSent:  17175
        dropRate:  0.00855895

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8662
  rt_request_cnt:  17501
    receivedPkts:  8499
 receivedUniquePkts:  8468
   avgTput[kbps]:  116.852
    avgDelay[ms]:  116.317
 max ACKed Seqno:  8084
       ACKs sent:  8502
   ACKs received:  8498
   avgPathLength:  15
       dropCount:  160
       totalSent:  17167
        dropRate:  0.00932021

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8668
  rt_request_cnt:  17486
    receivedPkts:  8499
 receivedUniquePkts:  8473
   avgTput[kbps]:  116.929
    avgDelay[ms]:  116.032
 max ACKed Seqno:  7941
       ACKs sent:  8502
   ACKs received:  8496
   avgPathLength:  15
       dropCount:  163
       totalSent:  17173
        dropRate:  0.00949164

--- Hop Node Number:14 ---

       startTime:  3
        stopTime:  299
        sentPkts:  8849
  rt_request_cnt:  17873
