Sat Nov  5 21:30:55 CST 2016
SIMULATION DURATION: 300.0S, AODV+TCP

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  3235
  rt_request_cnt:  6488
    receivedPkts:  3228
 receivedUniquePkts:  3227
   avgTput[kbps]:  44.238
    avgDelay[ms]:  48.43
 max ACKed Seqno:  1938
       ACKs sent:  3231
   ACKs received:  3231
   avgPathLength:  11
       dropCount:  7
       totalSent:  6469
        dropRate:  0.00108208

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  4953
  rt_request_cnt:  9933
    receivedPkts:  4943
 receivedUniquePkts:  4942
   avgTput[kbps]:  67.7285
    avgDelay[ms]:  49.4816
 max ACKed Seqno:  2918
       ACKs sent:  4946
   ACKs received:  4945
   avgPathLength:  11
       dropCount:  10
       totalSent:  9903
        dropRate:  0.0010098

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7494
  rt_request_cnt:  15052
    receivedPkts:  7465
 receivedUniquePkts:  7401
   avgTput[kbps]:  101.436
    avgDelay[ms]:  51.6234
 max ACKed Seqno:  6580
       ACKs sent:  7468
   ACKs received:  7342
   avgPathLength:  11
       dropCount:  154
       totalSent:  14966
        dropRate:  0.01029

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  6734
  rt_request_cnt:  13502
    receivedPkts:  6715
 receivedUniquePkts:  6712
   avgTput[kbps]:  91.9878
    avgDelay[ms]:  50.4782
 max ACKed Seqno:  5082
       ACKs sent:  6717
   ACKs received:  6716
   avgPathLength:  11
       dropCount:  18
       totalSent:  13454
        dropRate:  0.00133789

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7204
  rt_request_cnt:  14472
    receivedPkts:  7170
 receivedUniquePkts:  7103
   avgTput[kbps]:  97.3576
    avgDelay[ms]:  53.848
 max ACKed Seqno:  6295
       ACKs sent:  7173
   ACKs received:  7079
   avgPathLength:  11
       dropCount:  128
       totalSent:  14381
        dropRate:  0.00890063

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  8908
  rt_request_cnt:  17903
    receivedPkts:  8849
 receivedUniquePkts:  8839
   avgTput[kbps]:  121.144
    avgDelay[ms]:  59.4827
 max ACKed Seqno:  8278
       ACKs sent:  8852
   ACKs received:  8850
   avgPathLength:  11
       dropCount:  58
       totalSent:  17764
        dropRate:  0.00326503

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9055
  rt_request_cnt:  18203
    receivedPkts:  8992
 receivedUniquePkts:  8983
   avgTput[kbps]:  123.126
    avgDelay[ms]:  62.7559
 max ACKed Seqno:  8177
       ACKs sent:  8995
   ACKs received:  8995
   avgPathLength:  11
       dropCount:  61
       totalSent:  18053
        dropRate:  0.00337894

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  7656
  rt_request_cnt:  15419
    receivedPkts:  7599
 receivedUniquePkts:  7530
   avgTput[kbps]:  103.198
    avgDelay[ms]:  61.0406
 max ACKed Seqno:  6344
       ACKs sent:  7602
   ACKs received:  7475
   avgPathLength:  11
       dropCount:  183
       totalSent:  15262
        dropRate:  0.0119906

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9294
  rt_request_cnt:  18713
    receivedPkts:  9218
 receivedUniquePkts:  9208
   avgTput[kbps]:  126.2
    avgDelay[ms]:  60.4321
 max ACKed Seqno:  8664
       ACKs sent:  9221
   ACKs received:  9220
   avgPathLength:  11
       dropCount:  80
       totalSent:  18523
        dropRate:  0.00431895

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9191
  rt_request_cnt:  18474
    receivedPkts:  9121
 receivedUniquePkts:  9091
   avgTput[kbps]:  124.797
    avgDelay[ms]:  64.1825
 max ACKed Seqno:  7901
       ACKs sent:  9124
   ACKs received:  9053
   avgPathLength:  11
       dropCount:  138
       totalSent:  18319
        dropRate:  0.00753316

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9215
  rt_request_cnt:  18561
    receivedPkts:  9133
 receivedUniquePkts:  9117
   avgTput[kbps]:  124.946
    avgDelay[ms]:  67.0696
 max ACKed Seqno:  8198
       ACKs sent:  9135
   ACKs received:  9134
   avgPathLength:  11
       dropCount:  83
       totalSent:  18353
        dropRate:  0.00452242

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9209
  rt_request_cnt:  18566
    receivedPkts:  9123
 receivedUniquePkts:  9107
   avgTput[kbps]:  124.813
    avgDelay[ms]:  72.3163
 max ACKed Seqno:  8199
       ACKs sent:  9126
   ACKs received:  9124
   avgPathLength:  11
       dropCount:  85
       totalSent:  18339
        dropRate:  0.00463493

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9500
  rt_request_cnt:  19158
    receivedPkts:  9414
 receivedUniquePkts:  9335
   avgTput[kbps]:  127.94
    avgDelay[ms]:  71.4428
 max ACKed Seqno:  8658
       ACKs sent:  9417
   ACKs received:  9295
   avgPathLength:  11
       dropCount:  207
       totalSent:  18922
        dropRate:  0.0109396

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  300
        sentPkts:  9272
  rt_request_cnt:  18749
    receivedPkts:  9164
 receivedUniquePkts:  9092
   avgTput[kbps]:  124.602
    avgDelay[ms]:  75.7045
 max ACKed Seqno:  7455
       ACKs sent:  9167
   ACKs received:  9054
   avgPathLength:  11
       dropCount:  218
       totalSent:  18443
        dropRate:  0.0118202

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9302
  rt_request_cnt:  18777
    receivedPkts:  9195
 receivedUniquePkts:  9173
   avgTput[kbps]:  125.72
    avgDelay[ms]:  73.0865
 max ACKed Seqno:  8392
       ACKs sent:  9198
   ACKs received:  9198
   avgPathLength:  11
       dropCount:  108
       totalSent:  18505
        dropRate:  0.00583626

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9513
  rt_request_cnt:  19195
    receivedPkts:  9403
 receivedUniquePkts:  9377
   avgTput[kbps]:  128.518
    avgDelay[ms]:  78.3854
 max ACKed Seqno:  8592
       ACKs sent:  9406
   ACKs received:  9406
   avgPathLength:  11
       dropCount:  109
       totalSent:  18923
        dropRate:  0.00576019

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9251
  rt_request_cnt:  18665
    receivedPkts:  9152
 receivedUniquePkts:  9135
   avgTput[kbps]:  125.205
    avgDelay[ms]:  72.6774
 max ACKed Seqno:  5106
       ACKs sent:  9155
   ACKs received:  9153
   avgPathLength:  11
       dropCount:  100
       totalSent:  18414
        dropRate:  0.00543065

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9553
  rt_request_cnt:  19277
    receivedPkts:  9452
 receivedUniquePkts:  9432
   avgTput[kbps]:  129.267
    avgDelay[ms]:  71.9169
 max ACKed Seqno:  8861
       ACKs sent:  9455
   ACKs received:  9454
   avgPathLength:  11
       dropCount:  101
       totalSent:  19015
        dropRate:  0.0053116

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  300
        sentPkts:  9600
  rt_request_cnt:  19376
    receivedPkts:  9488
 receivedUniquePkts:  9460
   avgTput[kbps]:  129.645
    avgDelay[ms]:  81.0946
 max ACKed Seqno:  9107
       ACKs sent:  9491
   ACKs received:  9487
   avgPathLength:  11
       dropCount:  112
       totalSent:  19097
        dropRate:  0.0058648

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9303
  rt_request_cnt:  18697
    receivedPkts:  9168
 receivedUniquePkts:  9116
   avgTput[kbps]:  124.933
    avgDelay[ms]:  81.0195
 max ACKed Seqno:  8676
       ACKs sent:  9171
   ACKs received:  9084
   avgPathLength:  11
       dropCount:  220
       totalSent:  18479
        dropRate:  0.0119054

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9790
  rt_request_cnt:  19760
    receivedPkts:  9677
 receivedUniquePkts:  9625
   avgTput[kbps]:  131.91
    avgDelay[ms]:  82.3761
 max ACKed Seqno:  9076
       ACKs sent:  9680
   ACKs received:  9676
   avgPathLength:  11
       dropCount:  115
       totalSent:  19475
        dropRate:  0.00590501

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9715
  rt_request_cnt:  19612
    receivedPkts:  9589
 receivedUniquePkts:  9556
   avgTput[kbps]:  130.964
    avgDelay[ms]:  78.5355
 max ACKed Seqno:  9297
       ACKs sent:  9592
   ACKs received:  9582
   avgPathLength:  11
       dropCount:  132
       totalSent:  19312
        dropRate:  0.00683513

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9743
  rt_request_cnt:  19651
    receivedPkts:  9644
 receivedUniquePkts:  9622
   avgTput[kbps]:  131.905
    avgDelay[ms]:  75.972
 max ACKed Seqno:  9439
       ACKs sent:  9646
   ACKs received:  9646
   avgPathLength:  11
       dropCount:  102
       totalSent:  19396
        dropRate:  0.00525882

--- Hop Node Number:10 ---

       startTime:  1
        stopTime:  299
        sentPkts:  9314
  rt_request_cnt:  18816
