Sat Nov  5 21:59:40 CST 2016

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  9124
  max seqno sent:  9124
      Tcp retxed:  0
    receivedPkts:  9123
  receivedUnique:  9123
   avgTput[kbps]:  125.029
    avgDelay[ms]:  50.5822
 max ACKed Seqno:  9122
       ACKs sent:  9124
   ACKs received:  9123
     RTS(C) Sent:  109292

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10469
  max seqno sent:  10469
      Tcp retxed:  0
    receivedPkts:  10468
  receivedUnique:  10468
   avgTput[kbps]:  143.463
    avgDelay[ms]:  53.3775
 max ACKed Seqno:  10466
       ACKs sent:  10469
   ACKs received:  10467
     RTS(C) Sent:  128229

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  7171
  max seqno sent:  7163
      Tcp retxed:  8
    receivedPkts:  7163
  receivedUnique:  7162
   avgTput[kbps]:  98.1577
    avgDelay[ms]:  53.8587
 max ACKed Seqno:  7162
       ACKs sent:  7164
   ACKs received:  7164
     RTS(C) Sent:  89437

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  300
        sentPkts:  10792
  max seqno sent:  10756
      Tcp retxed:  36
    receivedPkts:  10755
  receivedUnique:  10755
   avgTput[kbps]:  147.392
    avgDelay[ms]:  69.0691
 max ACKed Seqno:  10752
       ACKs sent:  10756
   ACKs received:  10753
     RTS(C) Sent:  157276

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10758
  max seqno sent:  10710
      Tcp retxed:  48
    receivedPkts:  10711
  receivedUnique:  10708
   avgTput[kbps]:  146.751
    avgDelay[ms]:  71.043
 max ACKed Seqno:  10706
       ACKs sent:  10712
   ACKs received:  10710
     RTS(C) Sent:  159517

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  300
        sentPkts:  10871
  max seqno sent:  10849
      Tcp retxed:  22
    receivedPkts:  10847
  receivedUnique:  10846
   avgTput[kbps]:  148.64
    avgDelay[ms]:  69.612
 max ACKed Seqno:  10843
       ACKs sent:  10848
   ACKs received:  10845
     RTS(C) Sent:  159209

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10748
  max seqno sent:  10690
      Tcp retxed:  58
    receivedPkts:  10712
  receivedUnique:  10687
   avgTput[kbps]:  146.474
    avgDelay[ms]:  74.0902
 max ACKed Seqno:  10687
       ACKs sent:  10713
   ACKs received:  10629
     RTS(C) Sent:  164015

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10781
  max seqno sent:  10747
      Tcp retxed:  34
    receivedPkts:  10745
  receivedUnique:  10744
   avgTput[kbps]:  147.243
    avgDelay[ms]:  76.1173
 max ACKed Seqno:  10740
       ACKs sent:  10746
   ACKs received:  10742
     RTS(C) Sent:  167216

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10739
  max seqno sent:  10690
      Tcp retxed:  49
    receivedPkts:  10693
  receivedUnique:  10688
   avgTput[kbps]:  146.479
    avgDelay[ms]:  76.1895
 max ACKed Seqno:  10687
       ACKs sent:  10694
   ACKs received:  10693
     RTS(C) Sent:  166267

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10815
  max seqno sent:  10771
      Tcp retxed:  44
    receivedPkts:  10770
  receivedUnique:  10768
   avgTput[kbps]:  147.581
    avgDelay[ms]:  76.5335
 max ACKed Seqno:  10765
       ACKs sent:  10771
   ACKs received:  10768
     RTS(C) Sent:  168672

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10791
  max seqno sent:  10746
      Tcp retxed:  45
    receivedPkts:  10745
  receivedUnique:  10744
   avgTput[kbps]:  147.244
    avgDelay[ms]:  77.3311
 max ACKed Seqno:  10740
       ACKs sent:  10746
   ACKs received:  10742
     RTS(C) Sent:  168809

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10796
  max seqno sent:  10740
      Tcp retxed:  56
    receivedPkts:  10739
  receivedUnique:  10737
   avgTput[kbps]:  147.147
    avgDelay[ms]:  80.9342
 max ACKed Seqno:  10735
       ACKs sent:  10740
   ACKs received:  10738
     RTS(C) Sent:  173866

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10708
  max seqno sent:  10627
      Tcp retxed:  81
    receivedPkts:  10626
  receivedUnique:  10623
   avgTput[kbps]:  145.586
    avgDelay[ms]:  82.8086
 max ACKed Seqno:  10620
       ACKs sent:  10627
   ACKs received:  10624
     RTS(C) Sent:  175046

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10767
  max seqno sent:  10671
      Tcp retxed:  96
    receivedPkts:  10675
  receivedUnique:  10668
   avgTput[kbps]:  146.209
    avgDelay[ms]:  82.7379
 max ACKed Seqno:  10666
       ACKs sent:  10676
   ACKs received:  10674
     RTS(C) Sent:  175813

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10646
  max seqno sent:  10548
      Tcp retxed:  98
    receivedPkts:  10549
  receivedUnique:  10544
   avgTput[kbps]:  144.512
    avgDelay[ms]:  84.6467
 max ACKed Seqno:  10543
       ACKs sent:  10550
   ACKs received:  10549
     RTS(C) Sent:  175338

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10491
  max seqno sent:  10363
      Tcp retxed:  128
    receivedPkts:  10407
  receivedUnique:  10360
   avgTput[kbps]:  142.025
    avgDelay[ms]:  85.6156
 max ACKed Seqno:  10360
       ACKs sent:  10408
   ACKs received:  10304
     RTS(C) Sent:  174946

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10536
  max seqno sent:  10419
      Tcp retxed:  117
    receivedPkts:  10421
  receivedUnique:  10415
   avgTput[kbps]:  142.735
    avgDelay[ms]:  88.7543
 max ACKed Seqno:  10382
       ACKs sent:  10422
   ACKs received:  10419
     RTS(C) Sent:  178697

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10609
  max seqno sent:  10504
      Tcp retxed:  105
    receivedPkts:  10510
  receivedUnique:  10503
   avgTput[kbps]:  143.947
    avgDelay[ms]:  90.1561
 max ACKed Seqno:  10502
       ACKs sent:  10511
   ACKs received:  10510
     RTS(C) Sent:  181947

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10614
  max seqno sent:  10507
      Tcp retxed:  107
    receivedPkts:  10511
  receivedUnique:  10505
   avgTput[kbps]:  143.995
    avgDelay[ms]:  90.539
 max ACKed Seqno:  10505
       ACKs sent:  10512
   ACKs received:  10512
     RTS(C) Sent:  182417

          flowID:  0
         srcNode:  0
        destNode:  11
       startTime:  1
        stopTime:  299
        sentPkts:  10611
  max seqno sent:  10496
      Tcp retxed:  115
    receivedPkts:  10498
  receivedUnique:  10493
   avgTput[kbps]:  143.804
